MaxAbsEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,FpDensityMorgan1,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPLOW,BCUT2D_MRLOW,BalabanJ,Ipc,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA3,SlogP_VSA7,SlogP_VSA9,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState3,VSA_EState4,VSA_EState7,VSA_EState8,VSA_EState9,NumAliphaticCarbocycles,NumAromaticHeterocycles,NumAtomStereoCenters,NumBridgeheadAtoms,NumHeterocycles,NumSpiroAtoms,NumUnspecifiedAtomStereoCenters,MolLogP,fr_Al_COO,fr_Al_OH,fr_ArN,fr_Ar_COO,fr_Ar_NH,fr_Ar_OH,fr_C_S,fr_HOCCN,fr_Imine,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_SH,fr_aldehyde,fr_allylic_oxid,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzodiazepine,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_furan,fr_guanido,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitro,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phos_acid,fr_phos_ester,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
12.564245244394051,0.0021149787454317,-0.278893429285294,0.7804557085574012,10.77777777777778,0.0,0.2561259748001249,-0.4967579529127925,1.3333333333333333,16.465307500673738,9.968265669241417,2.170020236526022,-2.198823892856407,-2.282252737073836,0.0953888404758694,2.04440496841842,785302.9596687404,15.37044016181271,23.200047415608203,0.0,5.824404497999927,5.907179729351506,0.0,4.794537184071822,9.967957041894415,5.261891554738487,0.0,32.903945735995094,29.531997720943007,19.28635638343823,7.109797541277533,11.725042507186531,5.261891554738487,15.284745645900747,5.41499046939678,27.19203322199788,25.516098957109016,0.0,11.81873314607618,15.37044016181271,5.817862777835028,5.749511833283905,0.0,6.4208216229260096,0.0,0.0,0.0,17.146574696748214,30.891648704283185,11.3129633249809,6.196843571613076,7.109797541277533,30.334689586638717,41.37274584897895,9.998754508538536,15.045998175823405,1.3874236427561228,2.057792238809104,7.282245522154484,1.622921809283954,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.787380000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.546264574904546,0.0001301920628427,-0.2736938355589144,0.7804557085574012,10.77777777777778,0.0,0.2561259747350192,-0.4967682187769527,1.2592592592592593,16.4652841357745,9.96826652406305,2.169721973792083,-2.1987824577497084,-2.2821736124765635,0.0953874935477344,2.0193079339576223,794710.2585302015,15.37044016181271,23.200047415608203,0.0,5.824404497999927,5.907179729351506,0.0,4.794537184071822,9.967957041894415,5.261891554738487,0.0,32.903945735995094,29.531997720943007,19.28635638343823,7.109797541277533,11.725042507186531,5.261891554738487,15.284745645900747,5.41499046939678,27.19203322199788,25.516098957109016,0.0,11.81873314607618,15.37044016181271,5.817862777835028,5.749511833283905,0.0,6.4208216229260096,0.0,0.0,0.0,17.146574696748214,30.891648704283185,11.3129633249809,6.196843571613076,7.109797541277533,30.334689586638717,41.37274584897895,9.998754508538536,15.042844529029129,1.4223146167325256,2.0802429032907925,7.29946844617842,1.6251656058410762,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.7873800000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.754511977050896,0.0165111177497807,-0.2883003066175791,0.49032265954279,10.969696969696969,0.0,0.2561259748001249,-0.4917268687663795,1.303030303030303,16.47751737351255,9.968264870969886,2.170842757966048,-2.1988843151951944,-2.282336819039013,0.0953878286807234,1.5380047446518474,25032825.42808603,19.937539809604065,29.80692938012112,0.0,5.824404497999927,5.907179729351506,0.0,4.794537184071822,14.951935562841626,5.261891554738487,0.0,32.903945735995094,29.531997720943004,31.68004352666438,12.872076480677116,11.725042507186531,5.261891554738487,24.835823814639312,5.41499046939678,33.736789627910454,25.0131833803444,0.0,11.81873314607618,15.370440161812713,5.817862777835028,5.749511833283905,0.0,12.965578028838586,0.0,0.0,0.0,17.14657469674821,37.4985306687961,17.857719730893475,6.196843571613076,12.524163646377618,41.09863280604315,46.35672436992616,9.998754508538536,15.173528781898002,1.3514760350564765,7.422945253271928,8.515891259860643,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,3.054280000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.709197457733785,0.0130345254358255,-0.2820794144414964,0.49032265954279,10.969696969696969,0.0,0.2561259747350192,-0.4917371355701513,1.2424242424242424,16.47749410970943,9.96826598408547,2.1704383218135117,-2.198813701853114,-2.282211806336503,0.0953858125389151,1.4953836140063477,25406306.02449405,19.937539809604065,29.80692938012112,0.0,5.824404497999927,5.907179729351506,0.0,4.794537184071822,14.951935562841626,5.261891554738487,0.0,32.903945735995094,29.531997720943004,31.68004352666438,12.872076480677116,11.725042507186531,5.261891554738487,24.835823814639312,5.41499046939678,33.736789627910454,25.0131833803444,0.0,11.81873314607618,15.370440161812713,5.817862777835028,5.749511833283905,0.0,12.965578028838586,0.0,0.0,0.0,17.14657469674821,37.4985306687961,17.857719730893475,6.196843571613076,12.524163646377618,41.09863280604314,46.35672436992616,9.998754508538536,15.153813540393251,1.389103564390722,7.456987060294404,8.569731670731482,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,3.054280000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.68141896573444,0.0613333555897241,-0.244726526413034,0.7668089354822241,14.142857142857142,0.0,0.2561261165383567,-0.4967579529127925,1.3214285714285714,16.46530905139103,9.952466634110792,2.1921932594819737,-2.2376796197668,-2.293527641903959,0.095391840064842,1.6484759477828748,2663012.224421685,15.37044016181271,23.200047415608203,0.0,5.824404497999927,5.907179729351506,0.0,4.794537184071822,9.967957041894415,5.261891554738487,0.0,31.39519900570125,36.958650497398246,18.78344080667361,7.109797541277533,11.725042507186531,5.261891554738487,15.284745645900747,0.0,44.56677056670402,18.97134255119644,0.0,11.81873314607618,15.37044016181271,5.817862777835028,5.749511833283905,0.0,6.4208216229260096,0.0,0.0,0.0,17.773425056499395,24.34689229837061,36.99624981668494,12.617665194539086,7.109797541277533,30.334689586638717,20.60153424990708,9.998754508538536,15.360112680421537,1.4504613234054968,7.767358424805917,0.4810227702191989,1.631581082226366,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.073980000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.5830007558579,0.0732824027223379,-0.2187681878306875,0.836235443164671,14.423076923076923,0.0,0.2561261164730148,-0.3665363551790352,1.1923076923076923,16.149273384026205,9.95246789209085,2.191474075043148,-2.237647835115076,-2.293425889318582,0.0953919100582349,1.66298010505275,1091722.758176752,10.633577208012662,17.450535582324296,0.0,5.824404497999927,5.907179729351506,0.0,4.794537184071822,9.967957041894415,5.261891554738487,0.0,49.59430021108608,24.825916360475023,18.78344080667361,0.0,11.725042507186531,5.261891554738487,15.284745645900747,0.0,44.56677056670402,11.861545009918906,0.0,6.069221312792274,10.633577208012662,5.817862777835028,0.0,0.0,6.4208216229260096,0.0,0.0,0.0,11.731584227351432,23.96791150459256,19.26246486877803,31.0227599320881,0.0,36.40105665510033,20.60153424990708,5.261891554738487,15.33240272527558,1.5620996978910937,7.905488972414962,0.533449074074074,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.065380000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.755474647493738,0.0019982836218972,-0.2476059086426494,0.6390902564295944,15.12121212121212,0.0,0.2561259747348002,-0.3687410442974752,1.121212121212121,16.149285738960756,9.9682628920694,2.1750281038606625,-2.3188087244618742,-2.4337477927291644,0.0953870524384681,1.5181678732646064,17874853.831979077,15.533486938863138,17.450535582324296,0.0,5.824404497999927,5.907179729351506,0.0,9.6944469149223,9.967957041894415,5.261891554738487,0.0,45.03667987291831,30.01038705839397,52.01013841300109,0.0,11.725042507186531,5.261891554738487,25.0845651076017,5.41499046939678,33.736789627910454,51.63299902215896,0.0,6.069221312792274,10.633577208012662,5.817862777835028,0.0,0.0,12.965578028838586,0.0,0.0,0.0,17.146574696748214,24.47082708135717,39.14460365248888,17.32374655500707,0.0,6.069221312792274,82.48570556720355,5.261891554738487,15.242608212558247,2.846438827518714,2.154214353640864,12.822839620028011,2.169157969237381,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.526179999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.797980874860452,0.0002892056720555,-0.2489617790285172,0.6896725358030258,14.65625,0.0,0.2561259747715814,-0.3689586469646838,1.21875,16.14928530959146,9.96826239097268,2.177759540699685,-2.338153626699938,-2.4404137220386506,0.0953879865587415,1.6012480314800028,11225920.472064978,20.433396669713616,17.450535582324296,0.0,5.824404497999927,5.907179729351506,0.0,4.794537184071822,9.967957041894415,5.261891554738487,0.0,32.903945735995094,36.5796697036202,51.15276828177209,0.0,17.412428781870098,5.261891554738487,20.184655376751223,5.41499046939678,27.19203322199788,56.53290875300944,0.0,6.069221312792274,15.533486938863138,11.50524905251859,0.0,0.0,6.4208216229260096,0.0,0.0,0.0,17.146574696748214,24.47082708135717,32.59984724657631,17.447681337993636,0.0,6.069221312792274,82.48570556720355,5.261891554738487,15.264510476098454,2.763631909530946,2.1479046954461816,11.571134914536591,2.1521848647760358,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.53058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.740984289367017,0.0052428350477926,-0.265630600000674,0.6362146972278885,15.0,0.0,0.2561259747350192,-0.4903411177078633,1.2424242424242424,16.489643670903128,9.968265434840356,2.1864298055742344,-2.2888026102893657,-2.3516146813928227,0.0953753929244216,1.5181678732646064,17874853.831979077,20.270349892663187,29.304013803356504,0.0,5.824404497999927,5.907179729351506,0.0,4.794537184071822,9.967957041894415,5.261891554738487,0.0,32.903945735995094,49.42131294947221,32.37586919526338,0.0,11.725042507186531,5.261891554738487,20.184655376751223,5.41499046939678,46.1376428555982,38.54348621033382,0.0,11.81873314607618,15.37044016181271,5.817862777835028,5.749511833283905,0.0,6.4208216229260096,0.0,0.0,0.0,23.250541084496515,30.891648704283185,37.24411938265807,6.196843571613076,0.0,30.334689586638717,53.320327562506606,9.998754508538536,15.203359827297575,1.4468976685393549,4.483115271865634,9.469080872497155,2.1402690803484923,0.0,1.0,0.0,0.0,2.0,0.0,0.0,3.251780000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.715608995986225,0.0779416160870123,-0.6730942920125271,0.556113512985353,14.5,0.0,0.2514273409742641,-0.3689850884049807,1.03125,16.157832767690802,10.009499538359636,2.21958240984468,-2.2908614736199637,-2.470590848775094,-0.1226354709576496,1.6489290808141115,15402793.80342912,20.85027554286947,12.586597235060536,0.0,5.907179729351506,5.907179729351506,0.0,9.589074368143644,0.0,5.261891554738487,0.0,38.112942673227685,47.73109892632783,37.42986339003086,6.069221312792274,17.501745733386574,5.261891554738487,15.950365812018994,5.917906046161393,26.31013685145522,37.62369176041336,0.0,17.196124296186266,20.85027554286947,5.687386274683562,0.0,0.0,4.794537184071822,0.0,0.0,0.0,24.27702191077698,11.984273114623004,37.30592860704429,5.687386274683562,12.13273413692322,32.04942984909674,45.11574381671592,5.261891554738487,17.382784494053503,3.827273812370609,0.5005103258101474,7.91758858825346,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.54748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
