MaxAbsEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,BCUT2D_MWHI,BCUT2D_MWLOW,Ipc,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA3,PEOE_VSA5,PEOE_VSA8,SMR_VSA4,SMR_VSA8,SlogP_VSA9,EState_VSA11,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA8,VSA_EState4,NumSpiroAtoms,NumUnspecifiedAtomStereoCenters,fr_Al_COO,fr_Al_OH,fr_ArN,fr_Ar_COO,fr_Ar_NH,fr_Imine,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_SH,fr_aldehyde,fr_allylic_oxid,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzodiazepine,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_furan,fr_guanido,fr_hdrzine,fr_imidazole,fr_imide,fr_isocyan,fr_lactam,fr_lactone,fr_morpholine,fr_nitro,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phos_acid,fr_phos_ester,fr_prisulfonamd,fr_quatN,fr_sulfide,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_urea
12.564245244394051,0.0021149787454317,-0.278893429285294,0.7804557085574012,10.77777777777778,0.0,0.2561259748001249,-0.4967579529127925,16.465307500673738,9.968265669241417,785302.9596687404,23.200047415608203,0.0,5.824404497999927,5.907179729351506,9.967957041894415,0.0,19.28635638343823,5.41499046939678,0.0,0.0,0.0,30.891648704283185,11.3129633249809,6.196843571613076,7.109797541277533,41.37274584897895,1.3874236427561228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.546264574904546,0.0001301920628427,-0.2736938355589144,0.7804557085574012,10.77777777777778,0.0,0.2561259747350192,-0.4967682187769527,16.4652841357745,9.96826652406305,794710.2585302015,23.200047415608203,0.0,5.824404497999927,5.907179729351506,9.967957041894415,0.0,19.28635638343823,5.41499046939678,0.0,0.0,0.0,30.891648704283185,11.3129633249809,6.196843571613076,7.109797541277533,41.37274584897895,1.4223146167325256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.754511977050896,0.0165111177497807,-0.2883003066175791,0.49032265954279,10.969696969696969,0.0,0.2561259748001249,-0.4917268687663795,16.47751737351255,9.968264870969886,25032825.42808603,29.80692938012112,0.0,5.824404497999927,5.907179729351506,14.951935562841626,0.0,31.68004352666438,5.41499046939678,0.0,0.0,0.0,37.4985306687961,17.857719730893475,6.196843571613076,12.524163646377618,46.35672436992616,1.3514760350564765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.709197457733785,0.0130345254358255,-0.2820794144414964,0.49032265954279,10.969696969696969,0.0,0.2561259747350192,-0.4917371355701513,16.47749410970943,9.96826598408547,25406306.02449405,29.80692938012112,0.0,5.824404497999927,5.907179729351506,14.951935562841626,0.0,31.68004352666438,5.41499046939678,0.0,0.0,0.0,37.4985306687961,17.857719730893475,6.196843571613076,12.524163646377618,46.35672436992616,1.389103564390722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.68141896573444,0.0613333555897241,-0.244726526413034,0.7668089354822241,14.142857142857142,0.0,0.2561261165383567,-0.4967579529127925,16.46530905139103,9.952466634110792,2663012.224421685,23.200047415608203,0.0,5.824404497999927,5.907179729351506,9.967957041894415,0.0,18.78344080667361,0.0,0.0,0.0,0.0,24.34689229837061,36.99624981668494,12.617665194539086,7.109797541277533,20.60153424990708,1.4504613234054968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.5830007558579,0.0732824027223379,-0.2187681878306875,0.836235443164671,14.423076923076923,0.0,0.2561261164730148,-0.3665363551790352,16.149273384026205,9.95246789209085,1091722.758176752,17.450535582324296,0.0,5.824404497999927,5.907179729351506,9.967957041894415,0.0,18.78344080667361,0.0,0.0,0.0,0.0,23.96791150459256,19.26246486877803,31.0227599320881,0.0,20.60153424990708,1.5620996978910937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.755474647493738,0.0019982836218972,-0.2476059086426494,0.6390902564295944,15.12121212121212,0.0,0.2561259747348002,-0.3687410442974752,16.149285738960756,9.9682628920694,17874853.831979077,17.450535582324296,0.0,5.824404497999927,5.907179729351506,9.967957041894415,0.0,52.01013841300109,5.41499046939678,0.0,0.0,0.0,24.47082708135717,39.14460365248888,17.32374655500707,0.0,82.48570556720355,2.846438827518714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.797980874860452,0.0002892056720555,-0.2489617790285172,0.6896725358030258,14.65625,0.0,0.2561259747715814,-0.3689586469646838,16.14928530959146,9.96826239097268,11225920.472064978,17.450535582324296,0.0,5.824404497999927,5.907179729351506,9.967957041894415,0.0,51.15276828177209,5.41499046939678,0.0,0.0,0.0,24.47082708135717,32.59984724657631,17.447681337993636,0.0,82.48570556720355,2.763631909530946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.740984289367017,0.0052428350477926,-0.265630600000674,0.6362146972278885,15.0,0.0,0.2561259747350192,-0.4903411177078633,16.489643670903128,9.968265434840356,17874853.831979077,29.304013803356504,0.0,5.824404497999927,5.907179729351506,9.967957041894415,0.0,32.37586919526338,5.41499046939678,0.0,0.0,0.0,30.891648704283185,37.24411938265807,6.196843571613076,0.0,53.320327562506606,1.4468976685393549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.715608995986225,0.0779416160870123,-0.6730942920125271,0.556113512985353,14.5,0.0,0.2514273409742641,-0.3689850884049807,16.157832767690802,10.009499538359636,15402793.80342912,12.586597235060536,0.0,5.907179729351506,5.907179729351506,0.0,0.0,37.42986339003086,5.917906046161393,0.0,0.0,0.0,11.984273114623004,37.30592860704429,5.687386274683562,12.13273413692322,45.11574381671592,3.827273812370609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
