MaxAbsEStateIndex,Ipc,Kappa1,LabuteASA,PEOE_VSA10,PEOE_VSA11,PEOE_VSA13,PEOE_VSA3,PEOE_VSA4,PEOE_VSA6,PEOE_VSA8,SMR_VSA1,SMR_VSA10,SMR_VSA4,SMR_VSA7,SMR_VSA9,SlogP_VSA10,SlogP_VSA12,SlogP_VSA2,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,TPSA,EState_VSA1,EState_VSA10,EState_VSA2,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,VSA_EState1,VSA_EState2,VSA_EState3,VSA_EState5,VSA_EState6,HeavyAtomCount,NumHeteroatoms,MolMR,fr_halogen
13.49547148693594,2863224052.05028,44.74,285.8834855778085,18.12552248744388,0.0,0.0,0.0,0.0,69.23737199690622,6.4208216229260096,44.086805288953045,35.50520393470938,29.589530230806965,0.0,0.0,0.0,0.0,93.24192304046792,29.589530230806965,108.26521731122688,0.0,223.26,84.8568043724463,38.98027789411234,41.91753158308448,0.0,6.923737199690624,27.694948798762496,41.54242319814374,26.58394302003165,0.0,75.94592886569134,43.86397564547298,-4.2490851262082,-4.614630225958684,48,14,182.2518999999996,0
14.347666934959612,6959333174896732.0,60.20655476970743,439.3364821644288,42.85792693940068,0.0,0.0,9.589074368143644,0.0,118.69045482568669,33.48174361711897,57.73108795908719,53.4128034643508,17.56947956948497,107.68586050201516,0.0,4.794537184071822,0.0,149.36581015607146,11.835812092322788,89.83397021110017,90.99550602692418,276.18,114.14838332522224,48.2573620514871,44.62889612530436,16.026812714244468,37.92869816802349,68.44477801553573,50.2456768101509,21.267154416025324,10.325280420950158,126.08371666669744,22.576865006861727,-5.850673087576664,18.98319112427541,75,20,278.5209999999996,0
14.275930495962932,758901253510607.1,59.73747525586593,423.3742143015546,41.85209578587145,0.0,0.0,9.589074368143644,0.0,88.35861948337859,33.48174361711897,57.73108795908719,53.4128034643508,17.56947956948497,71.7905736680101,0.0,4.794537184071822,0.0,154.96686096705514,11.835812092322788,105.04173031847505,60.6636706846161,276.18,119.74943413620592,48.2573620514871,38.02201416079144,10.463361222547473,37.92869816802349,64.95052134076116,44.179309741689295,21.267154416025324,10.330192957303026,125.56011719662696,22.50830510425682,-5.803577683126607,10.095593564702408,72,20,268.1279999999995,0
14.35076784198909,9898020982634190.0,61.00042969264575,444.13071591662487,48.60743877268458,0.0,0.0,9.589074368143644,0.0,100.49135362030184,33.48174361711897,62.837615353927895,53.4128034643508,17.56947956948497,101.61949343355356,5.749511833283905,4.794537184071822,0.0,154.47233755091216,11.835812092322788,89.83397021110017,84.92913895846256,296.41,114.14838332522224,53.3638894463278,56.92316436450084,10.463361222547473,50.06143230494671,80.57751215245895,19.913841467842857,21.267154416025324,10.307737872141423,126.04083529060888,32.418510437971854,-6.08647236690843,15.726523949434974,76,21,280.1857999999997,0
12.48280523011674,1771941.4870601618,16.846280991735537,156.19191695285863,5.749511833283905,0.0,5.907179729351506,4.9839785209472085,0.0,42.46456947923127,10.772448428929591,9.901064578912528,33.40041586819718,0.0,77.35402515970709,5.749511833283905,5.687386274683562,0.0,15.99768564513942,13.847474399381248,21.48489165916281,60.6636706846161,74.25,5.907179729351506,9.901064578912528,11.3129633249809,38.620139122239664,6.06636706846161,18.19910120538483,43.32193961046029,17.775319993911392,0.0,17.288198272753647,11.72350496825605,-0.4734345681441634,18.282508359812653,27,5,107.91870000000004,0
12.959429621838533,346262152.18753374,30.60919586974597,233.06434961757975,6.041840829147961,0.0,0.0,0.0,0.0,101.2577952390946,12.965578028838586,19.49013894705617,28.493987616984107,5.917906046161393,48.02802097092827,0.0,0.0,0.0,47.56047103485202,5.917906046161393,90.03996374326438,42.46456947923127,107.53,24.09482777539573,19.49013894705617,24.15308712779041,54.86082965818265,19.26246486877803,0.0,50.2456768101509,22.016732880480603,0.0,38.6143768551292,22.14216080283781,-0.7998849112943007,12.856951137527853,39,7,156.1548999999998,0
13.866605966366029,492752698947.6787,48.86753424862597,339.10424510374907,35.36101498051936,0.0,0.0,13.575367279421462,11.761884949391115,64.95052134076117,18.52902952053558,47.33376931814955,41.48384393773555,17.75371813848418,71.29228121317867,0.0,13.575367279421462,11.761884949391115,89.3163716532801,29.388159820575964,79.358443826771,48.53093654769288,184.19,77.23950750256995,37.86004341054945,55.90660689416171,23.762552697081823,11.761884949391115,55.38989759752498,36.58760452581945,26.58394302003165,38.78324556519215,66.44364856769543,25.148718925133352,-4.82368220509323,8.023548385553077,57,16,215.7152999999994,2
14.076032561257476,6342585535995.712,42.21241319444445,354.08770581608746,11.49902366656781,11.49902366656781,17.721539188054518,0.0,0.0,71.73281632815792,40.5730769839788,38.495264992528135,62.7605425958204,0.0,151.52985083410906,22.99804733313562,0.0,39.13182367841438,84.53473729113675,0.0,48.62169063362645,113.66732674814143,134.71,35.774526134302285,24.28467613112799,49.16626693868073,16.02681271424447,25.185871881867158,54.59730361615449,48.53093654769288,21.24673250195568,17.323048324362816,56.78240067483687,15.905291359394113,0.0284172026443862,30.32829611993364,58,14,224.34099999999944,3
12.830072149913004,684822896.0301373,30.986160072044957,246.2449131295619,5.601050810983688,0.0,0.0,4.9839785209472085,0.0,57.18872008658607,37.18853554422263,14.637927532712578,5.907179729351506,5.41499046939678,84.09239646157387,5.879988336435371,0.0,0.0,40.28930007893194,5.41499046939678,94.01260975548988,61.83859049478588,83.47999999999999,12.145807216896262,9.901064578912528,22.965061838879933,62.49347596680208,11.126902983393991,0.0,24.41525085374245,68.82812844812797,6.449792972006072,17.581503713771934,18.296562024443745,0.6719492746326335,10.138079007623594,41,6,165.9991999999997,0
13.287250411088932,341573545.5832382,32.39526193424808,242.36355912035685,17.392403473415555,0.0,0.0,0.0,0.0,71.42887547355117,38.03936395528674,19.4324647167844,11.814359458703011,5.917906046161393,29.32600418877882,5.749511833283905,0.0,0.0,59.20192383001187,5.917906046161393,128.83728928610722,18.19910120538483,90.9,18.187648046044224,14.69560176298435,23.457251098834657,49.83789306253696,18.40509473754901,18.871318913218293,0.0,63.45136441185061,6.288348922475109,27.54571881227136,18.22053735481924,1.467587529508379,5.478951809777836,40,7,161.48519999999968,0
