MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Ipc,Kappa1,Kappa2,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA12,PEOE_VSA2,PEOE_VSA6,PEOE_VSA7,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA3,SMR_VSA4,SMR_VSA5,SlogP_VSA2,SlogP_VSA3,SlogP_VSA5,TPSA,EState_VSA1,EState_VSA10,EState_VSA2,EState_VSA5,EState_VSA6,VSA_EState2,VSA_EState3,HeavyAtomCount,NumRotatableBonds,Phi,MolMR
367.45300000000015,342.25300000000016,367.20082504,142.0,808.6624468765712,19.863596551749424,16.166209056935372,16.166209056935372,12.819011664852882,785302.9596687404,20.17532980507414,8.989215164074048,159.34458580965554,15.37044016181271,23.200047415608203,5.824404497999927,4.794537184071822,32.903945735995094,29.531997720943007,7.109797541277533,9.53140013787187,11.725042507186531,15.284745645900747,5.41499046939678,27.19203322199788,36.0744471243486,6.4208216229260096,42.517056264537615,99.93,0.0,4.794537184071822,17.146574696748214,6.196843571613076,7.109797541277533,20.63047471728208,15.045998175823405,27.0,7.0,6.717051134221021,103.72290000000004
367.4530000000002,342.25300000000016,367.20082504,142.0,791.4124468765712,19.86359655174942,16.166209056935372,16.166209056935372,12.81901166485288,794710.2585302015,20.17532980507414,8.989215164074048,159.34458580965554,15.37044016181271,23.200047415608203,5.824404497999927,4.794537184071822,32.903945735995094,29.531997720943007,7.109797541277533,9.53140013787187,11.725042507186531,15.284745645900747,5.41499046939678,27.19203322199788,36.0744471243486,6.4208216229260096,42.517056264537615,99.93,0.0,4.794537184071822,17.146574696748214,6.196843571613076,7.109797541277533,20.61060247200239,15.042844529029129,27.0,7.0,6.717051134221021,103.72290000000002
447.5430000000002,418.3110000000002,447.2382731680001,172.0,1063.966369836803,23.683587508058327,19.206900617877263,19.206900617877263,15.836649755057923,25032825.42808603,23.727246959092028,11.08840756962346,193.4054020186724,19.937539809604065,29.80692938012112,5.824404497999927,4.794537184071822,32.903945735995094,29.531997720943004,12.872076480677116,9.53140013787187,11.725042507186531,24.835823814639312,5.41499046939678,33.736789627910454,45.12260971632255,12.965578028838586,42.51705626453761,117.75,0.0,4.794537184071822,17.14657469674821,6.196843571613076,12.524163646377618,24.8948074171277,15.173528781898002,33.0,10.0,7.972648023864281,124.89290000000004
447.5430000000002,418.3110000000002,447.2382731680001,172.0,1046.716369836803,23.683587508058327,19.206900617877263,19.206900617877263,15.836649755057923,25406306.02449405,23.727246959092028,11.08840756962346,193.40540201867236,19.937539809604065,29.80692938012112,5.824404497999927,4.794537184071822,32.903945735995094,29.531997720943004,12.872076480677116,9.53140013787187,11.725042507186531,24.835823814639312,5.41499046939678,33.736789627910454,45.12260971632255,12.965578028838586,42.51705626453761,117.75,0.0,4.794537184071822,17.14657469674821,6.196843571613076,12.524163646377618,24.831306890289856,15.153813540393251,33.0,10.0,7.972648023864281,124.89290000000004
379.4640000000002,354.2640000000002,379.20082504,146.0,827.3570823519775,19.76937394568524,16.07198645087119,16.07198645087119,13.690203145651198,2663012.224421685,19.616882298052445,9.696216879859676,164.70369677052292,15.37044016181271,23.200047415608203,5.824404497999927,4.794537184071822,31.39519900570125,36.958650497398246,7.109797541277533,9.53140013787187,11.725042507186531,15.284745645900747,0.0,44.56677056670402,35.57153154758399,6.4208216229260096,53.84995278009579,99.93,0.0,4.794537184071822,17.773425056499395,12.617665194539086,7.109797541277533,20.88733570241687,15.360112680421537,28.0,7.0,6.793198045307021,106.27390000000004
349.4380000000003,326.2540000000001,349.19026035600007,134.0,754.3704742966937,18.192023676495616,14.741088429596957,14.741088429596957,12.75835149307306,1091722.758176752,17.869326570739403,8.951927233441259,153.2252094266194,10.633577208012662,17.450535582324296,5.824404497999927,4.794537184071822,49.59430021108608,24.825916360475023,0.0,4.794537184071822,11.725042507186531,15.284745645900747,0.0,44.56677056670402,28.461734006306457,6.4208216229260096,53.84995278009579,90.7,0.0,4.794537184071822,11.731584227351432,31.0227599320881,0.0,20.77662639979469,15.33240272527558,26.0,6.0,6.152496583532983,99.72190000000003
449.6030000000002,414.3230000000002,449.29030874000006,176.0,937.0133235647947,23.84672421487486,20.18792186340416,20.18792186340416,15.730496605175274,17874853.831979077,24.619060294485177,11.213854046292203,196.56958733900925,15.533486938863138,17.450535582324296,5.824404497999927,9.6944469149223,45.03667987291831,30.01038705839397,0.0,4.794537184071822,11.725042507186531,25.0845651076017,5.41499046939678,33.736789627910454,71.99116665109953,12.965578028838586,48.0805077562346,97.18,0.0,4.794537184071822,17.146574696748214,17.32374655500707,0.0,25.768477970133382,15.242608212558247,33.0,8.0,8.365895421188617,129.94490000000002
435.5760000000002,402.3120000000002,435.2746586760001,170.0,938.7340960785534,23.139617433688315,19.480815082217617,19.480815082217617,15.247333357580882,11225920.472064978,23.48242581635176,10.42149264209149,190.2046452246126,20.433396669713616,17.450535582324296,5.824404497999927,4.794537184071822,32.903945735995094,36.5796697036202,0.0,4.794537184071822,17.412428781870098,20.184655376751223,5.41499046939678,27.19203322199788,67.09125692024905,6.4208216229260096,42.517056264537615,97.18,0.0,4.794537184071822,17.146574696748214,17.447681337993636,0.0,25.718102171590715,15.264510476098454,32.0,7.0,7.647560245736534,126.88090000000004
450.5870000000002,416.31500000000017,450.274324328,176.0,937.0133235647947,23.84672421487486,20.01920004637115,20.01920004637115,15.730496605175274,17874853.831979077,24.462184727811728,11.103618284930093,195.9232988983127,20.270349892663187,29.304013803356504,5.824404497999927,4.794537184071822,32.903945735995094,49.42131294947221,0.0,9.53140013787187,11.725042507186531,20.184655376751223,5.41499046939678,46.1376428555982,60.1057104961722,6.4208216229260096,55.35869951038963,103.17,0.0,4.794537184071822,23.250541084496515,6.196843571613076,0.0,23.20948933029445,15.203359827297575,33.0,8.0,8.230871564638422,128.31790000000004
433.55600000000027,402.30800000000016,433.2477752320001,168.0,911.498758585044,22.924074484064484,18.727067150943185,18.727067150943185,15.473565548236332,15402793.80342912,23.296416612546896,11.306036834105097,189.35195776177144,20.85027554286947,12.586597235060536,5.907179729351506,9.589074368143644,38.112942673227685,47.73109892632783,6.069221312792274,9.589074368143644,17.501745733386574,15.950365812018994,5.917906046161393,26.31013685145522,50.57998231741384,4.794537184071822,30.626284698076077,97.26,6.041840829147961,9.589074368143644,24.27702191077698,5.687386274683562,12.13273413692322,27.386230335392145,17.382784494053503,32.0,8.0,8.230942010128533,126.29260000000006
