MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA12,PEOE_VSA2,PEOE_VSA6,PEOE_VSA7,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA7,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,TPSA,EState_VSA1,EState_VSA10,EState_VSA2,EState_VSA4,EState_VSA5,EState_VSA6,VSA_EState1,VSA_EState2,VSA_EState3,VSA_EState8,HeavyAtomCount,NOCount,NumRotatableBonds,Phi,MolMR
690.8859999999999,636.4540000000002,690.410483448,272,1534.9965412104616,36.53444046914421,30.45391843993331,30.45391843993331,23.76416700386901,17.724236095418696,17.724236095418696,66537612115.10731,38.353528908904046,17.467460040178178,10.05565019396188,294.9700327536742,30.571117017616725,23.88468735910006,17.721539188054518,28.872595651209583,51.9700701109812,76.2098391383784,7.109797541277533,28.709548874159157,40.43882357883859,30.734163794667158,17.75371813848418,90.890157429675,60.01298852931433,15.950365812018994,95.73404228177742,35.13037049708517,17.75371813848418,65.86542398185415,152.94,47.79608223399786,23.97268592035911,23.660897867835686,42.39753248145523,30.23776759262965,6.923737199690624,5.492559420862651,73.17175873056165,9.75111596382744,11.280941164883773,50,12,15,13.398774672321998,192.47279999999944
583.5140000000002,564.3620000000002,583.1112797879999,210,1502.5731953283612,29.294317972067564,20.291564198553104,21.10806077948083,18.71271185997443,11.580861684695758,13.127181162617322,528927790.9734529,28.808794263319857,10.76079500254215,6.0115546686811605,223.7459438042262,10.216698334856808,17.450535582324296,5.824404497999927,4.794537184071822,24.26546827384644,36.249741388469445,21.27232448889394,39.55482445444968,21.562295643604035,15.284745645900747,0.0,35.46359656922549,82.80599058409388,10.216698334856808,42.632384597382185,28.734606577217026,11.33111286753076,39.29356927178574,116.04999999999998,49.36935438954991,44.81671600918817,43.26080960819568,30.462311845459517,23.099010936235302,6.069221312792274,105.19764340059804,21.261182603564613,10.475003018805692,-0.4758121317697497,40,8,6,7.750138233449931,128.609
482.8750000000001,468.7630000000003,482.053957028,166,1248.557891155686,23.095647359318296,16.160006833504898,17.732432360451078,15.090703392046288,9.241736969253688,11.166020920184478,17057286.387034655,22.039299047751022,8.068127957350802,4.130682120539862,185.3536266524484,4.899909730850478,11.8870840906273,5.824404497999927,0.0,11.600939890232516,30.686289896772447,20.85544109392484,21.5890421273534,27.256055804485044,19.74844178534064,0.0,22.742541645869437,59.26648829212391,4.899909730850478,46.505689611476896,16.013551653860976,11.33111286753076,17.939154115774397,104.77,32.78182217669154,21.5890421273534,35.24631400184529,0.0,27.783668115711155,24.52642128014937,67.19611406430286,8.325385936413861,12.140990332830883,0.0464427997247267,32,8,4,5.556746400236717,108.12680000000002
578.0160000000001,554.8320000000002,577.116222936,204,1462.2233658068833,28.371668241257183,20.612985521724276,22.185411048670456,18.412070597092203,11.87361751534156,13.797901466272352,409750023.3129776,28.32140859905805,11.196541666180158,6.150801717799896,227.91754593672576,10.216698334856808,17.450535582324296,5.824404497999927,4.794537184071822,42.790145363769575,42.16764743463084,15.708872997196943,26.383579311425223,33.16323553383655,15.284745645900747,0.0,35.58418489172145,82.2651724061382,10.216698334856808,49.17714100329475,16.013551653860976,11.33111286753076,46.57176102594076,116.04999999999998,37.62960438040943,31.64547086616371,49.17871565435707,23.762552697081823,17.163120370925164,18.20195544971549,67.05451045382597,21.813866606528872,11.493622067241848,2.0544097376645736,39,8,7,8.130816190365808,138.19499999999988
540.9990000000001,516.8070000000004,540.1322073480001,192,1244.0922086131422,25.66456146007064,19.24794698224493,20.820372509191102,17.05702988723507,11.698279057834938,13.622563008765724,160222118.1326412,25.04732939019988,9.355231560457112,4.964427471934578,211.7518988235481,9.799819461700956,11.8870840906273,5.824404497999927,4.899909730850478,11.600939890232516,37.46156607416286,15.168054819241275,21.5890421273534,32.943442079168605,14.867866772744897,0.0,41.62602572086942,40.80643408043615,9.799819461700956,73.8459810516794,16.013551653860976,11.33111286753076,30.780797361626416,93.42999999999998,32.78182217669154,21.5890421273534,35.24631400184529,37.93277896679548,29.87714135795638,12.13273413692322,66.37269237215139,13.195361594967494,8.286178489717893,3.728733648335678,36,8,5,6.50898795601008,127.81280000000004
507.41600000000017,492.2960000000002,507.0799796600001,182,1179.8201393767536,25.311190308942123,16.982163121794596,17.798659702722325,15.736348663653578,9.509494479649838,11.055813957571402,21264307.859757084,25.21742201099869,9.087453887486664,5.381953068783915,188.68884959816216,10.216698334856808,23.995291988236872,5.824404497999927,4.794537184071822,12.13273413692322,18.55355575984923,15.708872997196943,39.55482445444968,21.562295643604035,15.284745645900747,0.0,28.918840163312908,47.41361932685343,10.216698334856808,55.35343952073822,16.013551653860976,11.33111286753076,28.16666628839175,116.04999999999998,68.28327169937496,39.55482445444968,18.78344080667361,24.395944776997904,4.899909730850478,11.386009916798605,103.45844242702375,19.9726127759159,9.339762226288668,-2.160737075402756,34,8,5,6.740063520183584,104.38300000000002
357.4830000000001,334.29900000000004,357.1623313560001,132,725.350373131396,17.863596551749424,14.604986483998054,15.42148306492578,12.02502379824839,8.649099610637858,9.59190865221992,675932.5850138718,17.617507804370447,7.358971317998816,3.740512245934071,151.40163378663522,5.316788604006331,12.238684400761036,0.0,4.794537184071822,24.97876554119751,43.04762237679295,23.36844162848569,4.794537184071822,17.243965607286242,20.31065844310742,11.835812092322788,51.6144425493812,34.28071566755197,5.316788604006331,20.9010495684526,12.08368165829592,23.166924959853542,55.58267756170255,83.60000000000001,5.538925252383345,4.794537184071822,12.45193613526408,37.29512053271389,16.018588813079923,6.196843571613076,1.5235934219366758,12.72244953073822,24.17889257859812,4.47480486034328,25,6,5,5.185869385079297,95.89420000000004
459.5020000000002,434.3020000000003,459.1794209,174,1074.6567104083626,23.752501608810668,18.34775986010568,18.34775986010568,16.58052003591841,10.919113006676676,10.919113006676676,51125581.94067139,22.84939278136289,11.000542577012665,6.128423443406577,196.8205406032378,25.42409171961909,18.398234626944785,12.135080900086376,9.589074368143644,78.86277189000094,23.25963712031721,0.0,23.857337459815565,17.907599529641427,15.950365812018994,0.0,31.33928641646972,102.12240901031818,20.687228765819043,36.21918235867222,27.35364090938262,0.0,11.126902983393991,105.76000000000002,30.312002629320716,14.383611552215466,18.934883316790437,11.126902983393991,0.0,12.13273413692322,11.02115891499258,37.64169505873531,7.939094125644554,0.0737797715421131,34,8,9,7.392815239713774,124.6281
371.5100000000002,346.3100000000002,371.17798142,138,755.3203283428924,18.7338400397525,15.475229972001133,16.291726552928857,12.435707400771348,9.103542747559343,10.04635178914141,1049143.3324959965,18.58691184424013,7.583404719912659,3.65473370946742,157.7665759010318,5.316788604006331,11.735768823996422,0.0,4.794537184071822,24.97876554119751,49.97135957648358,23.36844162848569,4.794537184071822,17.243965607286242,20.31065844310742,11.835812092322788,58.03526417230722,34.28071566755197,5.316788604006331,20.9010495684526,5.538925252383345,23.166924959853542,68.54825559054116,83.6,5.538925252383345,4.794537184071822,11.949020558499466,37.295120532713895,11.336785877934735,17.802383706448886,1.5652600886033428,12.786782092466616,24.59740427339949,6.104880568031723,26,6,5,5.421233654161966,100.60520000000004
482.8750000000001,468.7630000000003,482.053957028,166,1248.557891155686,23.095647359318296,16.160006833504898,17.732432360451078,15.090703392046288,9.224801415414678,11.149085366345467,17057286.387034655,22.039299047751022,8.068127957350802,4.130682120539862,185.38517308404369,9.467009378641832,11.8870840906273,5.824404497999927,0.0,11.600939890232516,24.61992282831084,21.49537489400582,21.5890421273534,27.256055804485044,19.51903521063298,0.0,22.742541645869437,59.52744129842684,4.899909730850478,46.27628303676924,16.013551653860976,11.33111286753076,17.939154115774397,104.77,32.78182217669154,21.5890421273534,35.24631400184529,0.0,23.10186518056597,29.354473934243657,67.34317617850039,12.264574788078136,8.091335404039002,0.0505240159271551,32,8,4,5.556746400236717,108.12680000000002
