MaxAbsEStateIndex,MinAbsEStateIndex,qed,SPS,NumRadicalElectrons,MinPartialCharge,BCUT2D_MWHI,Ipc,PEOE_VSA11,PEOE_VSA13,PEOE_VSA5,SMR_VSA8,SlogP_VSA9,EState_VSA11,EState_VSA5,EState_VSA6,VSA_EState4,NumSpiroAtoms,NumUnspecifiedAtomStereoCenters,fr_Al_COO,fr_Al_OH,fr_ArN,fr_Ar_COO,fr_Ar_NH,fr_Imine,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_SH,fr_allylic_oxid,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzodiazepine,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_furan,fr_guanido,fr_hdrzine,fr_isocyan,fr_lactam,fr_lactone,fr_morpholine,fr_nitro,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phos_acid,fr_phos_ester,fr_prisulfonamd,fr_quatN,fr_sulfide,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_urea
12.564245244394051,0.0021149787454317,0.7804557085574012,10.77777777777778,0.0,-0.4967579529127925,16.465307500673738,785302.9596687404,0.0,5.907179729351506,0.0,0.0,0.0,0.0,6.196843571613076,7.109797541277533,1.3874236427561228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.546264574904546,0.0001301920628427,0.7804557085574012,10.77777777777778,0.0,-0.4967682187769527,16.4652841357745,794710.2585302015,0.0,5.907179729351506,0.0,0.0,0.0,0.0,6.196843571613076,7.109797541277533,1.4223146167325256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.754511977050896,0.0165111177497807,0.49032265954279,10.969696969696969,0.0,-0.4917268687663795,16.47751737351255,25032825.42808603,0.0,5.907179729351506,0.0,0.0,0.0,0.0,6.196843571613076,12.524163646377618,1.3514760350564765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.709197457733785,0.0130345254358255,0.49032265954279,10.969696969696969,0.0,-0.4917371355701513,16.47749410970943,25406306.02449405,0.0,5.907179729351506,0.0,0.0,0.0,0.0,6.196843571613076,12.524163646377618,1.389103564390722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.68141896573444,0.0613333555897241,0.7668089354822241,14.142857142857142,0.0,-0.4967579529127925,16.46530905139103,2663012.224421685,0.0,5.907179729351506,0.0,0.0,0.0,0.0,12.617665194539086,7.109797541277533,1.4504613234054968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.5830007558579,0.0732824027223379,0.836235443164671,14.423076923076923,0.0,-0.3665363551790352,16.149273384026205,1091722.758176752,0.0,5.907179729351506,0.0,0.0,0.0,0.0,31.0227599320881,0.0,1.5620996978910937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.755474647493738,0.0019982836218972,0.6390902564295944,15.12121212121212,0.0,-0.3687410442974752,16.149285738960756,17874853.831979077,0.0,5.907179729351506,0.0,0.0,0.0,0.0,17.32374655500707,0.0,2.846438827518714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.797980874860452,0.0002892056720555,0.6896725358030258,14.65625,0.0,-0.3689586469646838,16.14928530959146,11225920.472064978,0.0,5.907179729351506,0.0,0.0,0.0,0.0,17.447681337993636,0.0,2.763631909530946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.740984289367017,0.0052428350477926,0.6362146972278885,15.0,0.0,-0.4903411177078633,16.489643670903128,17874853.831979077,0.0,5.907179729351506,0.0,0.0,0.0,0.0,6.196843571613076,0.0,1.4468976685393549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.715608995986225,0.0779416160870123,0.556113512985353,14.5,0.0,-0.3689850884049807,16.157832767690802,15402793.80342912,0.0,5.907179729351506,0.0,0.0,0.0,0.0,5.687386274683562,12.13273413692322,3.827273812370609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
