Target Name	IC50 (nM)	Target Source Organism According to Curator or DataSource	Ligand SMILES
Cathepsin B	 2511.89	Homo sapiens	CC1(C)COCc2sc(nc12)N1CCN(CC1)C(=O)[C@@H]1CCCC[C@H]1C(=O)NC1(CC1)C#N
Cathepsin B	 2511.89	Homo sapiens	Cc1nc(sc1C)N1CCN(CC1)C(=O)[C@@H]1CCCC[C@H]1C(=O)NC1(CC1)C#N
Cathepsin B	 2512	Homo sapiens	CC(C)(NCCCc1cc(nc(n1)C#N)-c1cccc(c1)C(F)(F)F)C(N)=O
Cathepsin B	 2512	Homo sapiens	Cc1ccc(cc1)C(=O)N[C@@H](Cc1cccc(Cl)c1)C(=O)NCC#N
Cathepsin B	 2599	Homo sapiens	CC(C)C[C@@H](C(=O)NCC#N)c1cccc(c1)-c1ccc(cc1)N1CCN(C)CC1
Cathepsin B	 2600	Homo sapiens	CC(C)C[C@H](NC(=O)OCC(C)(C)Sc1ccccc1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C#N
Cathepsin B	 2645	Homo sapiens	NCCCCC(NC(=O)C1CCCC1)C(=O)COc1cc(F)cc(F)c1F
Cathepsin B	 2751	Homo sapiens	O=C(NC1(CC1)C#N)[C@H](Cc1cccnc1)NC(=O)c1ccc(cc1)-c1ccccc1
Cathepsin B	 2777	Homo sapiens	Fc1ccc(CS(=O)(=O)C[C@H](N[C@@H](c2ccccc2)C(F)(F)F)C(=O)NC2(CC2)C#N)cc1
Cathepsin B	 2819	Homo sapiens	Cc1csc(c1)C(=O)Oc1cc(N)n(n1)S(=O)(=O)c1ccccc1
Cathepsin B	 2847	Homo sapiens	CC(C)[C@H](NC(=O)[C@H](C)NC(=O)[C@@H](N1Cc2ccccc2C1=O)C(C)(C)C)C(=O)C(=O)NCc1ccc(CN(C)C)cc1
Cathepsin B	 2854	Homo sapiens	COc1cccc2[nH]c(cc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]1CCCNC1=O)C(=O)COC(=O)C1(CCCCC1)C(F)(F)F
Cathepsin B	>2900	Homo sapiens	O=C(NC1(CC1)C#N)[C@@H]1CCCC[C@H]1C(=O)N1CCc2[nH]c3ncccc3c2C1
Cathepsin B	>2900	Homo sapiens	CS(=O)(=O)c1cccc2c3CN(CCc3[nH]c12)C(=O)[C@@H]1CCCC[C@H]1C(=O)NC1(CC1)C#N
Cathepsin B	>2900	Homo sapiens	CCOc1cccc2c3CN(CCc3[nH]c12)C(=O)[C@@H]1CCCC[C@H]1C(=O)NC1(CC1)C#N
Cathepsin B	>2900	Homo sapiens	FC(F)(F)Oc1cccc2c3CN(CCc3[nH]c12)C(=O)[C@@H]1CCCC[C@H]1C(=O)NC1(CC1)C#N
Cathepsin B	>2900	Homo sapiens	CSc1cccc2c3CN(CCc3[nH]c12)C(=O)[C@@H]1CCCC[C@H]1C(=O)NC1(CC1)C#N
Cathepsin B	>2900	Homo sapiens	COc1cccc2c3CN(CCc3[nH]c12)C(=O)[C@@H]1CCCC[C@H]1C(=O)NC1(CC1)C#N
Cathepsin B	>2900	Homo sapiens	FC(F)(F)c1cccc2c3CN(CCc3[nH]c12)C(=O)[C@@H]1CCCC[C@H]1C(=O)NC1(CC1)C#N
Cathepsin B	>2900	Homo sapiens	O=C(NC1(CC1)C#N)[C@@H]1CCCC[C@H]1C(=O)N1CCc2[nH]c3c(cccc3c2C1)C#N
Cathepsin B	>2900	Homo sapiens	Brc1cccc2c3CN(CCc3[nH]c12)C(=O)[C@@H]1CCCC[C@H]1C(=O)NC1(CC1)C#N
Cathepsin B	>2900	Homo sapiens	Cc1cccc2c3CN(CCc3[nH]c12)C(=O)[C@@H]1CCCC[C@H]1C(=O)NC1(CC1)C#N
Cathepsin B	>2900	Homo sapiens	Clc1cccc2c3CN(CCc3[nH]c12)C(=O)[C@@H]1CCCC[C@H]1C(=O)NC1(CC1)C#N
Cathepsin B	>2900	Homo sapiens	CS(=O)(=O)c1ccc2c3CN(CCc3[nH]c2c1)C(=O)[C@@H]1CCCC[C@H]1C(=O)NC1(CC1)C#N
Cathepsin B	>2900	Homo sapiens	CS(=O)(=O)c1ccc2[nH]c3CCN(Cc3c2c1)C(=O)[C@@H]1CCCC[C@H]1C(=O)NC1(CC1)C#N
Cathepsin B	>2900	Homo sapiens	CC(C)c1ccc2[nH]c3CCN(Cc3c2c1)C(=O)[C@@H]1CCCC[C@H]1C(=O)NC1(CC1)C#N
Cathepsin B	>2900	Homo sapiens	FC(F)(F)c1ccc2[nH]c3CCN(Cc3c2c1)C(=O)[C@@H]1CCCC[C@H]1C(=O)NC1(CC1)C#N
Cathepsin B	>2900	Homo sapiens	COc1ccc2[nH]c3CCN(Cc3c2c1)C(=O)[C@@H]1CCCC[C@H]1C(=O)NC1(CC1)C#N
Cathepsin B	>2900	Homo sapiens	Clc1ccc2[nH]c3CCN(Cc3c2c1)C(=O)[C@@H]1CCCC[C@H]1C(=O)NC1(CC1)C#N
Cathepsin B	>2900	Homo sapiens	Cn1c2CCN(Cc2c2c(F)c(F)ccc12)C(=O)[C@@H]1CCCC[C@H]1C(=O)NC1(CC1)C#N
Cathepsin B	>2900	Homo sapiens	Fc1cccc2[nH]c3CCN(Cc3c12)C(=O)[C@@H]1CCCC[C@H]1C(=O)NC1(CC1)C#N
Cathepsin B	>2900	Homo sapiens	Fc1ccc2c3CN(CCc3[nH]c2c1)C(=O)[C@@H]1CCCC[C@H]1C(=O)NC1(CC1)C#N
Cathepsin B	>2900	Homo sapiens	Fc1cccc2c3CN(CCc3[nH]c12)C(=O)[C@@H]1CCCC[C@H]1C(=O)NC1(CC1)C#N
Cathepsin B	>2900	Homo sapiens	O=C(NC1(CC1)C#N)[C@@H]1CCCC[C@H]1C(=O)N1CCc2[nH]c3ccccc3c2C1
Cathepsin B	 2918	Homo sapiens	CC[C@H](NC(=O)[C@@H]1C[C@H](CN1c1cc(C)nn1C1CCC1)S(=O)(=O)c1ccc(F)cc1C(F)(F)F)C(=O)C(=O)NC1CC1
Cathepsin B	 2940	Homo sapiens	C[C@@H]1CN(CCN1C(=O)[C@@H]1CCCC[C@H]1C(=O)NC1(CC1)C#N)c1ccc2c(C)nnc(C)c2c1
Cathepsin B	 2940	Homo sapiens	NCC(=O)N[C@@H](Cc1ccc(I)cc1)C(=O)[CH-][N+]#N
Cathepsin B	 2971	Homo sapiens	FC(F)(F)[C@@H](N[C@@H](CS(=O)(=O)c1nc2ccccc2s1)C(=O)NC1(CC1)C#N)c1ccccc1
Cathepsin B	 2993	Homo sapiens	CC(C)C[C@H](N[C@@H](c1ccc(Br)cc1)C(F)(F)F)C(=O)NCC#N
Cathepsin B	 3000	Homo sapiens	COc1cc(ccc1Nc1ccc(N2CCCCC2)c(Oc2ccc(C)c(NC(=O)C=C)c2)n1)N1CCN(C)CC1
Cathepsin B	 3000	Homo sapiens	COc1cc(ccc1Nc1ccc(N2CCOCC2)c(Oc2ccc(C)c(NC(=O)C=C)c2)n1)N1CCN(C)CC1
Cathepsin B	 3000	Homo sapiens	COc1cc(ccc1Nc1ccc(N2CCCC2)c(Oc2ccc(C)c(NC(=O)C=C)c2)n1)N1CCN(C)CC1
Cathepsin B	>3000	Homo sapiens	[NH3+][C@@H](Cc1ccccc1F)C(=O)N[C@]1(C[C@H]1c1ccccc1)C#N
Cathepsin B	 3000	Homo sapiens	NC(=S)NN=C(CCc1ccccc1)c1cc(cc(c1)C(F)(F)F)C(F)(F)F
Cathepsin B	 3000	Homo sapiens	CS(=O)(=O)N1CCC[C@@H]1C(=O)N[C@@H](Cc1ccccc1)C=O
Cathepsin B	 3000	Homo sapiens	CCCCC(=O)N[C@@H](Cc1cccc(C)c1)C(=O)NCC#N
Cathepsin B	 3049	Homo sapiens	CC(C)[C@H](NC(=O)[C@H](C)NC(=O)[C@@H](N1Cc2ccccc2C1=O)C(C)(C)C)C(=O)C(=O)NCc1ccc(cc1)S(N)(=O)=O
Cathepsin B	 3060	Homo sapiens	COc1ccc(cc1OC)N1CCN(CC1)C(=O)[C@@H]1CCCC[C@H]1C(=O)NC1(CC1)C#N
Cathepsin B	 3100	Homo sapiens	CC(C)C[C@H](NC(=O)[C@@H]1Cc2ccc(Oc3cc(C[C@H](NC(=O)OCc4ccccc4)C(=O)N[C@@H](CC(C)C)C(=O)N1)ccc3[N+]([O-])=O)cc2)C=O
Cathepsin B	 3162.28	Homo sapiens	CC(C)(C)c1csc(n1)N1CCN(CC1)C(=O)[C@@H]1CCCC[C@H]1C(=O)NC1(CC1)C#N
Cathepsin B	 3162.28	Homo sapiens	CCc1csc(n1)N1CCN(CC1)C(=O)[C@@H]1CCCC[C@H]1C(=O)NC1(CC1)C#N
Cathepsin B	 3162.28	Homo sapiens	O=C(NC1(CC1)C#N)[C@@H]1CCCC[C@H]1C(=O)N1CCN(CC1)c1nc2cnccc2s1
Cathepsin B	 3162.28	Homo sapiens	O=C(NC1(CC1)C#N)[C@@H]1CCCC[C@H]1C(=O)N1CCN(CC1)c1nc2CCOCc2s1
Cathepsin B	 3170.87	Homo sapiens	Nc1nc(cc2c(C#N)c(nc(N)c12)N1CCCC1)N1CCCC1
Cathepsin B	 3181	Homo sapiens	CC[C@H](NC(=O)[C@@H]1C[C@H](CN1c1ccccc1[N+]([O-])=O)S(=O)(=O)c1ccccc1C(F)(F)F)C(=O)C(=O)NC1CC1
Cathepsin B	 3200	Homo sapiens	CCC(C)[C@H](NS(=O)(=O)c1cccc2ccccc12)C(=O)NCC=O
Cathepsin B	 3234	Homo sapiens	COc1ccc(cc1)S(=O)(=O)n1nc(OC(=O)c2cccs2)cc1NC(=O)c1cccs1
Cathepsin B	 3236	Homo sapiens	CCC(NC(=O)c1ccc(OCc2ccccn2)c(c1Cl)C(F)(F)F)C(=O)C(=O)Nc1ccn(C)n1
Cathepsin B	>3300	Homo sapiens	CC(C)(C)NC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)NC(CC1CCC1)C(=O)C(N)=O)C2(C)C)C(C)(C)C
Cathepsin B	 3300	Homo sapiens	Cc1ccc(cc1)C(=NNC(N)=S)c1cc(cc(c1)C(F)(F)F)C(F)(F)F
Cathepsin B	 3329	Homo sapiens	CC(C)C[C@@H](C(=O)NCC#N)c1cccc(c1)-c1ccc(cc1)-c1ccncc1
Cathepsin B	 3343	Homo sapiens	CC(C)C[C@@H](C(=O)NCC#N)c1cccc(c1)-c1ccc(cc1)N1CCN(CCO)CC1
Cathepsin B	 3353	Homo sapiens	CC(C)C[C@H](NC(c1ccc(Br)cc1)C(F)(F)F)C(=O)NCC#N
Cathepsin B	 3366	Homo sapiens	CC(C)CC(NC(=O)c1cccc(c1)-c1ccc(cc1)S(C)(=O)=O)C(=O)N(C)N(C)C#N
Cathepsin B	 3400	Homo sapiens	CCCC[C@H](NC(=O)OC1(Cc2ccccc2)CCC1)C=O
Cathepsin B	 3404	Homo sapiens	CC(C)[C@H](NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)c1ccnc2ccccc12)C(C)(C)C)C(=O)C(=O)NCc1ccccc1
Cathepsin B	 3430	Homo sapiens	C[C@H]1CN(CCN1C(=O)[C@@H]1CCCC[C@H]1C(=O)NC1(CC1)C#N)c1ccc(cc1)S(C)(=O)=O
Cathepsin B	 3433	Homo sapiens	CN1CCN(CC1)c1ccc(cc1)-c1cccc(c1)C(CC1CC1)C(=O)NCC#N
Cathepsin B	 3453	Homo sapiens	CC(C)C[C@H](N[C@@H](c1ccc(cc1)-c1ccc(cc1)S(C)(=O)=O)C(F)(F)F)C(=O)NC(C#N)c1ccccc1
Cathepsin B	 3453	Homo sapiens	FC(F)(F)[C@@H](N[C@@H](CS(=O)(=O)c1ccc(Br)cc1)C(=O)NC1(CC1)C#N)c1ccccc1
Cathepsin B	 3500	Homo sapiens	COc1ccc(Nc2nc(NC3CCNCC3)nc(n2)C#N)cc1
Cathepsin B	 3510	Homo sapiens	CC1(C)CN(CCN1C(=O)[C@@H]1CCCC[C@H]1C(=O)NC1(CC1)C#N)c1ccc(cc1)S(C)(=O)=O
Cathepsin B	 3520	Homo sapiens	Fc1ccc2[nH]c3CCN(Cc3c2c1)C(=O)[C@@H]1CCCC[C@H]1C(=O)NC1(CC1)C#N
Cathepsin B	 3571	Homo sapiens	CNC(=O)c1ccc(CNC(=O)C(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H](N2Cc3ccccc3C2=O)C(C)(C)C)C(C)C)cc1
Cathepsin B	 3600	Homo sapiens	CCCC[C@H](NC(=O)OCC1(Cc2ccccc2)CCC1)C(=O)C(=O)N[C@H](C)c1ccccc1
Cathepsin B	 3600	Homo sapiens	Cc1ccc(cc1)S(=O)(=O)N1CCC[C@@H]1C(=O)N[C@@H](Cc1ccccc1)C=O
Cathepsin B	 3612	Homo sapiens	FC(F)(F)[C@@H](N[C@@H](CS(=O)(=O)c1nccs1)C(=O)NC1(CC1)C#N)c1ccccc1
Cathepsin B	 3810	Homo sapiens	COc1cc(\C=C\C=C\C(=O)c2ccc(O)cc2)ccc1O
Cathepsin B	 3843	Homo sapiens	CC(C)CC(C(=O)NCC#N)c1cccc(c1)-c1ccc(cc1)N1CCN(C)CC1
Cathepsin B	 3854	Homo sapiens	CS(=O)(=O)C[C@H](N[C@@H](c1cccc(F)c1)C(F)(F)F)C(=O)NC1(CC1)C#N
Cathepsin B	 3890	Homo sapiens	CC(=O)c1c(Nc2ccc(Cl)cc2Cl)nc2c(Cl)ccc(Cl)c2c1O
Cathepsin B	 3900	Homo sapiens	O=C[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1ccccc1)NS(=O)(=O)c1cccc2ccccc12
Cathepsin B	 3900	Homo sapiens	OCCCn1cnc2c(NCc3cccc(c3)-c3cccnc3)nc(nc12)C#N
Cathepsin B	 3950	Homo sapiens	CC(C)C[C@@H](C(=O)NCC#N)c1cccc(c1)-c1ccc(cc1)N1CCNCC1
Cathepsin B	 3981	Homo sapiens	Cc1cccc(C[C@H](NC(=O)c2cc(nn2C)C(C)(C)C)C(=O)NCC#N)c1
Cathepsin B	 3981	Homo sapiens	Clc1cccc(C[C@H](NC(=O)c2cccc(Cl)c2)C(=O)NCC#N)c1
Cathepsin B	 3981.07	Homo sapiens	O=S(=O)(N[C@H]1CCN(C1)C#N)c1ccccc1
Cathepsin B	 3981.07	Homo sapiens	O=C(NC1(CC1)C#N)[C@@H]1CCCC[C@H]1C(=O)N1CCN(CC1)c1nc2ncccc2s1
Cathepsin B	 3981.07	Homo sapiens	O=C(NC1(CC1)C#N)[C@@H]1CCCC[C@H]1C(=O)N1CCN(CC1)c1nc2ccncc2s1
Cathepsin B	 3981.07	Homo sapiens	O=C(NC1(CC1)C#N)[C@@H]1CCCC[C@H]1C(=O)N1CCN(CC1)c1ncc(s1)C#N
Cathepsin B	 3981.07	Homo sapiens	O=C(NC1(CC1)C#N)[C@@H]1CCCC[C@H]1C(=O)N1CCN(CC1)c1nc(cs1)-c1ccccc1
Cathepsin B	 3981.07	Homo sapiens	Fc1ccc(cc1)C(=O)N[C@@H]1CCN(C1)C#N
Cathepsin B	 3981.07	Homo sapiens	Cn1nc(cc1C(=O)NC(Cc1cccc(c1)-c1nnc(CN)o1)C(=O)NCC#N)C(C)(C)C
Cathepsin B	 4000	Homo sapiens	OCCCn1cnc2c(NCc3cccc(c3)-c3ccsc3)nc(nc12)C#N
Cathepsin B	 4041	Homo sapiens	Fc1ccc(cc1)[C@H](N[C@@H](CS(=O)(=O)Cc1ccccc1-c1ccccc1)C(=O)NC1(CC1)C#N)C(F)(F)F
Cathepsin B	 4073	Homo sapiens	CC(C)C[C@H](N[C@@H](c1ccc(cc1)-c1nc(C)no1)C(F)(F)F)C(=O)NCC#N
Cathepsin B	 4080	Homo sapiens	COc1ccc(CC(NC(=O)c2ccc(cc2)-c2ccccc2)C(=O)NC2(CC2)C#N)cn1
Cathepsin B	 4169.7	Homo sapiens	CC1=C(C)CS(=O)N(C1)S(=O)(=O)c1ccc(Cl)cc1
Cathepsin B	 4200	Homo sapiens	O=C(NC1(CCCCC1)C(=O)NCC#N)c1ccc(cc1)-c1csc(n1)N1CCOCC1
Cathepsin B	 4200	Homo sapiens	O=C(NC1CCN(C1)C#N)c1ccccc1
Cathepsin B	 4200	Homo sapiens	FC(F)(F)c1cccc(c1)-c1cc(CCCN2CCCCC2)nc(n1)C#N
Cathepsin B	 4300	Homo sapiens	Fc1ccc(Nc2nc(NC3CCNCC3)nc(n2)C#N)cc1
Cathepsin B	 4300	Homo sapiens	CC(C)C[C@@H](O)C(=O)N1CC2(CC2)C[C@H]1C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)COC(F)(F)F
Cathepsin B	 4500	Homo sapiens	Cc1ccc(cc1)C(=NNC(N)=S)c1cccc(F)c1
Cathepsin B	 4500	Homo sapiens	CC(C)C[C@H](NC(=O)[C@H](CCS(=O)(=O)c1ccc2ccccc2c1)CC(C)C)C=O
Cathepsin B	 4699	Homo sapiens	CC(C)C[C@H](N[C@@H](c1ccc(cc1)-c1cccc2[nH]cnc12)C(F)(F)F)C(=O)NCC#N
Cathepsin B	 4700	Homo sapiens	OCCCn1cnc2c(NCc3cccc(c3)-c3ccco3)nc(nc12)C#N
Cathepsin B	 4750	Homo sapiens	CCCN1CCN(CC1)c1ccc(cc1)C(=O)NC1(CCCCC1)C(=O)NCC#N
Cathepsin B	 4807	Homo sapiens	CC(C)C[C@H](N[C@@H](c1ccc(cc1)-c1ccc(cc1)S(C)(=O)=O)C(F)(F)F)C(=O)NCC#N
Cathepsin B	 4813	Homo sapiens	Fc1ccc(cc1)[C@H](N[C@@H](CS(=O)(=O)c1ccc(Cl)c(Cl)c1)C(=O)NC1(CC1)C#N)C(F)(F)F
Cathepsin B	 4818	Homo sapiens	CC(C)C[C@H](N[C@@H](c1ccc(cc1)-c1nccs1)C(F)(F)F)C(=O)NCC#N
Cathepsin B	 4870	Homo sapiens	CN(CCc1cnc[nH]1)c1cnc2[nH]c(=O)[nH]c(=O)c2n1
Cathepsin B	 4900	Homo sapiens	NC(=S)NN=C(CCc1ccccc1)c1cc(Cl)cc(Cl)c1
Cathepsin B	>5000	Homo sapiens	O=C(NC1(CC1)C#N)[C@H](Cc1nc2ccccc2s1)NC(=O)c1ccc(cc1)-c1ccccc1
Cathepsin B	 5000	Homo sapiens	COc1ccc(Nc2nc(nc(n2)N2CCOCC2)C#N)cc1
Cathepsin B	>5000	Homo sapiens	CCCC[C@H](NC(=O)OC1C2CC3CC(C2)CC1C3)C(=O)C(=O)N[C@H](C)c1ccccc1
Cathepsin B	 5000	Homo sapiens	CCCC[C@H](NC(=O)OCC(C)(C)c1ccccc1)C(=O)C(=O)N[C@H](C)c1ccccc1
Cathepsin B	>5000	Homo sapiens	CCCC[C@H](NC(=O)OCC1(Cc2ccccc2)CCCC1)C(=O)C(=O)N[C@H](C)c1ccccc1
Cathepsin B	>5000	Homo sapiens	CCCC[C@H](NC(=O)OCC(C)(C)Cc1ccccc1)C(=O)C(=O)N[C@H](C)c1ccccc1
Cathepsin B	>5000	Homo sapiens	CN(C)S(=O)(=O)NCCCC[C@H](NC(=O)OCC1(Cc2ccc(F)cc2)CCC1)C(=O)C(=O)NCc1cccnc1
Cathepsin B	>5000	Homo sapiens	C[C@@H](NC(=O)C(=O)[C@H](CCCCNC(=O)N1CCOCC1)NC(=O)OCC1(Cc2ccc(F)cc2)CCC1)c1ccccc1
Cathepsin B	>5000	Homo sapiens	O=C(NC1(CC1)C#N)[C@H](Cc1ccncc1)NC(=O)c1ccc(cc1)-c1ccccc1
Cathepsin B	>5000	Homo sapiens	CN1CCN(CC1)C(=O)C[C@H](NC(=O)c1ccc(cc1)-c1ccccc1)C(=O)NC1(CC1)C#N
Cathepsin B	>5000	Homo sapiens	O=C(NC1(CC1)C#N)[C@H](Cc1ccccn1)NC(=O)c1ccc(cc1)-c1ccccc1
Cathepsin B	>5000	Homo sapiens	FC(F)(F)c1cccc(Nc2nc(Nc3cccc(c3)-c3ccsc3)ncc2Cl)c1
Cathepsin B	>5000	Homo sapiens	Nc1ccc(Nc2nc(Nc3ccc(cn3)-c3ccsc3)ncc2Cl)cc1
Cathepsin B	>5000	Homo sapiens	CC(=O)Nc1cccc(Nc2nc(Nc3ccc(cn3)-c3ccsc3)ncc2Cl)c1
Cathepsin B	>5000	Homo sapiens	Clc1ccc(CC(NC(=O)c2ccc(cc2)-c2ccccc2)C(=O)NC2(CC2)C#N)cn1
Cathepsin B	 5011.87	Homo sapiens	O=C(NCC#N)C(Cc1cccc(c1)-c1cc[nH]n1)NC(=O)c1ccccc1
Cathepsin B	 5011.87	Homo sapiens	Clc1cccc(C[C@H](NC(=O)c2ccccc2)C(=O)NCC#N)c1
Cathepsin B	5011.87	Homo sapiens	N#CN1CCC(CCc2ccccc2)C1
Cathepsin B	5011.87	Homo sapiens	FC(F)(F)c1nc(sc1Cl)N1CCN(CC1)C(=O)[C@@H]1CCCC[C@H]1C(=O)NC1(CC1)C#N
Cathepsin B	5011.87	Homo sapiens	Cc1sc(nc1C(F)(F)F)N1CCN(CC1)C(=O)[C@@H]1CCCC[C@H]1C(=O)NC1(CC1)C#N
Cathepsin B	5011.87	Homo sapiens	O=C(NC1(CC1)C#N)[C@@H]1CCCC[C@H]1C(=O)N1CCN(CC1)c1nc(cs1)C1CC1
Cathepsin B	5011.87	Homo sapiens	CC(C)(C#N)c1cnc(s1)N1CCN(CC1)C(=O)[C@@H]1CCCC[C@H]1C(=O)NC1(CC1)C#N
Cathepsin B	5012.0	Homo sapiens	Cc1ccc(C)c(c1)C(=O)N[C@@H](Cc1cccc(Cl)c1)C(=O)NCC#N
Cathepsin B	5012.0	Homo sapiens	CC(C)c1cc(C(=O)N[C@@H](Cc2cccc(Cl)c2)C(=O)NCC#N)n(C)n1
Cathepsin B	5012.0	Homo sapiens	Cc1cccc(c1)C(=O)N[C@@H](Cc1cccc(Cl)c1)C(=O)NCC#N
Cathepsin B	5200.0	Homo sapiens	CCCC[C@H](NC(=O)O[C@H](Cc1nnc(o1)-c1ccc(cc1)C(F)(F)F)C(C)(C)C)C(=O)C(=O)NN1CCOC1=O
Cathepsin B	5300.0	Homo sapiens	O=C(NCC#N)[C@@H]1CCCC[C@H]1CSc1ccccc1
Cathepsin B	5690.0	Homo sapiens	Cc1ccc(cc1)C(=NNC(N)=S)c1cccc(Br)c1
Cathepsin B	5754.0	Homo sapiens	CCC(NC(=O)c1cccc(c1Cl)C(F)(F)F)C(=O)C(=O)Nc1ccn[nH]1
Cathepsin B	5788.0	Homo sapiens	CC[C@H](C)CC(C(=O)NCC#N)c1cccc(c1)-c1ccc(cc1)N1CCN(C)CC1
Cathepsin B	5800.0	Homo sapiens	CC[C@H](C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C=CS(C)(=O)=O
Cathepsin B	5903.0	Homo sapiens	CC(C)C[C@H](N[C@@H](c1ccc(cc1)-c1ncccn1)C(F)(F)F)C(=O)NCC#N
Cathepsin B	5939.0	Homo sapiens	CC(C)C[C@H](N[C@@H](c1ccc(cc1)-c1ccc(F)cc1)C(F)(F)F)C(=O)NCC#N
Cathepsin B	6000.0	Homo sapiens	NC(=S)NN=C(CCc1ccccc1)c1cccc(Cl)c1
Cathepsin B	6010.0	Homo sapiens	O=C(N[C@@H](Cc1ccccc1)C(=O)N[C@H]1[C@@H]2N(CCS2(=O)=O)C1=O)OCc1ccccc1
Cathepsin B	6086.0	Homo sapiens	CC(C)C[C@H](N[C@@H](c1ccc(cc1)-c1ccccc1F)C(F)(F)F)C(=O)NCC#N
Cathepsin B	6100.0	Homo sapiens	CC(C)CNc1nc(nc(N2CCNCC2)c1N)C#N
Cathepsin B	6200.0	Homo sapiens	CCCC[C@H](NC(=O)OC(Cc1nnc(o1)-c1ccc(F)cc1)C(C)(C)C)C(=O)C(=O)N[C@H]1CCCNC1=O
Cathepsin B	6309.57	Homo sapiens	O=C(NCC#N)C(Cc1cccc(c1)-c1cccnn1)NC(=O)c1ccccc1
Cathepsin B	6309.57	Homo sapiens	FC(F)(F)c1csc(n1)N1CCN(CC1)C(=O)[C@@H]1CCCC[C@H]1C(=O)NC1(CC1)C#N
Cathepsin B	6309.57	Homo sapiens	Brc1cccc(c1)S(=O)(=O)N[C@@H]1CCN(C1)C#N
Cathepsin B	6309.57	Homo sapiens	Cn1nc(cc1C(=O)NC(Cc1cccc(c1)-c1nnc(CCN)o1)C(=O)NCC#N)C(C)(C)C
Cathepsin B	6309.57	Homo sapiens	O=C(NCC#N)C(Cc1cccc(c1)-c1ccccn1)NC(=O)c1ccccc1
Cathepsin B	6309.57	Homo sapiens	Cn1nc(cc1C(=O)N[C@@H](Cc1cccc(Cl)c1)C(=O)NCC#N)C(C)(C)C
Cathepsin B	6309.57	Homo sapiens	Cn1cc(cn1)-c1cccc(CC(NC(=O)c2ccccc2)C(=O)NCC#N)c1
Cathepsin B	6340.0	Homo sapiens	Oc1ccc(C(=O)\C=C\c2ccc(O)c3ccccc23)c(O)c1
Cathepsin B	6355.6	Homo sapiens	O=C(NCc1cccs1)C(OC(=O)c1cccs1)c1ccccn1
Cathepsin B	6369.0	Homo sapiens	CC(C)C[C@@H](C(=O)NCC#N)c1cccc(c1)-c1ccc(cc1)N1CCN(CC(C)(C)O)CC1
Cathepsin B	6457.0	Homo sapiens	CC(C)(C)NCCCc1cc(nc(n1)C#N)-c1cccc(c1)C(F)(F)F
Cathepsin B	6600.0	Homo sapiens	CN1C(N)=N[C@@]2([C@H]3OCCC[C@]3(C)Oc3ccc(cc23)-c2cccnc2F)C1=O
Cathepsin B	6629.0	Homo sapiens	FC(F)(F)[C@@H](N[C@@H](CS(=O)(=O)c1cccc(Br)c1)C(=O)NC1(CC1)C#N)c1ccccc1
Cathepsin B	6714.5	Homo sapiens	COC(=O)Sc1nc(N2CCOCC2)c2COC(C)(C)Cc2c1C#N
Cathepsin B	6860.0	Homo sapiens	CCCCC#Cc1cc(nc2ccc(OC)cc12)C(=O)OCC
Cathepsin B	6984.0	Homo sapiens	CC(C)C[C@H](N[C@@H](c1ccc(cc1)-c1cccc(c1)S(C)(=O)=O)C(F)(F)F)C(=O)NCC#N
Cathepsin B	 7113.8	Homo sapiens	CCSc1ccccc1C(=O)n1nnc2ccccc12
Cathepsin B	 7280	Homo sapiens	Fc1ccc(cc1)[C@H](N[C@@H](CS(=O)(=O)c1ccc(F)cc1)C(=O)NC1(CC1)C#N)C(F)(F)F
Cathepsin B	 7392	Homo sapiens	CC(C)C[C@H](N[C@@H](c1ccc(cc1)-c1ccc(cc1)C#N)C(F)(F)F)C(=O)NCC#N
Cathepsin B	 7630	Homo sapiens	CN1CCN(CC1)C(=O)[C@@H]1CCCC[C@H]1C(=O)NCC#N
Cathepsin B	 7740	Homo sapiens	CC(C)C[C@H](N[C@@H](c1ccc(cc1)-c1ccc(cc1)S(C)(=O)=O)C(F)(F)F)C(=O)NC1(CC1)C#N
Cathepsin B	 7943	Homo sapiens	Cc1cc(C)cc(c1)C(=O)N[C@@H](Cc1cccc(Cl)c1)C(=O)NCC#N
Cathepsin B	 7943	Homo sapiens	CCc1cc(C(=O)N[C@@H](Cc2cccc(Cl)c2)C(=O)NCC#N)n(C)n1
Cathepsin B	 7943.28	Homo sapiens	CS(=O)(=O)c1ccc2nc(sc2c1)N1CCN(CC1)C(=O)[C@@H]1CCCC[C@H]1C(=O)NC1(CC1)C#N
Cathepsin B	 7943.28	Homo sapiens	O=C(NCC#N)C(Cc1cccc(c1)-c1cccnc1)NC(=O)c1ccccc1
