Target Name	IC50 (nM)	Target Source Organism According to Curator or DataSource	Ligand SMILES	Potency
Cathepsin D	3480.0	Homo sapiens	COC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1ccccc1)N(C)C(=O)[C@@H](C)NC(=O)[C@H](CC(C)C)NC(=O)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(N)=O)N(C)C(=O)[C@@H](NC(=O)[C@H](C)O)C(C)C	0
Cathepsin D	3500.0	Homo sapiens	C[C@H](NC[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cccc(OS(=O)(=O)Cc2ccccc2)c1)C(=O)NC1CCCCC1	0
Cathepsin D	3500.0	Homo sapiens	CN1C(N)=N[C@](C1=O)(c1ccc(OC(F)F)cc1)c1cccc(c1)C#CCCCCF	0
Cathepsin D	3510.0	Homo sapiens	COc1ccc(cc1C(F)(F)F)C1(N=C(N)N(C)C1=O)c1cccc(c1)-c1cccnc1	0
Cathepsin D	3550.0	Homo sapiens	CCNc1cc(cc(c1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNCc1cccc(OC(F)(F)F)c1)N1CCCC1=O	0
Cathepsin D	3570.0	Homo sapiens	COC[C@@H](Oc1cc(C[C@@H]2C[S@@](=O)C[C@H](NCc3cc(CC(C)(C)C)on3)[C@H]2O)cc(F)c1N)C(F)(F)F	0
Cathepsin D	3570.0	Homo sapiens	CCNc1cc(cc(c1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNCc1cccc(c1)C(F)(F)F)N1CCCCS1(=O)=O	0
Cathepsin D	3600.0	Homo sapiens	CCCN(CCC)C(=O)c1cc(cc(c1)C(=O)N(CCC)CCC)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNCc1cccc(OC)c1	0
Cathepsin D	3600.0	Homo sapiens	CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]1CSCc2ccc(CSC[C@H](NC(C)=O)C(=O)N[C@@H](C)C(=O)N1)cc2	0
Cathepsin D	3600.0	Homo sapiens	CCCN(CCC)C(=O)c1cc(cc(c1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNCc1cccc(OC)c1)C(O)=O	0
Cathepsin D	3690.0	Homo sapiens	CCCc1c(O)c(ccc1COc1ccc(C=C2SC(S)=NC2=O)cc1)C(=O)CC	0
Cathepsin D	3700.0	Homo sapiens	COc1ccc2Oc3ccc(cc3C3(COC(N)=N3)c2c1)-c1cc(Cl)ccc1F	0
Cathepsin D	3700.0	Homo sapiens	C[C@]12CCOC[C@@H]1[C@]1(COC(N)=N1)c1cc(c(F)cc1O2)-c1cccnc1F	0
Cathepsin D	3709.0	Homo sapiens	CN1C(N)=NC2(CC(C)(C)Oc3ccc(cc23)-c2cccnc2F)C1=O	0
Cathepsin D	3710.0	Homo sapiens	CC(C)(C)O[C@H]1C[C@@H]1CN[C@H]1CS(=O)(=O)C[C@@H](Cc2cc(F)c(N)c(OC(C(F)(F)F)C(F)(F)F)c2)[C@@H]1O	0
Cathepsin D	3720.0	Homo sapiens	CCc1cn(C)c2c(cc(cc12)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNCc1cccc(c1)C(F)(F)F)N1CCCC1=O	0
Cathepsin D	3720.0	Homo sapiens	CCNc1cc(cc(N2CCCC2=O)c1OC)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNCc1cccc(c1)C(F)(F)F	0
Cathepsin D	3750.0	Homo sapiens	CN1C(N)=N[C@](C1=O)(c1ccc(OC(F)F)cc1)c1cccc(c1)C#CC1CC1	0
Cathepsin D	3750.0	Homo sapiens	CC(C)(C)c1cccc(CN[C@H]2CS(=O)(=O)C[C@@H](Cc3ccc4[nH]ncc4c3)[C@@H]2O)c1	0
Cathepsin D	3800.0	Homo sapiens	CCOc1ccc2nc(Sc3ccc(NC(=O)c4cc(Cl)ccc4NC(=O)c4ccccc4C(O)=O)cc3)sc2c1	0
Cathepsin D	3800.0	Homo sapiens	CCCN(CCC)C(=O)c1cc(cc(c1)C(=O)N(C)C)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNCc1cccc(OC)c1	0
Cathepsin D	3800.0	Homo sapiens	CN1C(N)=NC(C1=O)(c1cnn(CCC(C)(C)C)c1)c1cccc(c1)-c1cncnc1	0
Cathepsin D	3800.0	Homo sapiens	COc1cccc(c1)C(C)(C)NC[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cccc(c1)C(=O)NCC(C)(C)C	0
Cathepsin D	3800.0	Homo sapiens	NC1=Nc2cc(ccc2CN1C1CCc2ccccc2C1)C(F)(F)F	0
Cathepsin D	3870.0	Homo sapiens	Cc1cc(ccn1)-c1cc2c(Oc3ccc(cc3[C@@]22COC(N)=N2)-c2cccnc2F)cn1	0
Cathepsin D	3889.0	Homo sapiens	C[C@H]1C[C@H](CCO1)N1C(=O)C[C@](C)(NC1=N)c1cccc(NC(=O)c2cccc(c2)C#N)c1Cl	0
Cathepsin D	3900.0	Homo sapiens	CC#Cc1ccc2sc3cc(Cl)c(cc3c2c1)[C@]1(C)CC(=O)N(C)C(=N)N1	0
Cathepsin D	3900.0	Homo sapiens	CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CN[C@]1(CC[C@H](NO)NC1)c1cccc(c1)C(C)(C)C	0
Cathepsin D	3900.0	Homo sapiens	CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]1CSC\C=C\CSCCC(=O)N[C@@H](C)C(=O)N1	0
Cathepsin D	3980.0	Homo sapiens	COCCOc1cc(C[C@@H]2CS(=O)(=O)C[C@H](NCc3cccc(c3)C(C)(C)C)[C@H]2O)cc(F)c1N	0
Cathepsin D	3983.0	Homo sapiens	CN1C(N)=NC2(CC(C)(C)C(F)(F)c3ccc(cc23)-c2cncnc2)C1=O	0
Cathepsin D	4000.0	Homo sapiens	COc1ccc(OC(F)(F)F)cc1CC(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CCC(=O)NCCc1ccccc1	0
Cathepsin D	4030.0	Homo sapiens	CCn1cc(cn1)C1(N=C(N)N(C)C1=O)c1ccc(F)c(c1)-c1cccnc1F	0
Cathepsin D	4070.0	Homo sapiens	CCc1c[nH]c2c(cc(cc12)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNCc1cccc(c1)C(F)(F)F)N1CCCC1=O	0
Cathepsin D	4100.0	Homo sapiens	NC1=N[C@@]2(CO1)c1cc(ccc1Oc1cnc(cc21)-c1ccccn1)-c1cccnc1F	0
Cathepsin D	4100.0	Homo sapiens	CCNc1cc(cc2N(C)S(=O)(=O)CCCc12)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNC1CCOCC1	0
Cathepsin D	4100.0	Homo sapiens	CCC(=O)c1cc(cs1)C1(N=C(N)N(C)C1=O)c1cccc(c1)-c1cccnc1F	0
Cathepsin D	4120.0	Homo sapiens	CC#Cc1cccc(c1)[C@]1(N=C(N)N(C)C1=O)c1ccc(OC(F)F)cc1	0
Cathepsin D	4160.0	Homo sapiens	CC(F)(F)c1cccc(CN[C@H]2CS(=O)(=O)C[C@@H](Cc3cc(F)c(N)c(Br)c3)[C@@H]2O)c1	0
Cathepsin D	4180.0	Homo sapiens	CC12CC(CC(C)(C)C1)N(C2)C(=O)[C@]12C[C@H]1[C@](C)(N=C(N)S2)c1cc(\C=C(/F)c2ccc(cn2)C#N)ccc1F	0
Cathepsin D	4200.0	Homo sapiens	CCCC#Cc1cccc(c1)[C@]1(N=C(N)N(C)C1=O)c1ccc(OC(F)F)cc1	0
Cathepsin D	4250.0	Homo sapiens	N=C(NCCCC#N)NC(=O)Cn1c(ccc1C12CC3CC(CC(C3)C1)C2)-c1ccccc1	0
Cathepsin D	4270.0	Homo sapiens	CCNc1cc(cc(N2CCCC2=O)c1C)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNCc1cccc(c1)C(F)(F)F	0
Cathepsin D	4300.0	Homo sapiens	CC(C)[C@H](NC(=O)C(c1ccccc1)c1ccccc1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CCC(=O)NCCc1ccccc1	0
Cathepsin D	4300.0	Homo sapiens	CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(CCN(CC1)C(N)=O)c1cccc(c1)C(C)(C)C	0
Cathepsin D	4368.0	Homo sapiens	CN1C(N)=NC2(CC(C)(C)Oc3ccc(cc23)-c2ccccc2)C1=O	0
Cathepsin D	4370.0	Homo sapiens	CC(C)(C)c1cccc(CN[C@H]2CS(=O)(=O)C[C@@H](Cc3ccc(N)c(OCC(F)(F)F)c3)[C@@H]2O)c1	0
Cathepsin D	4400.0	Homo sapiens	CCCCCc1ccc(cc1)C(=O)N(Cc1ccc(cc1)-c1ccc(OC)cc1)C1CCN(CCC(C)C)CC1	0
Cathepsin D	4400.0	Homo sapiens	CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CN[C@]1(CC[C@H](Nc2ccccn2)NC1)c1cccc(c1)C(C)(C)C	0
Cathepsin D	4400.0	Homo sapiens	CN1C(N)=NC(C1=O)(c1cnn(CCC2CCCCC2)c1)c1cccc(c1)-c1cncnc1	0
Cathepsin D	4400.0	Homo sapiens	CCCN(CCC)C(=O)c1cc(cc(c1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CNC(C)(C)c1cccc(OC)c1)N1CCCCS1(=O)=O	0
Cathepsin D	4420.0	Homo sapiens	CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(CCCCC1)c1cccs1	0
Cathepsin D	4430.0	Homo sapiens	COc1ccc(cn1)-c1cccc(c1)C1(N=C(N)N(C)C1=O)c1ccc(OC(F)(F)F)cc1	0
Cathepsin D	4430.0	Homo sapiens	CC#Cc1cncc(c1)-c1csc(c1)C1(C)CC2(CCOCC2)OC(N)=N1	0
Cathepsin D	4470.0	Homo sapiens	CC(C)COc1ccc2Oc3ccc(cc3[C@@]3(COC(N)=N3)c2c1)-c1cncnc1	0
Cathepsin D	4500.0	Homo sapiens	Cc1noc(COc2cnc(cn2)C(\F)=C\c2ccc(F)c(c2)[C@@]23CN(C[C@@H]2CSC(N)=N3)c2ncc(F)cn2)n1	0
Cathepsin D	4570.0	Homo sapiens	CCCc1cc(cc(c1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN[C@@H](C)C(=O)NC1CCCCC1)N1CCCC1=O	0
Cathepsin D	4600.0	Homo sapiens	C[C@H]1OCC[C@H]2Oc3ccc(cc3[C@]3(N=C(N)N(C)C3=O)[C@H]12)-c1cccnc1F	0
Cathepsin D	4600.0	Homo sapiens	Nc1nc2cc(ccc2c(=O)n1C[C@H]1CC[C@H](O1)c1ccccc1)-c1ccccc1	0
Cathepsin D	4680.0	Homo sapiens	CCNc1cc(cc(c1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNc1ccccc1)N1CCCC1=O	0
Cathepsin D	4700.0	Homo sapiens	CC(C)c1cccc(CNC[C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(C)=O)c1	0
Cathepsin D	4710.0	Homo sapiens	COc1ccc(NC(=O)\C=C\COc2ccc3ccccc3c2C(=O)c2cc(OC)c(OC)c(OC)c2)cc1	0
Cathepsin D	4790.0	Homo sapiens	CCCc1cc(cc(c1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNCc1cccc(c1)C(F)(F)F)N1CCCCS1(=O)=O	0
Cathepsin D	4790.0	Homo sapiens	CN1C(N)=N[C@](C1=O)(c1cnn(CC(F)(F)F)c1)c1cccc(c1)-c1cccnc1F	0
Cathepsin D	4800.0	Homo sapiens	COc1cccc(c1)C(C)(C)NC[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cc(cc(c1)C(=O)NCCN(C)C)N1CCCCC1	0
Cathepsin D	4800.0	Homo sapiens	CC(C)C#Cc1cccc(c1)[C@]1(N=C(N)N(C)C1=O)c1ccc(OC(F)F)cc1	0
Cathepsin D	4800.0	Homo sapiens	OC(=O)C(F)(F)F.CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCNC(N)=N)NC(=O)OCc1ccccc1)[C@@H](O)CC(=O)NC1CCCCC1	0
Cathepsin D	4850.0	Homo sapiens	CC(C)n1cc(cn1)C1(N=C(N)N(C)C1=O)c1ccc(F)c(c1)-c1cccnc1F	0
Cathepsin D	4880.0	Homo sapiens	CCCCN(CCCC)S(=O)(=O)CCC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNCc1cccc(OC)c1	0
Cathepsin D	4900.0	Homo sapiens	COc1cccc(c1)C(C)(C)NC[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cccc(c1)C(=O)NCCC(F)(F)F	0
Cathepsin D	4900.0	Homo sapiens	CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(CCOC1)c1cccc(c1)-n1cccn1	0
Cathepsin D	4900.0	Homo sapiens	CCCN(CCC)S(=O)(=O)CCC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNCc1cccc(OC)c1	0
Cathepsin D	4940.1	Homo sapiens	NC1=NC2(CCO1)c1cc(NC(=O)c3cnc(O)cn3)ccc1Oc1ncc(Br)cc21	0
Cathepsin D	4940.1	Homo sapiens	C[C@]1(C[C@H](OC(N)=N1)C(F)(F)F)c1cc(Nc2ncc(F)c3cc(cnc23)C#N)cc(F)c1F	0
Cathepsin D	4940.1	Homo sapiens	CC1(C)C(N)=N[C@@](C)(CS1(=O)=O)c1cc(Nc2ncc(C#C[Si](C)(C)C)c3cc(Cl)cnc23)ccc1F	0
Cathepsin D	4940.1	Homo sapiens	CN1C(N)=N[C@@](C)(CS1(=O)=O)c1cc(\C=C(/F)c2cc(C#N)c(Cl)cn2)ccc1F	0
Cathepsin D	5000.0	Homo sapiens	CCCCCc1ccc(cc1)-c1ccc2c(c1)nc(N)n(C[C@@H]1CC[C@@H](O1)c1ccccc1)c2=O	0
Cathepsin D	5000.0	Homo sapiens	COc1ccc2sc(Sc3ccc(NC(=O)c4cc(Cl)cc(Cl)c4O)cc3)nc2c1	0
Cathepsin D	5000.1	Homo sapiens	CNC(=O)c1cc(cc(c1)C(=O)N[C@@H](COCc1cc(F)cc(F)c1)[C@@H](O)C[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)NCc1ccccc1)N(C)S(C)(=O)=O	0
Cathepsin D	5000.1	Homo sapiens	C[C@H](C[C@H](O)[C@H](COCc1cc(F)cc(F)c1)NC(=O)c1cc(cc(c1)C(=O)N[C@H](C)c1ccccc1)N(C)S(C)(=O)=O)C(=O)NC1CC1	0
Cathepsin D	5000.1	Homo sapiens	O[C@H](CN(CCc1ccc2OCOc2c1)C(=O)CCN1C(=O)c2ccccc2C1=O)[C@@H](NC(=O)COc1ccc(Cl)c(Cl)c1)c1ccccc1	0
Cathepsin D	5000.1	Homo sapiens	CC(C)[C@H](NC(=O)[C@H](C)C[C@H](O)[C@H](COCc1cc(F)cc(F)c1)NC(=O)c1cc(cc(c1)C(=O)N[C@H](C)c1ccccc1)N(C)S(C)(=O)=O)C(=O)NCc1ccc(F)cc1	0
Cathepsin D	5010.0	Homo sapiens	CCc1cn2CCS(=O)(=O)N(CC(F)(F)F)c3cc(cc1c23)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNC1CCOCC1	0
Cathepsin D	5010.0	Homo sapiens	CCNc1cc(cc(c1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNCc1cccc(OC)c1)N1CCCC1=O	0
Cathepsin D	5080.0	Homo sapiens	CC#Cc1cncc(c1)-c1ccc(F)c(c1)[C@]1(C)CC2(CCC2)OC(N)=N1	0
Cathepsin D	5100.0	Homo sapiens	OC(=O)C(F)(F)F.CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(N)=N)NC(=O)OCc1ccccc1)[C@@H](O)CC(=O)NC1CCCCC1	0
Cathepsin D	5130.0	Homo sapiens	CCCc1c(O)c(ccc1OCc1ccc(C=C2SC(S)=NC2=O)cc1)C(O)=O	0
Cathepsin D	5145.0	Homo sapiens	C[C@H](NC[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cccc(c1)N(c1ccc(cc1)C#N)S(C)(=O)=O)C(=O)NC1CCCCC1	0
Cathepsin D	5166.0	Homo sapiens	CN1C(N)=N[C@@]2(CC(C)(C)Cc3ccc(cc23)-c2cncnc2)C1=O	0
Cathepsin D	5200.0	Homo sapiens	CCCOc1cc(C[C@@H]2CS(=O)(=O)C[C@H](NCc3cccc(c3)C(C)(C)C)[C@H]2O)ccc1N	0
Cathepsin D	5200.0	Homo sapiens	COc1ccc(cc1F)C1(N=C(N)N(C)C1=O)c1cccc(c1)-c1cccnc1	0
Cathepsin D	5200.0	Homo sapiens	CCCCCc1ccc(cc1)C(=O)N(Cc1ccc(cc1)-c1ccc(OC)c(OC)c1)C1CCN(CCC(C)C)CC1	0
Cathepsin D	5250.0	Homo sapiens	CC#Cc1cncc(c1)-c1csc(c1)[C@@]1(C)CC2(CCOCC2)OC(N)=N1	0
Cathepsin D	5250.0	Homo sapiens	CCNc1cc(cc(c1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNC(C)(C)CCCC(C)C)N1CCCCS1(=O)=O	0
Cathepsin D	5250.0	Homo sapiens	CCNc1cc(cc(c1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN[C@H]1CCc2ccccc12)N1CCCC1=O	0
Cathepsin D	5400.0	Homo sapiens	COc1cncc(c1)-c1ccc2O[C@H]3CCOC[C@@H]3[C@@]3(N=C(N)N(C)C3=O)c2c1	0
Cathepsin D	5400.0	Homo sapiens	CC(C)c1cccc(CN[C@H]2CS(=O)(=O)C[C@@H](Cc3ccc(O)cc3)[C@@H]2O)c1	0
Cathepsin D	5413.0	Homo sapiens	CC(C)Nc1cc(cc(c1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN[C@@H](C)C(=O)NC1CCCCC1)N1CCCC1=O	0
Cathepsin D	5430.0	Homo sapiens	CC[C@@H](C)NC[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cc2N(C)S(=O)(=O)CCn3cc(CC)c(c1)c23	0
Cathepsin D	5500.0	Homo sapiens	C[C@@]1(N=C(N)S[C@]2(C[C@@H]12)C(=O)N1CC[C@@H]2CCCC[C@H]2C1)c1cc(\C=C(/F)c2ccc(cn2)C#N)ccc1F	0
Cathepsin D	5500.0	Homo sapiens	CCCCNC(=O)CC(O)C(Cc1ccccc1)NC(=O)[C@@H](NC(=O)CN1CCC(CC1)(C(N)=O)c1ccccc1)[C@@H](C)CC	0
Cathepsin D	5500.0	Homo sapiens	CN1C(N)=N[C@](C1=O)(c1ccncc1)c1cccc(c1)-c1cc(F)ccc1F	0
Cathepsin D	5500.0	Homo sapiens	CC[C@H](C)[C@H](NC(=O)C[C@H](N)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)OC	0
Cathepsin D	5500.0	Homo sapiens	CCOc1ccc2nc(Sc3ccc(NC(=O)c4cc(Cl)cc(Cl)c4N)cc3)sc2c1	0
Cathepsin D	5530.0	Homo sapiens	CC(C)(C)c1cccc(CN[C@H]2CS(=O)(=O)C[C@@H](Cc3ccc4[nH]ccc4c3)[C@@H]2O)c1	0
Cathepsin D	5540.0	Homo sapiens	CC#Cc1cncc(c1)-c1csc(c1)C1(C)N=C(N)OC2(CCOCC2)C1(F)F	0
Cathepsin D	5570.0	Homo sapiens	CC#Cc1cncc(c1)-c1csc(c1)[C@]1(C)CC2(CCC(F)(F)CC2)OC(N)=N1	0
Cathepsin D	5620.0	Homo sapiens	CCNc1cc(cc(c1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNCc1cccc(Cl)c1)N1CCCC1=O	0
Cathepsin D	5750.0	Homo sapiens	CCNc1cc(cc(c1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNCc1cccc(c1)C(F)(F)F)N1CCCC1=O	0
Cathepsin D	5800.0	Homo sapiens	NC1=N[C@@]2(CO1)c1cc(ccc1Oc1cnc(cc21)C1CCCOC1)-c1cccnc1F	0
Cathepsin D	5800.0	Homo sapiens	CCCN(CCC)C(=O)c1cc(cc(c1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CNC(C)(C)c1ccccc1)N1CCCCS1(=O)=O	0
Cathepsin D	5890.0	Homo sapiens	CCOc1cc(cc(c1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNCc1cccc(c1)C(F)(F)F)N1CCCCS1(=O)=O	0
Cathepsin D	5890.0	Homo sapiens	CCNc1cc(cc(c1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNCc1cc(OC)cc(OC)c1)N1CCCC1=O	0
Cathepsin D	5900.0	Homo sapiens	CCCOc1ccc(cc1)-c1ccc(-c2ccccc2Cl)n1CC(=O)NC(=N)NCCCO	0
Cathepsin D	5947.0	Homo sapiens	OC(=O)C(F)(F)F.CNS(=O)(=O)c1ccc(C)c(NC(=O)[C@@H](C)NC(=N)NC(=O)Cc2ccc(OC)c(OC)c2)c1	0
Cathepsin D	6000.0	Homo sapiens	Nc1nc2cc(ccc2c(=O)n1C[C@@H]1CC[C@@H](O1)c1ccccc1)-c1ccc(CCCc2ccccc2)cc1	0
Cathepsin D	6000.0	Homo sapiens	CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]1COC\C=C/CSC[C@H](NC(C)=O)C(=O)N[C@@H](C)C(=O)N1	0
Cathepsin D	6000.0	Homo sapiens	CC(C)C[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC(=O)[C@@H](N)CCC(O)=O)C(C)C)[C@@H](O)[C@@H]1CCC[C@H]1C(=O)N[C@@H](C)C(O)=O	0
Cathepsin D	6042.0	Homo sapiens	COc1cccc(CNC[C@@H](O)[C@H](Cc2ccccc2)NC(=O)CCS(=O)(=O)c2ccccc2)c1	0
Cathepsin D	6100.0	Homo sapiens	COc1ccc(Cl)c(CC(=O)NC(=N)NCc2ccccc2)c1	0
Cathepsin D	6170.0	Homo sapiens	CCOc1cc(cc(c1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNCc1cccc(OC(F)(F)F)c1)N1CCCCS1(=O)=O	0
Cathepsin D	6170.0	Homo sapiens	CCOc1cc(cc(c1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN[C@@H](C)C(=O)NC1CCCCC1)N1CCCC1	0
Cathepsin D	6200.0	Homo sapiens	C[C@H](NC[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cccc(c1)N(C(C)=O)c1ccccc1)C(=O)NC1CCCCC1	0
Cathepsin D	6200.0	Homo sapiens	CN1C(N)=N[C@@]2([C@H]3COCC[C@@H]3Oc3ccc(cc23)-c2cncc(F)c2)C1=O	0
Cathepsin D	6200.0	Homo sapiens	COCC#Cc1cccc(c1)[C@]1(N=C(N)N(C)C1=O)c1ccc(OC(F)F)cc1	0
Cathepsin D	6212.0	Homo sapiens	Clc1ccc2c(CCC[C@]22CNC[C@H]2C(=O)N2CC[C@H](C[C@H]2C2CCCCC2)c2ccccc2)n1	0
Cathepsin D	6220.0	Homo sapiens	CN1C(N)=NC(C1=O)(c1ccc(OC(F)(F)F)cc1)C12CC3CC(CC(C3)C1)C2	0
Cathepsin D	6280.0	Homo sapiens	COc1ccc(cc1Cl)C1(N=C(N)N(C)C1=O)c1cccc(c1)-c1cccnc1	0
Cathepsin D	6290.0	Homo sapiens	CC#Cc1cncc(c1)-c1csc(c1)C1(C)CC2(CCC(F)(F)CC2)OC(N)=N1	0
Cathepsin D	6300.0	Homo sapiens	NC1=N[C@]2(CN(C[C@H]2CS1)c1ncccn1)c1cc(\C=C(/F)c2cnc(OCC#C)cn2)ccc1F	0
Cathepsin D	6300.0	Homo sapiens	CN1C(N)=N[C@@]2([C@H]3COCC[C@@H]3Oc3ccc(cc23)-c2cncc(c2)C#N)C1=O	0
Cathepsin D	6340.0	Homo sapiens	COc1ccc(cc1)-c1ccc2OC(C)(C)CC3(N=C(N)N(C)C3=O)c2c1	0
Cathepsin D	6400.0	Homo sapiens	CCCN1[C@@H](Cc2cc(C[C@@H]3CS(=O)(=O)C[C@H](NCc4cccc(c4)C(C)C)[C@H]3O)ccc2O)COC1=O	0
Cathepsin D	6450.0	Homo sapiens	OCCCCNC(=N)NC(=O)Cn1c(ccc1C12CC3CC(CC(C3)C1)C2)-c1ccccc1	0
Cathepsin D	6545.0	Homo sapiens	CCNc1cc(N2CCCCS2(=O)=O)c(F)c(c1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNCc1cccc(OC)c1	0
Cathepsin D	6553.0	Homo sapiens	OC(=O)C(F)(F)F.COc1ccc(CC(=O)NC(=N)N[C@H](C)C(=O)Nc2cc(ccc2C)S(N)(=O)=O)cc1OC	0
Cathepsin D	6600.0	Homo sapiens	C[C@H](NC[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cccc(c1)S(=O)(=O)Cc1ccccc1)C(=O)NC1CCCCC1	0
Cathepsin D	6600.0	Homo sapiens	Cn1cc(cn1)[C@H]1C[C@H]2[C@@H](CF)SC(N)=N[C@]2(CO1)c1ccc(F)cc1F	0
Cathepsin D	6610.0	Homo sapiens	CCc1cn2CCS(=O)(=O)N(C)c3cc(cc1c23)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNC1CCOCC1	0
Cathepsin D	6610.0	Homo sapiens	CCc1cn2CS(=O)(=O)N(C)c3cc(cc1c23)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNC	0
Cathepsin D	6640.0	Homo sapiens	CCCc1c(O)c(ccc1COc1cccc(C=C2SC(S)=NC2=O)c1)C(C)=O	0
Cathepsin D	6690.0	Homo sapiens	CCn1cc(cn1)[C@@]1(N=C(N)N(C)C1=O)c1cccc(c1)-c1cccnc1F	0
Cathepsin D	6700.0	Homo sapiens	COc1ccc(cc1C)C1(N=C(N)N(C)C1=O)c1ccc(F)c(c1)-c1cncnc1	0
Cathepsin D	6760.0	Homo sapiens	CCNc1cc(cc(c1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNCc1cccc(OC)c1)N1CCCCS1(=O)=O	0
Cathepsin D	6760.0	Homo sapiens	CN1C(N)=NC2(CC(C)(C)Oc3ccc(cc23)-c2cncc(F)c2)C1=O	0
Cathepsin D	6790.0	Homo sapiens	CCn1cc2CCS(=O)(=O)N(C)c3cc(cc1c23)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNC1CC1	0
Cathepsin D	6800.0	Homo sapiens	COc1cccc(c1)C(C)(C)NC[C@@H](O)[C@@H]1Cc2cccc(OCCCCN(CCN(C)C)C(=O)c3cccc(c3)C(=O)N1)c2	0
Cathepsin D	6800.0	Homo sapiens	COC(CNC(=O)[C@]12C[C@H]1[C@](C)(N=C(N)S2)c1cc(\C=C(/F)c2ccc(cn2)C#N)ccc1F)OC	0
Cathepsin D	6830.0	Homo sapiens	COC[C@@H](Oc1cc(C[C@@H]2C[S@@](=O)C[C@H](NCc3cccc(OC(F)(F)F)c3)[C@H]2O)cc(F)c1N)C(F)(F)F	0
Cathepsin D	6900.0	Homo sapiens	NC1=N[C@](C2=NCCCN12)(c1ccc(OC(F)(F)F)cc1)c1cccc(c1)-c1cccnc1F	0
Cathepsin D	6900.0	Homo sapiens	CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]1CSC\C=C\CC[C@H]2CCCN[C@H]2C(=O)N[C@@H](C)C(=O)N1	0
