Target Name	IC50 (nM)	Target Source Organism According to Curator or DataSource	Ligand SMILES	Potency
Cathepsin D	3.1	Homo sapiens	CC(C)[C@@H]1NC(=O)C[C@H](O)[C@H](Cc2ccc(F)c(F)c2)NC(=O)CCCCCCCCCCCNC1=O	2
Cathepsin D	3.2	Homo sapiens	CC[C@H](C)[C@H](NC(=O)C[C@H](N)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)Cc1cccc(OC(F)(F)F)c1)[C@@H](C)CC)C(=O)N[C@@H](C(C)C)C(O)=O	2
Cathepsin D	3.3	Homo sapiens	CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(CCCN(C1)C(=O)OCc1ccccc1)c1cccc(c1)C(C)(C)C	2
Cathepsin D	3.5	Homo sapiens	CC(C)[C@@H]1NC(=O)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)CCCCCCCCCCCCNC1=O	2
Cathepsin D	3.6	Homo sapiens	CC[C@H](C)[C@H](NC(=O)C[C@H](N)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CC(C)C)C(C)C)C(=O)N[C@H](CO)C(C)C	2
Cathepsin D	3.7	Homo sapiens	COC(=O)[C@@H](NC(=O)[C@H](Cc1cccc2ccccc12)NC(=O)C[C@H](N)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)CC(C)C)C(C)C)C(C)C	2
Cathepsin D	3.8	Homo sapiens	CC[C@@H](C)[C@@H]1NC(=O)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)CCCCCCCCCCCNC1=O	2
Cathepsin D	3.9	Homo sapiens	CC[C@H](C)[C@H](NC(=O)C[C@H](N)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CC(C)C)C(C)C)C(=O)N[C@@H](C(C)C)C(=O)OC	2
Cathepsin D	4.0	Homo sapiens	OC(=O)C(F)(F)F.CNS(=O)(=O)c1ccc(C)c(NC(=O)[C@@H](CC2CCCCC2)NC(=N)NC(=O)Cc2ccc(OC)c(OC)c2)c1	2
Cathepsin D	4.0	Homo sapiens	CC(=O)N[C@@H](Cc1cccc(F)c1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc12	2
Cathepsin D	4.0	Homo sapiens	C[C@H]1C[C@]2(C1)C[C@H](NC[C@@H](O)[C@H](Cc1ccc(F)c(F)c1)NC(C)=O)c1cc(CC(C)(C)C)cnc1O2	2
Cathepsin D	4.1	Homo sapiens	CC[C@H](C)[C@H](NC(=O)C[C@H](N)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CC(C)C)C(C)C)C(=O)N[C@@H](C(C)C)C(O)=O	2
Cathepsin D	4.2	Homo sapiens	CC(C)[C@@H]1NC(=O)C[C@H](O)[C@H](Cc2ccc(Cl)c(Cl)c2)NC(=O)CCCCCCCCCCCNC1=O	2
Cathepsin D	4.3	Homo sapiens	CC(C)(C)Cc1cnc2OC3(CCC3)C[C@H](NC[C@@H](O)[C@@H]3Cc4cccc(CCCCCCC(=O)N3)c4)c2c1	2
Cathepsin D	4.5	Homo sapiens	CC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc12	2
Cathepsin D	4.7	Homo sapiens	CC(C)[C@@H]1NC(=O)C[C@H](O)[C@H](Cc2ccc(F)cc2)NC(=O)CCCCCCCCCCCNC1=O	2
Cathepsin D	193.0	Homo sapiens	CS(=O)(=O)N(c1ccccc1)c1cccc(c1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNC1CCCCC1	1
Cathepsin D	195.0	Homo sapiens	CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]1CSCc2ccc(CSC[C@H](NC(=O)OC(C)(C)C)C(=O)N[C@@H](C)C(=O)N1)cc2	1
Cathepsin D	197.0	Homo sapiens	CC(C)(C)CCNC(=O)CCc1cc2cc(ccc2nc1N)-c1ccccc1C#CC1CC(C1)NC(=O)c1ccc(F)cc1	1
Cathepsin D	200.0	Homo sapiens	CCCN(CCC)C(=O)c1cc(cc(c1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNCc1cccc(OC)c1)N1CCCCC1	1
Cathepsin D	200.0	Homo sapiens	CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(CC1)c1cn(CC(C)(C)C)nn1	1
Cathepsin D	200.0	Homo sapiens	COc1ccc(CC(=O)NC(=N)N[C@H](Cc2ccccc2)C(=O)NCc2ccc3OCOc3c2)cc1OC	1
Cathepsin D	200.0	Homo sapiens	CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]1CSC\C=C\CS[C@@H]2CCCN[C@@H]2C(=O)N[C@@H](C)C(=O)N1	1
Cathepsin D	200.0	Homo sapiens	COc1ccc(CC(=O)NC(=N)N[C@H](CC2CCCCC2)C(=O)N[C@@H]2CCN(C2=O)c2cccc(Cl)c2)cc1OC	1
Cathepsin D	200.0	Homo sapiens	CC[C@H](C)[C@H](NC(=O)C[C@H](N)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)COc1cccc2ccccc12)C(C)C)C(=O)N[C@@H](C(C)C)C(=O)OC	1
Cathepsin D	200.0	Homo sapiens	COc1cc(CNC(=O)[C@@H](CC2CCCCC2)NC(=N)NC(=O)Cc2ccc(F)c(F)c2)ccc1F	1
Cathepsin D	200.0	Homo sapiens	Clc1ccc(CC(=O)NC(=N)N[C@H](CC2CCCCC2)C(=O)NCc2ccc(cc2)-c2nnn[nH]2)cc1	1
Cathepsin D	204.0	Homo sapiens	OC(=O)C(F)(F)F.CNS(=O)(=O)c1ccc(C)c(NC(=O)[C@@H](Cc2ccccc2)NC(=N)NC(=O)Cc2ccc(OC)c(OC)c2)c1	1
Cathepsin D	207.0	Homo sapiens	CC(C)CCCC(C)NC[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cccc(c1)N(c1ccccc1)S(C)(=O)=O	1
Cathepsin D	210.0	Homo sapiens	CCCc1c(O)c(ccc1OCc1ccc(C=C2SC(S)=NC2=O)cc1)C(=O)c1ccccc1	1
Cathepsin D	210.0	Homo sapiens	CCCc1c(O)c(ccc1COc1ccc(C=C2SC(S)=NC2=O)cc1)C(=O)c1ccccc1	1
Cathepsin D	210.0	Homo sapiens	CC(C)[C@H](NC(=O)[C@H](C)C[C@H](O)[C@H](COCc1cc(F)cc(F)c1)NC(=O)c1cc(cc(c1)C(=O)N[C@H](C)c1ccccc1)N(C)S(C)(=O)=O)C(=O)NCc1ccccc1	1
Cathepsin D	210.0	Homo sapiens	COc1cccc2CC(Cc12)NC(=O)[C@@H](CC1CCCCC1)NC(=N)NC(=O)Cc1ccc(OC)c(OC)c1	1
Cathepsin D	210.0	Homo sapiens	CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)CNC1(CCc2nc(N)ncc2C1)c1cccc(c1)C(C)(C)C	1
Cathepsin D	210.0	Homo sapiens	COc1ccc(CC(=O)NC(=N)N[C@H](CC(C)C)C(=O)NC2CCCCC2)cc1OC	1
Cathepsin D	210.0	Homo sapiens	COc1ccc(CC(=O)NC(=N)N[C@H](Cc2ccccc2)C(=O)NC2CCC(C)CC2)cc1OC	1
Cathepsin D	210.0	Homo sapiens	CNS(=O)(=O)c1ccccc1CNC(=O)[C@@H](Cc1ccccc1)NC(=N)NC(=O)Cc1ccc(OC)c(OC)c1	1
Cathepsin D	210.0	Homo sapiens	CCCN(CCC)C(=O)c1cc(C)cc(c1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNC(C)(C)c1cccc(OC)c1	1
Cathepsin D	212.0	Homo sapiens	OC(=O)C(F)(F)F.COc1ccc(CC(=O)NC(=N)N[C@@H](C(=O)Nc2cc(ccc2C)S(N)(=O)=O)C(C)(C)C)cc1OC	1
Cathepsin D	215.0	Homo sapiens	C[C@H]1C[C@H](CCO1)N1C(=O)C[C@](C)(NC1=N)c1cccc(Nc2cnc(nc2)C2CC2)c1Cl	1
Cathepsin D	220.0	Homo sapiens	CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(CC1)c1cccc(c1)C(C)(C)C	1
Cathepsin D	220.0	Homo sapiens	CCCCNC(=O)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)c1ccc(Oc2ccc(cc2)C(=O)NCCCNc2ccnc3cc(Cl)ccc23)cc1)[C@@H](C)CC	1
Cathepsin D	220.0	Homo sapiens	COc1cccc(c1)C(C)(C)NC[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cc(cc(c1)C(=O)NCc1ccccc1)N1CCCCC1	1
Cathepsin D	220.0	Homo sapiens	NC1=Nc2cc(ccc2CN1C1Cc2ccccc2C1)C(=O)N1CCc2ccccc12	1
Cathepsin D	220.0	Homo sapiens	COc1ccc(CC(=O)NC(=N)N[C@H](CC2CCCCC2)C(=O)N[C@@H]2CC[C@H](O)CC2)cc1OC	1
Cathepsin D	220.0	Homo sapiens	COc1ccc(CC(=O)NC(=N)N[C@H](CC(C)C)C(=O)NCc2cccc(c2)-c2nccs2)cc1OC	1
Cathepsin D	220.0	Homo sapiens	COc1ccc(CC(=O)NC(=N)N[C@H](CC2CCCCC2)C(=O)NCc2cccc(c2)C(F)(F)F)cc1OC	1
Cathepsin D	225.0	Homo sapiens	OC(=O)C(F)(F)F.COc1ccc(CC(=O)NC(=N)N[C@H](Cc2ccccc2F)C(=O)Nc2cc(ccc2C)S(N)(=O)=O)cc1OC	1
Cathepsin D	228.0	Homo sapiens	CCc1csc(c1)C1(CCCCC1)NC[C@@H](O)[C@H](Cc1cc(F)cc(F)c1)NC(C)=O	1
Cathepsin D	229.0	Homo sapiens	Cc1ccc(CCN(CC(O)[C@@H](NC(=O)COc2cc(Cl)c(Cl)cc2Cl)c2ccccc2)C(=O)CCN2C(=O)c3ccccc3C2=O)cc1	1
Cathepsin D	230.0	Homo sapiens	COc1cc(CNC(=O)[C@@H](Cc2ccccc2)NC(=N)NC(=O)Cc2ccc(F)c(OC)c2)ccc1F	1
Cathepsin D	230.0	Homo sapiens	COc1ccc(CC(=O)NC(=N)N[C@H](CC2CCCCC2)C(=O)NCC(C)C)cc1F	1
Cathepsin D	230.0	Homo sapiens	CC(C)CNC(=O)[C@@H](CC1CCCCC1)NC(=N)NC(=O)Cc1ccccc1Br	1
Cathepsin D	230.0	Homo sapiens	CCOC[C@@H](Oc1cc(C[C@@H]2CS(=O)(=O)C[C@H](NCc3cccc(c3)C(C)(C)C)[C@H]2O)cc(F)c1N)C(F)(F)F	1
Cathepsin D	230.0	Homo sapiens	CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(CCOCC1)c1cccc(c1)C(C)(C)C	1
Cathepsin D	230.0	Homo sapiens	CCc1cccc(CC)c1NC(=O)C[C@H](N)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)CC(C)C)C(C)C	1
Cathepsin D	230.0	Homo sapiens	CCc1ccc2OC3(CCC3)C[C@H](NC[C@@H](O)[C@@H]3Cc4cccc(CCCCCC(=O)N3)c4)c2c1	1
Cathepsin D	230.0	Homo sapiens	COc1cccc(c1)C(C)(C)NC[C@@H](O)[C@@H]1Cc2cccc(OCCCCN(CCC(F)(F)F)C(=O)c3cccc(c3)C(=O)N1)c2	1
Cathepsin D	230.0	Homo sapiens	COc1cc(CNC(=O)[C@@H](CC2CCCCC2)NC(=N)NC(=O)CCc2ccccc2)ccc1F	1
Cathepsin D	230.0	Homo sapiens	COc1ccc(CC(=O)NC(=N)N[C@H](Cc2ccccc2)C(=O)NC2CCC(CC2)C(C)(C)C)cc1OC	1
Cathepsin D	230.0	Homo sapiens	CC[C@H](C)CNC(=O)[C@@H](Cc1ccccc1)NC(=N)NC(=O)Cc1ccc(OC)c(OC)c1	1
Cathepsin D	230.0	Homo sapiens	Fc1cc(F)c(CC(=O)NC(=N)N[C@H](CC2CCCCC2)C(=O)NCc2ccc(F)c(c2)C(F)(F)F)c(F)c1	1
Cathepsin D	230.0	Homo sapiens	COc1cc(CNC(=O)[C@@H](CC2CCCCC2)NC(=N)NC(=O)Cc2ccccn2)ccc1F	1
Cathepsin D	230.0	Homo sapiens	COc1ccc(CC(=O)NC(=N)N[C@H](Cc2ccccc2)C(=O)NCc2ccc(cc2)-c2csnn2)cc1OC	1
Cathepsin D	230.0	Homo sapiens	COc1ccc(CC(=O)NC(=N)N[C@H](CC(C)C)C(=O)NCc2cccc(c2)-c2ccn(C)n2)cc1OC	1
Cathepsin D	240.0	Homo sapiens	CCCCNC(=O)[C@H](C)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCC[C@@H](C1)C(C)(C)NC(C)=O	1
Cathepsin D	240.0	Homo sapiens	COc1cc(Br)c(CC(=O)NC(=N)N[C@H](CC(C)C)C(=O)NCc2cccc(c2)-c2nnn[nH]2)cc1OC	1
Cathepsin D	240.0	Homo sapiens	CC[C@H](C)[C@H](NC(=O)C[C@H](N)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)CC(C)C)C(C)C)C(=O)NCCc1ccccc1	1
Cathepsin D	240.0	Homo sapiens	CC(C)C[C@H](NC(=O)CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc1ccccc1)[C@@H](N)CC(=O)N[C@H](COc1cccnc1)C(C)C	1
Cathepsin D	240.0	Homo sapiens	NC1=Nc2cc(ccc2CN1C1Cc2ccccc2C1)C(=O)N1CCOc2ccccc12	1
Cathepsin D	240.0	Homo sapiens	COc1ccc(CC(=O)NC(=N)N[C@H](Cc2ccccc2)C(=O)NCc2cccc(c2)-c2ccn(C)n2)cc1OC	1
Cathepsin D	240.0	Homo sapiens	COc1ccc(CC(=O)NC(=N)N[C@H](Cc2ccccc2)C(=O)NCc2ccc(F)c(OC)c2)c(OC)c1	1
Cathepsin D	240.0	Homo sapiens	COc1ccc(CC(=O)NC(=N)N[C@H](CC(C)C)C(=O)NCC(C)C)cc1OC	1
Cathepsin D	240.0	Homo sapiens	Fc1ccc(CNC(=O)[C@@H](CC2CCCCC2)NC(=N)NC(=O)Cc2ccc(F)c(c2)C(F)(F)F)cc1OC(F)(F)F	1
Cathepsin D	240.0	Homo sapiens	COc1ccc(CC(=O)NC(=N)N[C@H](CC(C)C)C(=O)NCc2ccc(cc2)-c2csnn2)cc1OC	1
Cathepsin D	240.0	Homo sapiens	CC[C@H](C)CNC(=O)[C@@H](CC1CCCCC1)NC(=N)NC(=O)Cc1cccc(OC)c1	1
Cathepsin D	243.0	Homo sapiens	OC(=O)C(F)(F)F.COC[C@@H](NC(=N)NC(=O)Cc1ccc(OC)c(OC)c1)C(=O)Nc1cc(ccc1C)S(N)(=O)=O	1
Cathepsin D	245.0	Homo sapiens	CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(CCCCC1)c1cc(ncn1)C(C)(C)C	1
Cathepsin D	249.0	Homo sapiens	COc1ccc(F)c(c1)-c1ccc2OC(C)(C)CC3(N=C(N)N(C)C3=O)c2c1	1
Cathepsin D	250.0	Homo sapiens	COc1ccc(CC(=O)NC(=N)N[C@H](Cc2ccccc2)C(=O)NCc2ccc(F)c(OC)c2)c(Br)c1	1
Cathepsin D	250.0	Homo sapiens	COc1cc(CNC(=O)[C@@H](CC2CCCCC2)NC(=N)NC(=O)Cc2ccccc2Br)ccc1F	1
Cathepsin D	250.0	Homo sapiens	COC[C@@H](Oc1cc(C[C@@H]2CS(=O)(=O)C[C@H](NCc3cccc(c3)C(C)(C)C)[C@H]2O)cc(F)c1N)C(F)(F)F	1
Cathepsin D	250.0	Homo sapiens	COCCOC[C@@H](Oc1cc(C[C@@H]2CS(=O)(=O)C[C@H](NCc3cccc(c3)C(C)(C)C)[C@H]2O)cc(F)c1N)C(F)(F)F	1
Cathepsin D	250.0	Homo sapiens	CCOc1ccc2nc(Sc3ccc(NC(=O)c4cc(Cl)cc(Cl)c4NS(=O)(=O)c4cc(Cl)cc(Cl)c4O)cc3)sc2c1	1
Cathepsin D	250.0	Homo sapiens	CS(=O)(=O)N(c1ccccc1)c1cc(cc(c1)-c1ccccc1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNCc1cccc(c1)C(F)(F)F	1
Cathepsin D	250.0	Homo sapiens	CCN(CC)C(=O)c1cc(cc(c1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNC(C)(C)c1cccc(OC)c1)N1CCCCC1	1
Cathepsin D	250.0	Homo sapiens	CC[C@H](C)CNC(=O)[C@@H](CC1CCCCC1)NC(=N)NC(=O)Cc1ccccc1	1
Cathepsin D	250.0	Homo sapiens	CN1[C@H](C[C@@H]([C@H](O)[C@H](CC2CCCCC2)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H](Cc2ccccc2)NC(=O)OC(C)(C)C)C1=O)C=C	1
Cathepsin D	251.0	Homo sapiens	CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CN[C@H]1CCCc2ccc(Cc3ccccc3)cc12	1
Cathepsin D	251.0	Homo sapiens	COC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1ccccc1)N(C)C(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(N)=O)N(C)C(=O)[C@@H](NC(=O)[C@H](C)O)C(C)C	1
Cathepsin D	254.0	Homo sapiens	CC(C)C[C@H](NC(=O)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(N)=O)N(C)C(=O)[C@@H](NC(=O)[C@H](C)O)C(C)C)C(=O)N[C@@H](C)C(=O)N(C)[C@H](Cc1ccccc1)C(=O)NC(C)C	1
Cathepsin D	255.0	Homo sapiens	COC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CC[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)CC(C)C)C(C)C)C(C)C	1
Cathepsin D	255.0	Homo sapiens	CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CN[C@H]1CCOc2ccc(OC3CCOC3)cc12	1
Cathepsin D	258.0	Homo sapiens	OC(=O)C(F)(F)F.CNS(=O)(=O)c1ccc(C)c(NC(=O)[C@@H](CC(C)C)NC(=N)NC(=O)Cc2ccc(OC)c(OC)c2)c1	1
Cathepsin D	260.0	Homo sapiens	COc1ccc2CC(Cc2c1)NC(=O)[C@@H](CC1CCCCC1)NC(=N)NC(=O)Cc1ccc(OC)c(OC)c1	1
Cathepsin D	260.0	Homo sapiens	CCCCNC(=O)[C@H](C)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(C)=O	1
Cathepsin D	260.0	Homo sapiens	COc1cc(CNC(=O)[C@@H](Cc2ccccc2)NC(=N)NC(=O)Cc2ccc(OC)c(OC)c2)cc(OC)c1	1
Cathepsin D	260.0	Homo sapiens	COc1cccc2CC(Cc12)NC(=O)[C@@H](CC(C)C)NC(=N)NC(=O)Cc1ccc(OC)c(OC)c1	1
Cathepsin D	260.0	Homo sapiens	COc1ccc(CC(=O)NC(=N)N[C@H](Cc2ccccc2)C(=O)NCc2cc(OC)c(OC)cc2Br)cc1OC	1
Cathepsin D	260.0	Homo sapiens	CC[C@H](C)NC(=O)[C@@H](CC(C)C)NC(=N)NC(=O)Cc1ccc(OC)c(OC)c1	1
Cathepsin D	263.0	Homo sapiens	CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(CCCCC1)c1cc(no1)C(C)(C)C	1
Cathepsin D	265.0	Homo sapiens	CN1C(N)=NC2(CC(C)(C)Oc3ccc(cc23)-c2cc(Cl)ccc2F)C1=O	1
Cathepsin D	270.0	Homo sapiens	CCCN1CCCCOc2cccc(C[C@H](NC(=O)c3cccc(c3)C1=O)[C@H](O)CNC(C)(C)c1cccc(OC)c1)c2	1
Cathepsin D	270.0	Homo sapiens	COc1cccc(c1)C(C)(C)NC[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cc(cc(c1)C(=O)N(CCO)CCO)N1CCCCC1	1
Cathepsin D	270.0	Homo sapiens	CCc1ccc2CN(C3Cc4ccc(OC)cc4C3)C(N)=Nc2c1	1
Cathepsin D	270.0	Homo sapiens	COc1cc(CNC(=O)[C@@H](CC2CCCCC2)NC(=N)NC(=O)Cc2ccc3OCOc3c2)ccc1F	1
Cathepsin D	270.0	Homo sapiens	CC[C@H](C)[C@H](NC(=O)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](OC(=O)[C@@H](O)C(C)C)[C@@H](C)CC)C(=O)N[C@@H](C)C(=O)N(C)[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)OC	1
Cathepsin D	270.0	Homo sapiens	COc1ccc(CC(=O)NC(=N)N[C@H](CC(C)C)C(=O)NCc2ccc(cc2)S(N)(=O)=O)cc1OC	1
Cathepsin D	270.0	Homo sapiens	COc1ccc(CC(=O)NC(=N)N[C@H](Cc2ccccc2)C(=O)NCc2ccc(F)cc2)cc1OC	1
Cathepsin D	270.0	Homo sapiens	COc1ccc2C[C@@H](Cc2c1)N1Cc2ccc(cc2N=C1N)C(F)(F)F	1
Cathepsin D	276.0	Homo sapiens	CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(CCCCC1)c1cc(cs1)C#C	1
Cathepsin D	280.0	Homo sapiens	COC[C@@H]1C[C@@H]([C@H](O)[C@H](CC2CCCCC2)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H](Cc2ccccc2)NC(=O)OC(C)(C)C)C(=O)N1C	1
Cathepsin D	280.0	Homo sapiens	COc1ccc(CC(=O)NC(=N)N[C@H](CC(C)C)C(=O)NCc2cccc(-c3nnn[nH]3)c2F)cc1OC	1
Cathepsin D	280.0	Homo sapiens	CC(C)C[C@H](NC(=O)CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc1ccccc1)[C@@H](N)CC(=O)N[C@@H](COc1cccnc1)C(C)C	1
Cathepsin D	280.0	Homo sapiens	CS(=O)(=O)N(c1ccncc1)c1cccc(c1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNCc1cccc(c1)C(F)(F)F	1
Cathepsin D	280.0	Homo sapiens	CCCCNC(=O)[C@@H](NC(=O)[C@@H]1OCC[C@H]1[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](CCSC)NC(=O)[C@H](CC(C)C)NC(C)=O)C(C)C	1
