Target Name	IC50 (nM)	Value	Target Source Organism According to Curator or DataSource	Ligand SMILES
Cathepsin B	52.0	'='	Homo sapiens	CC(C)C(NC(=O)[C@H](C)NC(=O)[C@H](Cc1ccccc1)NC(=O)c1ccccc1)C(=O)C(=O)NC1CCCCC1
Cathepsin B	15000.1	'>'	Homo sapiens	COC(=O)c1ccccc1-c1cccc(CNc2nc(C#N)nc3c2ncn3CCCO)c1
Cathepsin B	3200.0	'='	Homo sapiens	Nc1cc(OC(=O)c2cccs2)nn1S(=O)(=O)c1ccccc1
Cathepsin B	10000.1	'>'	Homo sapiens	NC(=S)N/N=C1\CCS(=O)(=O)c2ccc(N)cc21
Cathepsin B	100000.1	'>'	Homo sapiens	CC(C)(C)[C@H](NC(=O)Cc1cc(Cl)cc(Cl)c1)C(=O)NCC(=O)NC/C=C/S(C)(=O)=O
Cathepsin B	100000.1	'>'	Homo sapiens	N#Cc1ccccc1N1CCN(C[C@@H](O)COC[C@@H](Cc2ccccc2)NS(=O)(=O)c2ccc(C(F)(F)F)cc2)CC1
Cathepsin B	100000.1	'>'	Homo sapiens	N#Cc1ccccc1N1CCN(C[C@H](O)COC[C@@H](Cc2ccccc2)NS(=O)(=O)c2ccc(C(F)(F)F)cc2)CC1
Cathepsin B	10000.1	'>'	Homo sapiens	NC(=S)N/N=C(/c1cccc(Br)c1)c1ccc(F)c(Br)c1
Cathepsin B	3000.0	'='	Homo sapiens	C=CC(=O)Nc1cc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3OC)ccc2N2CCCC2)ccc1C
Cathepsin B	158.0	'='	Homo sapiens	O=C1O[C@H]2CN1CC[C@@H]2Br
Cathepsin B	429.0	'='	Homo sapiens	CC(C)[C@H](NC(=O)[C@H](C)NC(=O)[C@@H](N1Cc2ccccc2C1=O)C(C)(C)C)C(=O)C(=O)NCc1ccccc1
Cathepsin B	512.0	'='	Homo sapiens	CC(C)[C@H](NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)c1ccccc1)C(C)(C)C)C(=O)C(=O)NCc1ccccc1
Cathepsin B	10000.1	'>'	Homo sapiens	CS(=O)(=O)c1ccc2c(c1)/C(=N/NC(N)=S)CCS2(=O)=O
Cathepsin B	10000.1	'>'	Homo sapiens	NC(=S)N/N=C1\CCc2ccc(Br)cc21
Cathepsin B	50000.1	'>'	Homo sapiens	COc1ccc(-c2cccc(CNc3nc(C#N)nc4c3ncn4CCCO)c2)cc1
Cathepsin B	2500.0	'='	Homo sapiens	N#Cc1nc(NCc2cccc(-c3cccs3)c2)c2ncn(CCCO)c2n1
Cathepsin B	250.0	'='	Homo sapiens	Nc1cc(OC(=O)c2cccs2)nn1S(=O)(=O)c1ccccc1
Cathepsin B	6309.57	'='	Homo sapiens	N#CCNC(=O)[C@H](Cc1cccc(-c2cccnn2)c1)NC(=O)c1ccccc1
Cathepsin B	10000.1	'>'	Homo sapiens	NC(=S)N/N=C1\CCS(=O)(=O)c2ccc(Cl)cc21
Cathepsin B	10000.1	'>'	Homo sapiens	NC(=S)N/N=C1\CCCS(=O)(=O)c2ccc([N+](=O)[O-])cc21
Cathepsin B	10000.1	'>'	Homo sapiens	NC(=S)NN=C1c2cc([N+](=O)[O-])ccc2-c2ccc([N+](=O)[O-])cc21
Cathepsin B	10000.1	'>'	Homo sapiens	NC(=S)N/N=C1\CCCc2cc(N)ccc21
Cathepsin B	13000.0	'='	Homo sapiens	Cc1ccc(/C(=N/NC(N)=S)c2ccccc2)cc1
Cathepsin B	4900.0	'='	Homo sapiens	NC(=S)N/N=C(\CCc1ccccc1)c1cc(Cl)cc(Cl)c1
Cathepsin B	3000.0	'='	Homo sapiens	NC(=S)N/N=C(\CCc1ccccc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1
Cathepsin B	16.9	'='	Homo sapiens	Cc1cccc(C[C@H](NC(=O)c2ccc(Cl)cc2F)C(=O)N[C@H](C#N)COCc2ccccc2)c1
Cathepsin B	34000.0	'='	Homo sapiens	N#CCNC(=O)[C@H](Cc1ccccc1)NC(=O)Cc1ccccc1
Cathepsin B	100000.1	'>'	Homo sapiens	CCN[C@H](C(=O)N[C@H](C(=O)NCC(=O)NC/C=C/S(C)(=O)=O)C(C)(C)C)c1cc(Cl)cc(Cl)c1
Cathepsin B	10000.1	'>'	Homo sapiens	CC(C)(C)[Si](C)(C)Oc1cccc(/C(=N\NC(N)=S)c2cccc(Br)c2)c1
Cathepsin B	10000.1	'>'	Homo sapiens	NC(=S)N/N=C1\CC[S+]([O-])c2ccc([N+](=O)[O-])cc21
Cathepsin B	10000.1	'>'	Homo sapiens	NC(=S)N/N=C1\CC(c2ccccc2)Oc2ccccc21
Cathepsin B	1700.0	'='	Homo sapiens	CC[C@H](C)[C@@H](C(=O)O[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)/C=C/C(=O)N1C(=O)C=C(OC)[C@@H]1C)N(C)C
Cathepsin B	628.0	'='	Homo sapiens	CC(C)[C@H](NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)c1ccnc2ccccc12)C(C)(C)C)C(=O)C(=O)NC1CCCCC1
Cathepsin B	984.0	'='	Homo sapiens	CC(C)[C@H](NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)c1ccccc1)C(C)(C)C)C(=O)C(=O)NCc1ccc(S(N)(=O)=O)cc1
Cathepsin B	3981.07	'='	Homo sapiens	Cc1cccc(C[C@H](NC(=O)c2cc(C(C)(C)C)nn2C)C(=O)NCC#N)c1
Cathepsin B	396.8	'='	Homo sapiens	CC(=O)c1c(Nc2ccc(C)cc2Cl)[nH]c2c([N+](=O)[O-])cc(Cl)cc2c1=O
Cathepsin B	10000.1	'>'	Homo sapiens	COc1ccc(C(=O)c2cccc(/C(=N/NC(N)=S)c3ccc(OC)cc3)c2)cc1
Cathepsin B	170.0	'='	Homo sapiens	CCCC[C@H](NC(=O)O[C@H](Cn1ccc(-c2ccc(C(F)(F)F)cc2)n1)C(C)(C)C)C(=O)CNS(=O)(=O)c1ccccn1
Cathepsin B	45400.0	'='	Homo sapiens	Nc1cc(OC(=O)c2cccs2)nn1S(=O)(=O)c1ccccc1
Cathepsin B	100.0	'='	Homo sapiens	CCC(C)[C@H](NS(=O)(=O)c1cccc2ccccc12)C(=O)N[C@H](C=O)CC(C)C
Cathepsin B	311.0	'='	Homo sapiens	CC(C)C(NC(=O)[C@H](C)NC(=O)[C@H](Cc1ccccc1)NC(=O)c1ccccc1)C(=O)C(=O)NC1CCOCC1
Cathepsin B	283.0	'='	Homo sapiens	CC(C)[C@H](NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)C1CCN(C)CC1)C(C)(C)C)C(=O)C(=O)NCc1ccccc1
Cathepsin B	2900.0	'='	Homo sapiens	N#CCNC(=O)C1(NC(=O)c2ccc(-c3csc(N4CCOCC4)n3)cc2)CCCCC1
Cathepsin B	225000.0	'='	Homo sapiens	Cc1ccc2nc(C(=O)C(C)NC(=O)[C@H](CC(=O)N(C)C)NC(=O)[C@@H](NC(=O)CC(C)(C)C)C(C)(C)C)oc2c1
Cathepsin B	30000.1	'>'	Homo sapiens	CC(=O)N1CCN(c2ccc(OCc3cc4cnc(C#N)nc4n3CCC3CCC(F)(F)CC3)cc2)CC1
Cathepsin B	10.2	'='	Homo sapiens	Cc1cccc(C[C@H](NC(=O)C(c2ccccc2)c2ccccc2)C(=O)N[C@H](C#N)COCc2ccccc2)c1
Cathepsin B	25118.96	'>'	Homo sapiens	CC(C)(C)OC(=O)N1CC[C@@H](NS(=O)(=O)c2cccc(Br)c2)C1
Cathepsin B	1400.0	'='	Homo sapiens	CC(C)C[C@H](NC(=O)OCC(C)(C)Sc1cccc(Cl)c1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O
Cathepsin B	300000.1	'>'	Homo sapiens	Cc1cccc2oc(C(=O)C(C)NC(=O)[C@H](CC(=O)N(C)C)NC(=O)[C@@H](NC(=O)CC(C)(C)C)C(C)(C)C)nc12
Cathepsin B	554.0	'='	Homo sapiens	CC(C)CC(C(=O)NCC#N)c1cccc(-c2ccc(C3=CCNCC3)cc2)c1
Cathepsin B	4400.0	'='	Homo sapiens	N#CCNC(=O)C1(NC(=O)c2ccc(N3CCOCC3)cc2)CCCCC1
Cathepsin B	5.6	'='	Homo sapiens	Cc1cccc(C[C@H](NC(=O)C(c2ccccc2)c2ccccc2)C(=O)N[C@H](C#N)CC#Cc2cccc(C(=O)O)c2)c1
Cathepsin B	20.0	'='	Homo sapiens	CCCC[C@H](NC(=O)O[C@H](Cn1ccc(-c2ccc(C(F)(F)F)cc2)n1)C(C)(C)C)C(=O)C(=O)Nc1ccn[nH]1
Cathepsin B	10000.1	'>'	Homo sapiens	CC(C)CC(C(=O)N(CC#N)OC(=O)C(F)(F)F)c1cccc(-c2ccncc2)c1
Cathepsin B	100000.1	'>'	Homo sapiens	N#Cc1ccccc1N1CCN(C[C@@H](O)COC[C@H](Cc2ccccc2)NS(=O)(=O)c2ccc(Br)cc2)CC1
Cathepsin B	100000.1	'>'	Homo sapiens	N#Cc1ccccc1N1CCN(C[C@@H](O)COC[C@H](Cc2ccccc2)NS(=O)(=O)c2ccc(C(F)(F)F)cc2)CC1
Cathepsin B	50000.1	'>'	Homo sapiens	Cl.N[C@@H](C(=O)Nc1ccc2nc(SCC(=O)c3ccc4ccccc4c3)sc2c1)c1ccccc1
Cathepsin B	50000.1	'>'	Homo sapiens	CC(C)[C@@H](N)C(=O)Nc1ccc2nc(SCC(=O)c3ccc4ccccc4c3)sc2c1.Cl
Cathepsin B	10000.1	'>'	Homo sapiens	CCc1ccc2c(c1)/C(=N/NC(N)=S)CCS2(=O)=O
Cathepsin B	10000.1	'>'	Homo sapiens	CC(C)c1ccc2c(c1)/C(=N/NC(N)=S)CCS2(=O)=O
Cathepsin B	50.0	'='	Homo sapiens	CC(C)[C@H](NC(=O)[C@H](C)NC(=O)[C@H](Cc1ccccc1)NC(=O)c1ccccc1)C(=O)C(=O)NCc1ccccc1
Cathepsin B	100000.1	'>'	Homo sapiens	N#Cc1ccccc1N1CCN(C[C@@H](O)COC[C@@H](Cc2ccccc2)NS(=O)(=O)c2ccc(Br)cc2)CC1
Cathepsin B	100000.1	'>'	Homo sapiens	N#Cc1ccccc1N1CCN(C[C@H](O)COC[C@@H](Cc2ccccc2)NC(=O)c2ccncc2)CC1
Cathepsin B	511.0	'='	Homo sapiens	CC(C)[C@H](NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)c1ccccc1)C(C)(C)C)C(=O)C(=O)NCC(=O)N1CCc2ccccc2C1
Cathepsin B	10000.1	'>'	Homo sapiens	N#CC1(NC(=O)[C@H](CS(=O)(=O)Cc2c(F)cccc2F)N[C@@H](c2ccc(F)cc2)C(F)(F)F)CC1
Cathepsin B	30000.1	'>'	Homo sapiens	N#Cc1nc(NCc2ccc(Cl)c(Cl)c2)c2ncn(CC(O)CO)c2n1
Cathepsin B	30000.1	'>'	Homo sapiens	N#Cc1nc(NCc2ccccc2)c2ncn(C3CCCC3)c2n1
Cathepsin B	480.0	'='	Homo sapiens	CCC(C)[C@H](NS(=O)(=O)c1cccc2ccccc12)C(=O)N[C@@H](C)C=O
Cathepsin B	35000.0	'='	Homo sapiens	CCCC[C@@H](/C=N/NC(=O)N1CCc2ccccc21)NC(=O)OC(C)(C)C
Cathepsin B	33.1	'='	Homo sapiens	C[C@@H](OCc1ccccc1)[C@@H](C#N)NC(=O)[C@H](Cc1cccc(Cl)c1)NC(=O)c1cccc(-c2cccnc2)c1
Cathepsin B	42.3	'='	Homo sapiens	C[C@@H](OCc1ccccc1)[C@@H](C#N)NC(=O)[C@H](Cc1cccc(Cl)c1)NC(=O)c1ccc(-c2ccccc2)cc1
Cathepsin B	10000.1	'>'	Homo sapiens	CCCc1cc(-c2cccc(CC)c2)nc(C#N)n1
Cathepsin B	530.0	'='	Homo sapiens	CC[C@@H](C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](C=O)Cc1c[nH]c2ccccc12
Cathepsin B	3000.1	'>'	Homo sapiens	N#C[C@]1(NC(=O)[C@@H](N)Cc2ccccc2F)C[C@H]1c1ccccc1.O=C(O)C(F)(F)F
Cathepsin B	300000.1	'>'	Homo sapiens	Cc1cccc2nc(C(=O)C(C)NC(=O)[C@H](CC(=O)N(C)C)NC(=O)[C@@H](NC(=O)CC(C)(C)C)C(C)(C)C)oc12
Cathepsin B	19000.0	'='	Homo sapiens	N#CCNC(=O)[C@H](CC1CCCCC1)NC(=O)c1ccccc1
Cathepsin B	10000.1	'>'	Homo sapiens	CN1CC/C(=N\NC(N)=S)c2cc(Br)ccc21
Cathepsin B	10000.1	'>'	Homo sapiens	NC(=S)N/N=C1\CCNc2ccc(Br)cc21
Cathepsin B	25118.96	'>'	Homo sapiens	C[C@H]1C[C@@H](NS(=O)(=O)c2cccc(Br)c2)CN1C#N
Cathepsin B	2847.0	'='	Homo sapiens	CC(C)[C@H](NC(=O)[C@H](C)NC(=O)[C@@H](N1Cc2ccccc2C1=O)C(C)(C)C)C(=O)C(=O)NCc1ccc(CN(C)C)cc1
Cathepsin B	494.0	'='	Homo sapiens	CNC(=O)C(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)c1ccccc1)C(C)(C)C)C(C)C
Cathepsin B	67.0	'='	Homo sapiens	CCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1ccccc1)C(=O)N[C@H](C(=O)C(=O)NC1CCCCC1)C(C)C
Cathepsin B	270.0	'='	Homo sapiens	CCCC[C@@H](/C=N/NC(=O)N1CCOCC1)NC(=O)O[C@@H](C)Cc1ccccc1
Cathepsin B	460.0	'='	Homo sapiens	CCCC[C@@H](C=O)NC(=O)O[C@@H](C)Cc1ccccc1
Cathepsin B	10000.1	'>'	Homo sapiens	CCN1CCN(CCCOc2ccc(-c3cc4c(ncn4C)c(C#N)n3)cc2C(F)(F)F)CC1
Cathepsin B	1800.0	'='	Homo sapiens	N#Cc1nc(Nc2cccc(OC(F)(F)F)c2)nc(NC2CCNCC2)n1
Cathepsin B	50000.1	'>'	Homo sapiens	C/N=c1\nc(-c2ccccc2)n(-c2ccccc2)s1
Cathepsin B	3404.0	'='	Homo sapiens	CC(C)[C@H](NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)c1ccnc2ccccc12)C(C)(C)C)C(=O)C(=O)NCc1ccccc1
Cathepsin B	20.0	'='	Homo sapiens	CC(C)[C@H](NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)c1ccccc1)C(C)(C)C)C(=O)C(N)=O
Cathepsin B	367.0	'='	Homo sapiens	CC(C)[C@H](NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)c1ccccc1)C(C)(C)C)C(=O)C(=O)NCc1cn[nH]c1
Cathepsin B	110.0	'='	Homo sapiens	CC[C@@H](C)[C@H](NS(=O)(=O)c1ccc(C)cc1)C(=O)N[C@@H](C=O)Cc1c[nH]c2ccccc12
Cathepsin B	10000.1	'>'	Homo sapiens	COc1ccc2c(c1)/C(=N/NC(N)=S)CCS2(=O)=O
Cathepsin B	10000.1	'>'	Homo sapiens	CC(=O)Nc1ccc2c(c1)/C(=N/NC(N)=S)CCS2(=O)=O
Cathepsin B	10000.1	'>'	Homo sapiens	CC(C)Oc1ccc(C(=O)c2cccc(/C(=N/NC(N)=S)c3ccc(OC(C)C)cc3)c2)cc1
Cathepsin B	10000.1	'>'	Homo sapiens	NC(=S)N/N=C(\c1ccccc1)c1cccc(C(O)c2ccccc2)c1
Cathepsin B	1258.93	'='	Homo sapiens	N#CN1CC[C@@H](NC(=O)Nc2ccccc2)C1
Cathepsin B	10000.1	'>'	Homo sapiens	CC(C)CC(C(=O)NCC#N)c1cccc(-c2ccccc2)c1
Cathepsin B	10000.1	'>'	Homo sapiens	CC(C)CC(C(=O)NCC#N)c1cccc(-c2ccc(S(C)(=O)=O)cc2)c1
Cathepsin B	2227.0	'='	Homo sapiens	CC(C)CC(C(=O)NCC#N)c1cccc(-c2ccc(C34CCN(CC3)CC4)cc2)c1
Cathepsin B	459.0	'='	Homo sapiens	CC(C)[C@H](NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)c1ccccc1)C(C)(C)C)C(=O)C(=O)N[C@H](C)c1ccccc1
Cathepsin B	4000.0	'='	Homo sapiens	N#Cc1nc(NCc2cccc(-c3ccsc3)c2)c2ncn(CCCO)c2n1
Cathepsin B	15000.1	'>'	Homo sapiens	CC(=O)Nc1cccc(-c2cccc(CNc3nc(C#N)nc4c3ncn4CCCO)c2)c1
Cathepsin B	1900.0	'='	Homo sapiens	Cc1cccc(C[C@H](NC(=O)c2ccccc2)C(=O)NCC#N)c1
Cathepsin B	29.0	'='	Homo sapiens	Cc1cccc(C[C@H](NC(=O)C(c2ccccc2)c2ccccc2)C(=O)N[C@H](C#N)COCc2cccc(CO)c2)c1
Cathepsin B	3500.0	'='	Homo sapiens	COc1ccc(Nc2nc(C#N)nc(NC3CCNCC3)n2)cc1
Cathepsin B	3.11	'='	Homo sapiens	CC(=O)c1c(Nc2ccc(C(C)(C)C)cc2)[nH]c2c(Cl)cc([N+](=O)[O-])cc2c1=O
Cathepsin B	1600.0	'='	Homo sapiens	CC(=O)Oc1cccc(/C(=N\NC(N)=S)c2cccc(Br)c2)c1
Cathepsin B	10000.1	'>'	Homo sapiens	NC(=S)N/N=C(/c1cccc(Br)c1)c1cccc(OCc2ccccc2)c1
Cathepsin B	4700.0	'='	Homo sapiens	N#Cc1nc(NCc2cccc(-c3ccco3)c2)c2ncn(CCCO)c2n1
Cathepsin B	50000.1	'>'	Homo sapiens	C=Cc1cccc(-c2cccc(CNc3nc(C#N)nc4c3ncn4CCCO)c2)c1
Cathepsin B	5000.0	'='	Homo sapiens	CCCC[C@H](NC(=O)OCC(C)(C)c1ccccc1)C(=O)C(=O)N[C@H](C)c1ccccc1
Cathepsin B	5000.1	'>'	Homo sapiens	C[C@@H](NC(=O)C(=O)[C@H](CCCCNC(=O)N1CCOCC1)NC(=O)OCC1(Cc2ccc(F)cc2)CCC1)c1ccccc1
Cathepsin B	30000.1	'>'	Homo sapiens	COCOCCn1cnc2c(NCc3ccc(Cl)c(Cl)c3)nc(C#N)nc21
Cathepsin B	30000.1	'>'	Homo sapiens	N#Cc1nc(NCc2ccc(Cl)c(Cl)c2)c2ncn(Cc3ccccc3)c2n1
Cathepsin B	10000.1	'>'	Homo sapiens	NC(=S)N/N=C(\c1cc(F)cc(F)c1)c1cccc(Br)c1
Cathepsin B	10000.1	'>'	Homo sapiens	NC(=S)N/N=C(/c1cccc(Br)c1)c1cc(F)c(F)c(F)c1
Cathepsin B	300.0	'='	Homo sapiens	N#CN1CCC(NC(=O)c2ccc(-c3ccccc3)cc2)C1
Cathepsin B	1000.1	'>'	Homo sapiens	O=C[C@H](Cc1c[nH]c2ccccc12)NC(=O)C(Cc1ccccc1)Cc1ccccc1
Cathepsin B	25118.96	'>'	Homo sapiens	N#CN1CCCC1
Cathepsin B	3981.07	'='	Homo sapiens	N#CN1CC[C@@H](NC(=O)c2ccc(F)cc2)C1
Cathepsin B	10000.1	'>'	Homo sapiens	Cc1nnc(CN2CCC(CCOc3ccc(-c4cc5c(ncn5C)c(C#N)n4)cc3C(F)(F)F)CC2)o1
Cathepsin B	10000.1	'>'	Homo sapiens	CC(=O)N1CCC(CCOc2ccc(-c3cc4c(ncn4C)c(C#N)n3)cc2C(F)(F)F)CC1
Cathepsin B	26900.0	'='	Homo sapiens	O=C(/C=C/c1ccco1)C(C(=O)/C=C/c1ccco1)=C1SCCCS1
Cathepsin B	680.0	'='	Homo sapiens	O=C(N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)CF)OCc1ccccc1
Cathepsin B	50000.1	'>'	Homo sapiens	C=Cc1ccc(-c2cccc(CNc3nc(C#N)nc4c3ncn4CCCO)c2)cc1
Cathepsin B	8400.0	'='	Homo sapiens	N#Cc1nc(NCc2cccc(-c3ccccc3)c2)c2ncn(CCCO)c2n1
Cathepsin B	10.0	'='	Homo sapiens	CC(C)C[C@H](NC(=O)[C@H]1O[C@@H]1C(=O)O)C(=O)NCCCCN=C(N)N
Cathepsin B	2000.0	'='	Homo sapiens	CC(C)C[C@H](NC(=O)OCC(C)(C)Sc1ccccc1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)C(=O)NC1CC1
Cathepsin B	2000.0	'='	Homo sapiens	[2H]C([2H])(OC(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O)C(C)(C)Sc1ccccc1
Cathepsin B	30000.1	'>'	Homo sapiens	N#Cc1nc(NCc2ccc(F)cc2)c2ncn(CCCCO)c2n1
Cathepsin B	30000.1	'>'	Homo sapiens	CCCCn1cnc2c(NCCc3ccccc3)nc(C#N)nc21
Cathepsin B	30000.1	'>'	Homo sapiens	N#Cc1nc(NCc2ccc(Cl)cc2)c2ncn(C3CCCC3)c2n1
Cathepsin B	30000.1	'>'	Homo sapiens	CC(Nc1nc(C#N)nc2c1ncn2Cc1ccccc1)c1ccccc1
Cathepsin B	30000.1	'>'	Homo sapiens	CCCCCCNc1nc(C#N)nc2c1ncn2CC1CCCCC1
Cathepsin B	10000.1	'>'	Homo sapiens	N#CCNC(=O)[C@H](Cc1cccc(-c2nncs2)c1)NC(=O)c1ccccc1
Cathepsin B	7690.0	'='	Homo sapiens	Cc1ccc(CNc2nc(C#N)nc3c2ncn3CCCO)cc1
Cathepsin B	71.0	'='	Homo sapiens	C[C@H](NC(=O)O[C@H](Cn1cnc2cc(Cl)c(Cl)cc21)C(C)(C)C)C(=O)CNS(=O)(=O)c1ccccn1
Cathepsin B	310.0	'='	Homo sapiens	C[C@H](NC(=O)O[C@H](Cn1ccc(-c2ccc(C(F)(F)F)cc2)n1)C(C)(C)C)C(=O)CNS(=O)(=O)c1ccccn1
Cathepsin B	5000.1	'>'	Homo sapiens	N#CC1(NC(=O)C(Cc2ccc(Cl)nc2)NC(=O)c2ccc(-c3ccccc3)cc2)CC1
Cathepsin B	200.0	'='	Homo sapiens	N#CN1CCC(NC(=O)OCc2ccccc2)C1
Cathepsin B	47.0	'='	Homo sapiens	COC(=O)c1cccc(COC[C@@H](C#N)NC(=O)[C@H](Cc2cccc(C)c2)NC(=O)C(c2ccccc2)c2ccccc2)c1
Cathepsin B	30000.1	'>'	Homo sapiens	[N-]=[N+]=CC(=O)[C@H](Cc1ccccc1)NC(=O)CN
Cathepsin B	10000.1	'>'	Homo sapiens	CCCc1cc(-c2ccc(C(F)(F)F)cc2)nc(C#N)n1
Cathepsin B	10000.1	'>'	Homo sapiens	CCCc1cc(-c2cccc(Br)c2)nc(C#N)n1
Cathepsin B	10000.1	'>'	Homo sapiens	NC(=S)N/N=C1\CCSc2cc(F)c(F)cc21
Cathepsin B	10000.1	'>'	Homo sapiens	COc1ccc2c(c1)/C(=N/NC(N)=S)CCS2
Cathepsin B	10000.1	'>'	Homo sapiens	NC(=S)N/N=C1\CCS(=O)(=O)c2c(F)cc(Br)cc21
Cathepsin B	10000.1	'>'	Homo sapiens	NC(=S)N/N=C(/c1ccccc1)c1ccccc1F
Cathepsin B	10000.1	'>'	Homo sapiens	NC(=S)NN=C(c1cccc(F)c1)c1cccc(F)c1
Cathepsin B	3981.07	'='	Homo sapiens	N#CN1CC[C@H](NS(=O)(=O)c2ccccc2)C1
Cathepsin B	10000.1	'>'	Homo sapiens	CN(C)C(=O)CN1CCC(CCOc2ccc(-c3cc4c(ncn4C)c(C#N)n3)cc2C(F)(F)F)CC1
Cathepsin B	10000.1	'>'	Homo sapiens	Cn1cnc2c(C#N)nc(-c3ccc(OCCC4CCN(Cc5ncco5)CC4)c(C(F)(F)F)c3)cc21
Cathepsin B	6309.57	'='	Homo sapiens	N#CCNC(=O)[C@H](Cc1cccc(-c2ccccn2)c1)NC(=O)c1ccccc1
Cathepsin B	10000.1	'>'	Homo sapiens	Cn1nc(C(C)(C)C)cc1C(=O)N[C@@H](Cc1cccc(-c2nnco2)c1)C(=O)NCC#N
Cathepsin B	20000.0	'='	Homo sapiens	CCCC[C@H](NC(=O)O[C@H](Cn1ccc(-c2ccc(C(F)(F)F)cc2)n1)C(C)(C)C)C(=O)C(=O)Nc1ccn[nH]1
Cathepsin B	870000.0	'='	Homo sapiens	CCCC[C@H](NC(=O)O[C@H](Cn1cnc(-c2ccc(C(F)(F)F)cc2)c1)C(C)(C)C)C(=O)C(=O)Nc1nccs1
Cathepsin B	3981.07	'='	Homo sapiens	Cn1nc(C(C)(C)C)cc1C(=O)N[C@@H](Cc1cccc(-c2nnc(CN)o2)c1)C(=O)NCC#N
Cathepsin B	10000.1	'>'	Homo sapiens	CC(C)CC(C(=O)NCC#N)c1cccc(-c2cccnc2)c1
Cathepsin B	1075.0	'='	Homo sapiens	CC(C)CC(C(=O)NCC#N)c1cccc(-c2ccc(C3CCNCC3)cc2)c1
Cathepsin B	10000.1	'>'	Homo sapiens	NC(=S)N/N=C(/c1cccc(Br)c1)c1cccnc1Br
Cathepsin B	1.8	'='	Homo sapiens	Cc1cccc(C[C@H](NC(=O)C(c2ccccc2)c2ccccc2)C(=O)N[C@H](C#N)COCc2cccc(C(=O)O)c2)c1
Cathepsin B	72.0	'='	Homo sapiens	CCCC[C@@H](C=O)NC(=O)O[C@@H](CC)Cc1ccccc1
Cathepsin B	3500000.0	'='	Homo sapiens	CCCC[C@H](NC(=O)O[C@H](Cc1nnc(-c2ccc(F)cc2)o1)C(C)(C)C)C(=O)C(=O)Nc1cc[nH]n1
Cathepsin B	5000.1	'>'	Homo sapiens	CCCC[C@H](NC(=O)OCC1(Cc2ccccc2)CCCC1)C(=O)C(=O)N[C@H](C)c1ccccc1
Cathepsin B	10000.1	'>'	Homo sapiens	Cc1ccc2c(c1)/C(=N/NC(N)=S)CCS2
Cathepsin B	75000.0	'='	Homo sapiens	N#CN1CCCC1CNC(=O)c1ccccc1
Cathepsin B	1000000.1	'>'	Homo sapiens	CCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](CC(=O)O)NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)CC)C(C)C)C(=O)O
Cathepsin B	72.0	'='	Homo sapiens	CCCC[C@H](NC(=O)O[C@H](Cn1cc(-c2ccc(C(F)(F)F)cc2)cn1)C(C)(C)C)C(=O)CNS(=O)(=O)c1ccccn1
Cathepsin B	30000.1	'>'	Homo sapiens	N#Cc1nc(NCc2ccc(Br)cc2)c2ncn(Cc3ccccc3)c2n1
Cathepsin B	140.0	'='	Homo sapiens	CCOC(=O)/C=C/C(=O)[C@H](C)NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1
Cathepsin B	915.0	'='	Homo sapiens	CC(C)CC(NC(=O)c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(=O)N(C)N(C)C#N
Cathepsin B	2000.0	'='	Homo sapiens	N#CN1CCC1
Cathepsin B	1000000.1	'>'	Homo sapiens	CCC[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](CC(=O)O)NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)CC)C(C)C)C(=O)NCc1ccccc1
Cathepsin B	416000.0	'='	Homo sapiens	CCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](CC(=O)O)NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)CC)C(C)C)C(=O)C(F)(F)C(F)(F)F
