MaxAbsEStateIndex,Ipc,Kappa1,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,HeavyAtomCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAtomStereoCenters,NumHAcceptors,NumHDonors,NumHeteroatoms,NumHeterocycles,NumSaturatedCarbocycles,NumSaturatedRings,NumUnspecifiedAtomStereoCenters,RingCount,MolMR,fr_Ar_N,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_alkyl_halide,fr_amidine,fr_aniline,fr_benzene,fr_bicyclic,fr_guanido,fr_halogen,fr_methoxy,fr_nitrile,fr_pyridine
13.49547148693594,2863224052.05028,44.74,17.766178333256512,285.8834855778085,41.903525204553766,18.12552248744388,0.0,29.535898646757527,0.0,5.969305287951849,28.76722310443093,0.0,0.0,0.0,69.23737199690622,49.3549106763496,6.4208216229260096,37.133257679644544,44.086805288953045,35.50520393470938,26.58394302003165,29.589530230806965,150.68235423246333,0.0,0.0,0.0,26.58394302003165,0.0,0.0,0.0,93.24192304046792,29.589530230806965,108.26521731122688,0.0,0.0,0.0,223.26,84.8568043724463,38.98027789411234,0.0,41.91753158308448,0.0,6.923737199690624,27.694948798762496,41.54242319814374,26.58394302003165,5.106527394840706,0.0,0.0,75.94592886569134,43.86397564547298,0.0,-4.2490851262082,-4.614630225958684,-2.7640367707621163,19.81784761176466,0.0,48,14,0,0,0,0,0,7,8,8,14,0,0,0,0,0,182.2518999999996,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
14.347666934959612,6959333174896732.0,60.20655476970743,18.518342282942147,439.3364821644288,56.28080438817975,42.85792693940068,0.0,41.35025810546054,0.0,12.062545358890263,33.561760288502754,9.589074368143644,0.0,0.0,118.69045482568669,67.55401188173444,33.48174361711897,25.676426381099805,57.73108795908719,53.4128034643508,35.96688360857676,17.56947956948497,140.98899313815815,27.74989791254449,107.68586050201516,0.0,27.00082189318751,4.794537184071822,0.0,0.0,149.36581015607146,11.835812092322788,89.83397021110017,90.99550602692418,0.0,0.0,276.18,114.14838332522224,48.2573620514871,0.0,44.62889612530436,16.026812714244468,37.92869816802349,68.44477801553573,50.2456768101509,21.267154416025324,15.207393384762284,10.325280420950158,0.0,126.08371666669744,22.576865006861727,7.672984824438962,-5.850673087576664,18.98319112427541,-2.295481022222523,8.776144395034411,4.061305004874438,75,20,0,1,1,3,0,8,12,6,20,1,0,1,0,4,278.5209999999996,0,0,3,4,1,0,0,0,3,0,0,0,1,0,0
14.275930495962932,758901253510607.1,59.73747525586593,18.55427503370231,423.3742143015546,56.28080438817975,41.85209578587145,0.0,41.35025810546054,0.0,12.062545358890263,33.561760288502754,9.589074368143644,0.0,0.0,88.35861948337859,82.7617719891093,33.48174361711897,25.676426381099805,57.73108795908719,53.4128034643508,35.96688360857676,17.56947956948497,160.75437358370084,27.74989791254449,71.7905736680101,0.0,27.00082189318751,4.794537184071822,0.0,0.0,154.96686096705514,11.835812092322788,105.04173031847505,60.6636706846161,0.0,0.0,276.18,119.74943413620592,48.2573620514871,0.0,38.02201416079144,10.463361222547473,37.92869816802349,64.95052134076116,44.179309741689295,21.267154416025324,15.207393384762284,10.330192957303026,0.0,125.56011719662696,22.50830510425682,6.066453361046469,-5.803577683126607,10.095593564702408,-2.237892339471043,13.836569543585115,4.060904961743518,72,20,0,1,1,2,0,8,12,6,20,1,0,1,0,3,268.1279999999995,0,0,3,4,1,0,0,0,2,0,0,0,1,0,0
14.35076784198909,9898020982634190.0,61.00042969264575,18.37911034344608,444.13071591662487,61.38733178302045,48.60743877268458,0.0,41.35025810546054,0.0,12.062545358890263,33.561760288502754,9.589074368143644,0.0,0.0,100.49135362030184,79.68674601865767,33.48174361711897,25.676426381099805,62.837615353927895,53.4128034643508,35.96688360857676,17.56947956948497,140.98899313815815,27.74989791254449,101.61949343355356,5.749511833283905,27.00082189318751,4.794537184071822,5.749511833283905,0.0,154.47233755091216,11.835812092322788,89.83397021110017,84.92913895846256,0.0,0.0,296.41,114.14838332522224,53.3638894463278,0.0,56.92316436450084,10.463361222547473,50.06143230494671,80.57751215245895,19.913841467842857,21.267154416025324,15.207393384762284,10.307737872141423,0.0,126.04083529060888,32.418510437971854,7.503226129795787,-6.08647236690843,15.726523949434974,-2.560463244546612,8.661197865020988,3.988904066481141,76,21,0,1,1,3,0,8,13,7,21,1,0,1,0,4,280.1857999999997,0,0,3,4,1,0,0,0,3,0,0,0,1,0,0
12.48280523011674,1771941.4870601618,16.846280991735537,2.9305568130375743,156.19191695285863,5.106527394840706,5.749511833283905,0.0,0.0,5.907179729351506,0.0,15.646119978292592,4.9839785209472085,0.0,0.0,42.46456947923127,43.17347858816007,10.772448428929591,22.284239201613083,9.901064578912528,33.40041586819718,10.409769918057592,0.0,13.847474399381248,5.425791397110385,77.35402515970709,5.749511833283905,10.85158279422077,5.687386274683562,5.749511833283905,0.0,15.99768564513942,13.847474399381248,21.48489165916281,60.6636706846161,0.0,21.805849864162116,74.25,5.907179729351506,9.901064578912528,0.0,11.3129633249809,38.620139122239664,6.06636706846161,18.19910120538483,43.32193961046029,17.775319993911392,4.9839785209472085,0.0,0.0,17.288198272753647,11.72350496825605,10.746177993299655,-0.4734345681441634,18.282508359812653,0.0,4.099711640688823,0.0,27,5,0,0,0,3,1,0,4,3,5,1,0,0,0,4,107.91870000000004,1,0,1,2,0,0,0,1,3,2,0,0,0,0,1
12.959429621838533,346262152.18753374,30.60919586974597,10.628913967775624,233.06434961757975,21.056893206859694,6.041840829147961,0.0,17.721539188054518,0.0,0.0,14.383611552215466,0.0,0.0,0.0,101.2577952390946,41.51627083556602,12.965578028838586,18.566628839822272,19.49013894705617,28.493987616984107,15.950365812018994,5.917906046161393,109.0849819205376,6.544756405912575,48.02802097092827,0.0,15.950365812018994,0.0,0.0,0.0,47.56047103485202,5.917906046161393,90.03996374326438,42.46456947923127,0.0,10.772448428929591,107.53,24.09482777539573,19.49013894705617,0.0,24.15308712779041,54.86082965818265,19.26246486877803,0.0,50.2456768101509,22.016732880480603,0.0,0.0,0.0,38.6143768551292,22.14216080283781,0.9753839378091173,-0.7998849112943007,12.856951137527853,9.158683295953324,4.385662215370329,0.0,39,7,0,1,1,2,0,3,4,4,7,1,0,1,0,3,156.1548999999998,0,0,0,3,0,0,0,0,2,1,0,0,0,0,0
13.866605966366029,492752698947.6787,48.86753424862597,18.241574314673468,339.10424510374907,41.16419632247246,35.36101498051936,0.0,23.628718917406022,0.0,6.093240070938415,19.178148736287287,13.575367279421462,11.761884949391115,0.0,64.95052134076117,80.71692684782208,18.52902952053558,25.359571145922096,47.33376931814955,41.48384393773555,26.58394302003165,17.75371813848418,117.25555972912632,18.615504754771116,71.29228121317867,0.0,26.58394302003165,13.575367279421462,0.0,11.761884949391115,89.3163716532801,29.388159820575964,79.358443826771,48.53093654769288,0.0,0.0,184.19,77.23950750256995,37.86004341054945,0.0,55.90660689416171,23.762552697081823,11.761884949391115,55.38989759752498,36.58760452581945,26.58394302003165,9.473725907600098,38.78324556519215,1.4378648454844098,66.44364856769543,25.148718925133352,0.2533346750650858,-4.82368220509323,8.023548385553077,-0.3553654259717886,13.338686666941522,0.0,57,13,0,0,0,2,0,6,9,6,16,0,0,0,0,2,215.7152999999994,0,0,0,5,0,0,0,0,2,0,0,2,0,0,0
14.076032561257476,6342585535995.712,42.21241319444445,10.176621355159597,354.08770581608746,29.533814591097663,11.49902366656781,11.49902366656781,5.907179729351506,17.721539188054518,0.0,24.078058467137765,0.0,0.0,0.0,71.73281632815792,100.56216081181148,40.5730769839788,43.05575677454232,38.495264992528135,62.7605425958204,15.116608065707286,0.0,31.40827208567429,33.85386430029279,151.52985083410906,22.99804733313562,19.52737746540648,0.0,22.99804733313562,39.13182367841438,84.53473729113675,0.0,48.62169063362645,113.66732674814143,10.045266627482652,0.0,134.71,35.774526134302285,24.28467613112799,0.0,49.16626693868073,16.02681271424447,25.185871881867158,54.59730361615449,48.53093654769288,21.24673250195568,37.41246864186518,17.323048324362816,16.099310203263776,56.78240067483687,15.905291359394113,2.2407927185153147,0.0284172026443862,30.32829611993364,-1.0773598028801157,-0.2705838290312348,2.945942584515993,58,11,0,1,1,5,0,2,8,2,14,1,0,0,0,6,224.34099999999944,0,0,2,1,0,0,0,0,5,1,0,3,2,0,0
12.830072149913004,684822896.0301373,30.986160072044957,8.762978874405327,246.2449131295619,20.476967556653417,5.601050810983688,0.0,11.787168065786876,0.0,0.0,4.794537184071822,4.9839785209472085,0.0,13.157871367196996,57.18872008658607,79.53828499635748,37.18853554422263,12.145807216896262,14.637927532712578,5.907179729351506,15.617555728959871,5.41499046939678,108.7681266853599,6.544756405912575,84.09239646157387,5.879988336435371,15.37044016181271,0.0,5.879988336435371,0.0,40.28930007893194,5.41499046939678,94.01260975548988,61.83859049478588,0.0,0.0,83.47999999999999,12.145807216896262,9.901064578912528,0.0,22.965061838879933,62.49347596680208,11.126902983393991,0.0,24.41525085374245,68.82812844812797,9.720841474747257,6.449792972006072,0.0,17.581503713771934,18.296562024443745,4.502471668603177,0.6719492746326335,10.138079007623594,13.199124101055029,14.660517237863822,0.0,41,6,1,1,2,1,1,3,5,3,6,2,1,1,0,4,165.9991999999997,1,0,1,2,0,0,0,0,1,1,0,0,0,0,1
13.287250411088932,341573545.5832382,32.39526193424808,9.200662708867013,242.36355912035685,25.37687728750389,17.392403473415555,0.0,11.814359458703011,0.0,0.0,9.589074368143644,0.0,0.0,0.0,71.42887547355117,57.07848549740528,38.03936395528674,12.145807216896262,19.4324647167844,11.814359458703011,15.533486938863138,5.917906046161393,141.49908515974113,13.592428388589765,29.32600418877882,5.749511833283905,15.37044016181271,0.0,5.749511833283905,0.0,59.20192383001187,5.917906046161393,128.83728928610722,18.19910120538483,0.0,0.0,90.9,18.187648046044224,14.69560176298435,0.0,23.457251098834657,49.83789306253696,18.40509473754901,18.871318913218293,0.0,63.45136441185061,4.736862953800049,6.288348922475109,0.0,27.54571881227136,18.22053735481924,2.0641100759697872,1.467587529508379,5.478951809777836,8.895287554105744,12.913386436295584,1.7094048381102993,40,7,0,2,2,1,0,5,5,3,7,2,0,1,0,3,161.48519999999968,0,0,1,2,0,0,0,0,1,1,0,0,0,0,0
14.049821644876,346001418115.3746,47.172308852316434,16.01224637971451,331.7221854317885,41.79133640479394,29.76841412757553,0.0,23.628718917406022,0.0,12.062545358890263,19.178148736287287,9.589074368143644,0.0,0.0,108.62691550568586,56.07265434387605,24.925324904147946,7.109797541277533,38.24094901203103,35.69126427629629,26.58394302003165,23.48738561564636,129.84901707479108,7.109797541277533,71.7905736680101,0.0,32.31761049719384,4.794537184071822,0.0,0.0,84.65315760344527,17.75371813848418,86.2821810264616,60.6636706846161,0.0,0.0,207.04999999999995,77.54336006216774,28.76722310443093,0.0,37.01618300726221,11.126902983393991,7.109797541277533,48.46616039783436,74.51114508399735,26.58394302003165,15.207393384762284,10.286958501353396,0.0,80.00226223040727,13.993783047886977,7.522662108647478,-3.678015649705269,12.803627760943549,-0.0568537498013137,15.965023128685996,1.2438859549152623,56,14,0,0,0,2,0,7,9,6,14,0,0,0,0,2,214.91189999999935,0,0,0,5,1,0,0,0,2,0,0,0,1,0,0
13.666883433815164,4185910555.544582,30.080385662223776,7.707407288591272,249.57037803138653,30.530619114459792,5.749511833283905,0.0,0.0,5.907179729351506,0.0,4.794537184071822,0.0,0.0,0.0,50.24567681015091,90.60765546988748,36.98907337186659,25.359571145922096,19.374790486512623,11.594566004035068,10.633577208012662,0.0,76.16110299396522,32.12298092162193,94.54729521156273,5.749511833283905,20.68722876581904,5.687386274683562,5.749511833283905,0.0,49.96570665870407,0.0,78.06046157980347,66.73003775307771,0.0,0.0,91.85,12.145807216896262,9.901064578912528,0.0,11.446104981734852,54.79184398897807,11.126902983393991,7.109797541277533,42.46456947923127,54.06330848524668,9.473725907600098,11.395715503059048,0.0,13.666883433815164,21.848526731503704,5.807196994823197,1.0460709804032668,21.98678891938015,3.5874230241609277,6.594382330951952,1.6503454152359207,42,7,1,1,2,3,0,2,6,4,7,1,1,1,0,5,167.2263999999996,0,0,0,3,0,0,0,1,3,4,0,0,1,0,0
13.730648042010223,60757105.754573286,29.0519817530355,8.504316593743493,219.551720485986,20.476967556653417,22.98500432635938,0.0,5.907179729351506,0.0,0.0,4.794537184071822,8.78083009534964,0.0,0.0,46.24850455861172,60.927196726644254,37.560974617835775,12.145807216896262,23.418757628062217,5.907179729351506,10.633577208012662,5.41499046939678,97.4352301698017,6.544756405912575,64.72299856795243,5.749511833283905,15.370440161812713,8.78083009534964,5.749511833283905,0.0,35.30532155798474,17.04943215148857,83.5370833711607,36.39820241076966,0.0,0.0,70.59,23.78024889898805,18.681894674262168,0.0,35.93063986771852,43.06261688514655,24.61992282831084,0.0,6.06636706846161,57.384997343389,4.736862953800049,33.91426466228654,0.0,11.853520972129932,17.342201506514503,2.457005596967008,-0.8530348834597707,8.847384318914838,2.673050429840532,12.432274063473091,0.0,37,5,0,1,1,2,0,4,4,3,7,1,0,0,0,3,142.57619999999986,0,0,0,2,0,0,0,0,2,1,0,2,0,0,0
13.054752943264848,441719262.67100894,30.28380107218413,11.98541939490708,231.92954304406183,21.056893206859694,6.041840829147961,0.0,17.721539188054518,0.0,0.0,19.367590073162678,0.0,0.0,0.0,81.34395377125175,36.45573492063363,31.780086794990748,18.566628839822272,19.49013894705617,17.721539188054518,20.9343443329662,0.0,101.65832914408236,6.544756405912575,65.98515960585142,0.0,15.950365812018994,0.0,0.0,0.0,52.544449555799225,0.0,81.75594083558012,54.85825662245743,0.0,0.0,120.42,24.09482777539573,19.49013894705617,0.0,18.23518108162902,56.07265434387607,12.84164324585202,18.46005421168776,36.39820241076966,20.9343443329662,0.0,0.0,0.0,42.961764545909325,19.826053947900817,1.7915273786792552,-0.8040943340046305,11.860199427640891,12.63632504476662,0.5615573224410568,0.0,39,8,0,1,1,1,1,3,5,4,8,2,0,1,0,3,151.75189999999978,1,0,1,3,0,0,0,0,1,0,0,0,0,0,1
13.7010227954619,45882212.30665991,26.482109907567487,6.590628887860695,211.40059519900663,20.476967556653417,17.235492493075476,0.0,11.787168065786876,0.0,0.0,4.794537184071822,13.764808616296849,0.0,0.0,20.771211599071872,66.84510277280565,43.757818189448855,12.145807216896262,23.418757628062217,5.907179729351506,15.617555728959871,5.41499046939678,90.00857739334647,6.544756405912575,58.78710800264229,5.879988336435371,15.370440161812713,8.78083009534964,5.879988336435371,0.0,40.28930007893195,17.04943215148857,76.11043059470548,30.46231184545952,0.0,0.0,83.48,23.780248898988056,18.681894674262168,0.0,35.93063986771852,49.29737816648564,19.056471336613843,0.0,6.196843571613076,42.45513439649336,4.736862953800049,33.73945861363433,0.0,16.471873263954794,17.253879853970716,2.354966405231748,-1.0687538932859229,4.601252406778685,5.712481251080759,8.101508765301553,0.0,36,6,1,1,2,1,1,3,5,3,8,2,1,1,0,4,133.6402,1,0,1,2,0,0,0,0,1,1,0,2,0,0,1
