Target Name	IC50 (nM)	Value	Target Source Organism According to Curator or DataSource	Ligand SMILES
Cathepsin S	1.3	'='	Homo sapiens	CC(=O)N1CCC(N2CCC2C(=O)N2C[C@H](S(=O)(=O)c3ccccc3Cl)C[C@H]2C(=O)NC2(C#N)CC2)CC1
Cathepsin S	0.8	'='	Homo sapiens	N#CC1(NC(=O)[C@@H]2C[C@@H](S(=O)(=O)c3ccccc3OC(F)(F)F)CN2C(=O)C2(N3CCCCC3)CC2)CC1
Cathepsin S	3.3	'='	Homo sapiens	Cc1noc(C)c1CN1CCC(CCOc2ccc(-c3cc4c(ncn4C)c(C#N)n3)cc2C(F)(F)F)CC1
Cathepsin S	0.668	'='	Homo sapiens	CC[C@H](NC(=O)[C@@H]1C[C@@H](S(=O)(=O)c2ccccc2C(F)(F)F)CN1C(=O)C1(c2ccc(Cl)cc2)CC1)C(=O)C(=O)NC1CC1
Cathepsin S	0.779	'='	Homo sapiens	CCC[C@H](NC(=O)[C@@H]1C[C@@H](S(=O)(=O)c2ccccc2Cl)CN1C(=O)C1(c2ccc(Cl)cc2)CC1)C(=O)C(=O)NCC
Cathepsin S	1.379	'='	Homo sapiens	CC[C@H](NC(=O)[C@@H]1C[C@@H](S(=O)(=O)c2ccc(OCC(F)(F)F)cc2C(F)(F)F)CN1C(=O)C1(c2ccc(Cl)cc2)CC1)C(=O)C(=O)NC1CC1
Cathepsin S	41.0	'='	Homo sapiens	CCCC[C@H](NC(=O)N1CCOCC1)C(=O)N[C@H](C#N)CCc1ccccc1
Cathepsin S	97000.0	'='	Homo sapiens	C#CCNC(=O)[C@H](CC(C)C)NC(=O)N1CCOCC1
Cathepsin S	1900.0	'='	Homo sapiens	COc1ccc(NCCNC(=O)[C@H](CC(C)C)NC(=O)c2ncn(-c3ccccc3Cl)n2)cc1
Cathepsin S	51.0	'='	Homo sapiens	CC(C)C[C@H](NC(=O)N1CCOCC1)C(=O)N[C@H](C#N)c1ccccc1
Cathepsin S	134000.0	'='	Homo sapiens	C[C@H](NC(=O)N1CCOCC1)C(=O)N[C@H](C#N)CCc1ccccc1
Cathepsin S	4000.0	'='	Homo sapiens	CN1CCN(c2ccc3c(c2)C(NC(=O)c2ccccc2)CCC3)CC1
Cathepsin S	840.0	'='	Homo sapiens	CC(C)(C)CNc1nc(C#N)ncc1C#CCN1CCc2ccccc2C1
Cathepsin S	140.0	'='	Homo sapiens	COC(=O)c1sc2cc(F)ccc2c1C1CCN(CC(O)Cn2nc(-c3ccc(C(F)(F)F)cc3)c3c2CCN(C(C)=O)C3)CC1
Cathepsin S	9500.0	'='	Homo sapiens	CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)NCCNc1ccc(OCc2ccccc2)cc1
Cathepsin S	480.0	'='	Homo sapiens	COc1ccc(C(=O)N[C@@H](CC(C)C)C(=O)NCCNc2ccc(OCC3CCCC3)cc2)cc1
Cathepsin S	4500.0	'='	Homo sapiens	CC(C)C[C@H](NC(=O)c1cc2ccccc2[nH]1)C(=O)NCCNc1ccc(OCc2ccccc2)cc1
Cathepsin S	160.0	'='	Homo sapiens	COc1ccc(NCCNC(=O)[C@H](CC(C)C)NC(=O)c2cc3ccccc3[nH]2)cc1
Cathepsin S	1.769	'='	Homo sapiens	N#CC1(NC(=O)[C@@H]2C[C@@H](S(=O)(=O)c3ccc(F)cc3Cl)CN2C(=O)C2(c3ncc(Br)cc3F)CCN2)CC1
Cathepsin S	353.0	'='	Homo sapiens	Cn1cnc2c(C#N)nc(-c3ccc(OCCC4CCN(S(C)(=O)=O)CC4)c(C(F)(F)F)c3)cc21
Cathepsin S	1000.0	'='	Homo sapiens	C[C@H]1C[C@@H](NS(=O)(=O)c2cc(Br)ccc2Br)CN1C#N
Cathepsin S	12.0	'='	Homo sapiens	Cc1noc(C)c1CN1CCC(CCOc2ccc(-c3cc4c(ncn4C)c(C#N)n3)cc2C(F)(F)F)CC1
Cathepsin S	35.0	'='	Homo sapiens	CCCC[C@H](NC(=O)O[C@H](Cn1ccc(-c2ccc(C(F)(F)F)cc2)n1)C(C)(C)C)C(=O)CNS(=O)(=O)c1ccccn1
Cathepsin S	23.0	'='	Homo sapiens	N#Cc1nc(CCCN2CCCCC2)cc(-c2cccc(C(F)(F)F)c2)n1
Cathepsin S	1584.89	'='	Homo sapiens	N#CN1CC[C@@H](NS(=O)(=O)c2ccccc2)C1
Cathepsin S	100.0	'='	Homo sapiens	CC1CCCN1C(=O)CSc1cc(-c2nn(CCCN3CCC(N4CCCC4=O)CC3)c3c2CN(S(C)(=O)=O)CC3)ccc1C(F)(F)F
Cathepsin S	10.0	'='	Homo sapiens	O=C(CSc1cc(-c2nn(CC(O)CN3CCC(c4ccccn4)CC3)c3c2CN(C(=O)CO)CC3)ccc1C(F)(F)F)N1CCOCC1
Cathepsin S	190.0	'='	Homo sapiens	COc1ccccc1C1CCN(CC(O)Cn2nc(-c3ccc(C(F)(F)F)c(SCC(=O)N4CCOCC4)c3)c3c2CCNC3)CC1
Cathepsin S	150.0	'='	Homo sapiens	CC(=O)N1CCc2c(c(-c3ccc(C(F)(F)F)c(SCC(=O)N4CCCC4)c3)nn2CC(O)CN2CCC(C(C)(C)O)CC2)C1
Cathepsin S	10000.0	'='	Homo sapiens	CS(=O)(=O)N1CCc2c(c(-c3ccc(C(F)(F)F)c(SCC(=O)NCc4ccccc4)c3)nn2CCCN2CCC(N3CCCC3=O)CC2)C1
Cathepsin S	1280.0	'='	Homo sapiens	CN(C)CCSc1cc(-c2nn(CCCN3CCC(N4CCCC4=O)CC3)c3c2CN(S(C)(=O)=O)CC3)ccc1C(F)(F)F
Cathepsin S	420.0	'='	Homo sapiens	CS(=O)(=O)N1CCc2c(c(-c3ccc(C(F)(F)F)c(SCCN4CCOCC4)c3)nn2CC(O)CN2CCCCC2)C1
Cathepsin S	889.0	'='	Homo sapiens	CS(=O)(=O)N1CCc2c(c(-c3ccc(C(F)(F)F)c(SCCN4CCCCC4)c3)nn2CC(O)CN2CCOCC2)C1
Cathepsin S	96.0	'='	Homo sapiens	CS(=O)(=O)N1CCc2c(c(-c3ccc(C(F)(F)F)c(SCCN4CCCCC4)c3)nn2CC(O)CN2CCC(C(=O)N3CCCC3)CC2)C1
Cathepsin S	155.0	'='	Homo sapiens	CN1CC[C@@](C#N)(NC(=O)[C@@H](CC(=O)N2CCOCC2)CC2CCCCC2)C1
Cathepsin S	30.0	'='	Homo sapiens	CS(=O)(=O)N1CCc2c(c(-c3ccc(C(F)(F)F)cc3)nn2CC(O)CN2CCC(c3c[nH]c4cnccc34)CC2)C1
Cathepsin S	29.0	'='	Homo sapiens	COc1ccc2[nH]cc(C3CCN(CC(O)Cn4nc(-c5ccc(C(F)(F)F)cc5)c5c4CCN(S(C)(=O)=O)C5)CC3)c2c1
Cathepsin S	370.0	'='	Homo sapiens	CN(C)C(=O)c1sc2cc(F)ccc2c1C1CCN(CCCn2nc(-c3ccc(C(F)(F)F)cc3)c3c2CCN(S(C)(=O)=O)C3)CC1
Cathepsin S	130.0	'='	Homo sapiens	COC(=O)c1sc2cc(F)ccc2c1C1CCN(CCCn2nc(-c3ccc(C(F)(F)F)cc3)c3c2CCN(S(C)(=O)=O)C3)CC1
Cathepsin S	2.2	'='	Homo sapiens	CN1CCC(N(C)C(=O)Cn2ccc3c(-c4ccc(OCCC5CCOCC5)c(C(F)(F)F)c4)nc(C#N)nc32)C1
Cathepsin S	2.8	'='	Homo sapiens	N#Cc1nc(-c2ccc(OCCC3CCNCC3)c(C(F)(F)F)c2)c2ccn(C3CCOC3)c2n1
Cathepsin S	7.8	'='	Homo sapiens	CN1CCC[C@H]1C(=O)N1CCC(CCOc2ccc(-c3nc(C#N)nc4c3ccn4CC3CCOC3)cc2C#N)CC1
Cathepsin S	2.7	'='	Homo sapiens	CCN1CCCC(CCOc2ncc(-c3nc(C#N)nc4c3ccn4C)cc2C(F)(F)F)C1
Cathepsin S	2.3	'='	Homo sapiens	Cn1ccc2c(-c3ccc(OCCC4CCN(C5CC5)CC4)c(C(F)(F)F)c3)nc(C#N)nc21
Cathepsin S	4.3	'='	Homo sapiens	CC(C)N1CCC(CCOc2ccc(-c3nc(C#N)nc4c3ccn4CC3CCOC3)cc2C#N)CC1
Cathepsin S	1100.0	'='	Homo sapiens	Cc1ccccc1C#Cc1cc(-c2nn(CCCN3CCOCC3)c3c2CN(S(C)(=O)=O)CC3)ccc1Cl
Cathepsin S	280.0	'='	Homo sapiens	CC(=O)OCC(=O)N1CCc2c(c(-c3ccc(Cl)c(C#Cc4ccc(Cl)cc4)c3)nn2CCCN2CCOCC2)C1
Cathepsin S	10000.1	'>'	Homo sapiens	N#CCNC(=O)c1cccc(C(F)(F)F)c1
Cathepsin S	110.0	'='	Homo sapiens	CC(C=O)NC(=O)c1cccc(C(F)(F)F)c1Cl
Cathepsin S	7.1	'='	Homo sapiens	CCOC(=O)CNC(=O)C(=O)C(COCc1ccccc1)NC(=O)[C@H](CC1CCCCC1)NC(=O)c1cc2ccccc2n1C
Cathepsin S	10.3	'='	Homo sapiens	CCOC(=O)CNC(=O)C(=O)C(COCc1ccccc1)NC(=O)[C@H](CC1CCCCC1)NC(=O)c1ccc([N+](=O)[O-])s1
Cathepsin S	83.0	'='	Homo sapiens	CCCc1cc(-c2cccc(CC)c2)nc(C#N)n1
Cathepsin S	195.0	'='	Homo sapiens	CCCc1cc(-c2cccc(C(C)C)c2)nc(C#N)n1
Cathepsin S	15.0	'='	Homo sapiens	CCCc1cc(-c2ccc(OC)c(C(F)(F)F)c2)nc(C#N)n1
Cathepsin S	60.0	'='	Homo sapiens	N#Cc1nc(-c2cccc(C(F)(F)F)c2)nc2[nH]cnc12
Cathepsin S	4.5	'='	Homo sapiens	CCOc1ccc(-c2nc(C#N)c3ncn(CCO)c3n2)cc1C(F)(F)F
Cathepsin S	0.48	'='	Homo sapiens	CN1CCN(c2ccc(CCNC(=O)c3cnc(C#N)nc3NC3CCCCC3)cc2)CC1
Cathepsin S	2.3	'='	Homo sapiens	N#Cc1ncc(C(=O)NCCc2ccc(N3CCCC3)cc2)c(NC2CCCCC2)n1
Cathepsin S	28.0	'='	Homo sapiens	N#Cc1nc(Nc2cccc([N+](=O)[O-])c2)nc(NC2CCCCC2)n1
Cathepsin S	23.0	'='	Homo sapiens	N#Cc1nc(NC[C@H](O)c2ccccc2)nc(N2CCNCC2)n1
Cathepsin S	2.866	'='	Homo sapiens	CCCCNC(=O)C(=O)[C@H](CC)NC(=O)[C@@H]1C[C@@H](S(=O)(=O)c2ccccc2Cl)CN1C(=O)C1(c2ncc(Cl)cc2F)CC1
Cathepsin S	190.0	'='	Homo sapiens	NC(=O)C(=O)N1CCc2c(c(-c3ccc(C(F)(F)F)c(SCCN4CCC(F)CC4)c3)nn2C[C@@H](O)CN2CCCCC2)C1
Cathepsin S	6.0	'='	Homo sapiens	N#C[C@H](COCc1ccccc1)NC(=O)[C@H](CC1CCCCC1)NC(=O)N1CCOCC1
Cathepsin S	10000.1	'>'	Homo sapiens	N#CCNC(=O)C1(NC(c2ccc(-c3ccc(N4CCNCC4)cc3)cc2)C(F)(F)F)CCCCC1
Cathepsin S	1340.0	'='	Homo sapiens	CC(C)C[C@@H](C(=O)NCC#N)c1cccc(-c2ccc(N3CCNCC3)cc2)c1
Cathepsin S	1000.0	'='	Homo sapiens	CC(=O)N1CCc2c(c(-c3ccc(Cl)cc3)nn2CC(O)CN2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)C1
Cathepsin S	41082.0	'='	Homo sapiens	CC(C)C[C@H](N[C@@H](c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)NCC(N)=O
Cathepsin S	155.0	'='	Homo sapiens	CCCc1cc(-c2cccc(C3CCCC3)c2)nc(C#N)n1
Cathepsin S	10000.1	'>'	Homo sapiens	CCCc1cc(C2CCCCC2)nc(C#N)n1
Cathepsin S	3130.0	'='	Homo sapiens	CS(=O)(=O)N1CCc2c(c(-c3ccc(C(F)(F)F)c(SCC(=O)N4CCOCC4)c3)nn2CC(O)CN2CCC(c3ccccc3F)CC2)C1
Cathepsin S	10000.0	'='	Homo sapiens	C[C@H]1CCCCN1CC(O)Cn1nc(-c2ccc(C(F)(F)F)c(SCC(=O)N3CCOCC3)c2)c2c1CCN(S(C)(=O)=O)C2
Cathepsin S	960.0	'='	Homo sapiens	CS(=O)(=O)N1CCc2c(c(-c3ccc(Cl)c(SCCO)c3)nn2CCCN2CCOCC2)C1
Cathepsin S	204.0	'='	Homo sapiens	CS(=O)(=O)N1CCc2c(c(-c3ccc(C(F)(F)F)c(SCCN4CCCCC4)c3)nn2CC(O)CN2CCCCC2)C1
Cathepsin S	120.0	'='	Homo sapiens	CS(=O)(=O)N1CCc2c(c(-c3ccc(C(F)(F)F)c(SCCN4CCC(F)CC4)c3)nn2C[C@@H](O)CN2CCCCC2)C1
Cathepsin S	380.0	'='	Homo sapiens	CS(=O)(=O)N1CCc2c(c(-c3ccc(C(F)(F)F)c(SCCNC(=O)c4ccccc4)c3)nn2CC(O)CN2CCC(N3CCCC3=O)CC2)C1
Cathepsin S	130.0	'='	Homo sapiens	CN1CCN(CCSc2cc(-c3nn(CCCN4CCC(N5CCCC5=O)CC4)c4c3CN(S(C)(=O)=O)CC4)ccc2C(F)(F)F)CC1
Cathepsin S	218.0	'='	Homo sapiens	CS(=O)(=O)N1CCc2c(c(-c3ccc(C(F)(F)F)c(SCCN4CCCCC4)c3)nn2CC(O)CN2CCC(C3CCCC3)CC2)C1
Cathepsin S	710.0	'='	Homo sapiens	CN(C)C1CCN(CC(O)Cn2nc(-c3ccc(C(F)(F)F)c(SCCN4CCCCC4)c3)c3c2CCN(S(C)(=O)=O)C3)CC1
Cathepsin S	10.0	'='	Homo sapiens	CS(=O)(=O)N1CCc2c(c(-c3ccc(C(F)(F)F)c(SCCN4CCCCC4)c3)nn2CC(O)CN2CCC(c3ccccc3C#N)CC2)C1
Cathepsin S	401.0	'='	Homo sapiens	CS(=O)(=O)N1CCc2c(c(-c3ccc(C(F)(F)F)c(SCCN4CCCCC4)c3)nn2CC(O)CN2CCCC2)C1
Cathepsin S	130.0	'='	Homo sapiens	CS(=O)(=O)N1CCc2c(c(-c3ccc(C(F)(F)F)c(SCCNC(=O)Cc4ccccc4)c3)nn2CC(O)CN2CCC(N3CCCC3=O)CC2)C1
Cathepsin S	3600.0	'='	Homo sapiens	CCCSc1cc(-c2nn(CCCN3CCOCC3)c3c2CN(S(C)(=O)=O)CC3)ccc1Cl
Cathepsin S	740.0	'='	Homo sapiens	CS(=O)(=O)N1CCc2c(c(-c3ccc(C(F)(F)F)c(SCCOc4ccccc4)c3)nn2CCCN2CCOCC2)C1
Cathepsin S	700.0	'='	Homo sapiens	CS(=O)(=O)N1CCc2c(c(-c3ccc(C(F)(F)F)c(SCCNCc4ccccc4)c3)nn2CCCN2CCC(N3CCCC3=O)CC2)C1
Cathepsin S	340.0	'='	Homo sapiens	CS(=O)(=O)N1CCc2c(c(-c3ccc(C(F)(F)F)c(SCCN4CCC(O)CC4)c3)nn2CCCN2CCC(N3CCCC3=O)CC2)C1
Cathepsin S	530.0	'='	Homo sapiens	CN(C)c1ccc(C(=O)NCCSc2cc(-c3nn(CC(O)CN4CCC(N5CCCC5=O)CC4)c4c3CN(S(C)(=O)=O)CC4)ccc2C(F)(F)F)cc1
Cathepsin S	460.0	'='	Homo sapiens	CS(=O)(=O)N1CCc2c(c(-c3ccc(C(F)(F)F)c(SCCNCc4ccccc4)c3)nn2CCCN2CCC(N3CCCC3=O)CC2)C1
Cathepsin S	460.0	'='	Homo sapiens	CS(=O)(=O)N1CCc2c(c(-c3ccc(C(F)(F)F)c(SCCN4CCC5CCCCC5C4)c3)nn2CCCN2CCC(N3CCCC3=O)CC2)C1
Cathepsin S	355.0	'='	Homo sapiens	CCCCO[C@@H]1NC(=O)[C@H]1NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1
Cathepsin S	2.1	'='	Homo sapiens	Cn1ccc2c(-c3ccc(OCCOC4CCNCC4)c(C(F)(F)F)c3)nc(C#N)nc21
Cathepsin S	2.7	'='	Homo sapiens	Cn1ccc2c(-c3cnc(OCC4CCN(C(=O)C5CCNCC5)CC4)c(C(F)(F)F)c3)nc(C#N)nc21
Cathepsin S	340.0	'='	Homo sapiens	CS(=O)(=O)N1CCc2c(c(-c3ccc(C(F)(F)F)cc3)nn2CCCN2CCC(c3c(C(=O)NCCN4CCOCC4)sc4cc(F)ccc34)CC2)C1
Cathepsin S	3136.0	'='	Homo sapiens	N#C[C@@]1(NC(=O)[C@@H](CC(=O)N2CCOCC2)CC2CCC(c3ccccc3)CC2)CCN(C2CCCCC2)C1
Cathepsin S	0.478	'='	Homo sapiens	CC(C)[C@H](NC(=O)[C@@H]1C[C@@H](S(=O)(=O)c2ccccc2Cl)CN1C(=O)C1(c2ncc(Cl)cc2F)CC1)C(=O)C(=O)NC1CC1
Cathepsin S	160.0	'='	Homo sapiens	CCCC[C@H](NC(=O)O[C@H](Cn1cnc(-c2ccc(C(F)(F)F)cc2)c1)C(C)(C)C)C(=O)C(=O)Nc1ccn[nH]1
Cathepsin S	490.0	'='	Homo sapiens	CS(=O)(=O)N1CCc2c(c(-c3ccc(Cl)c(C#Cc4ccc(CN)cc4)c3)nn2CCCN2CCOCC2)C1
Cathepsin S	600.0	'='	Homo sapiens	CN(Cc1ccccc1)Cc1ccc(C#Cc2cc(-c3nn(CCCN4CCOCC4)c4c3CN(S(C)(=O)=O)CC4)ccc2Cl)cc1
Cathepsin S	1700.0	'='	Homo sapiens	CS(=O)(=O)N1CCc2c(c(-c3ccc(Cl)c(C#Cc4ccc(CN[C@@H](CO)c5ccccc5)cc4)c3)nn2CCCN2CCOCC2)C1
Cathepsin S	2.219	'='	Homo sapiens	C[C@H](Oc1ccc(S(=O)(=O)[C@@H]2C[C@@H](C(=O)NC3(C#N)CC3)N(C(=O)C3(c4ncc(Br)cc4F)CCN3C(=O)OC(C)(C)C)C2)c(Cl)c1)C(F)(F)F
Cathepsin S	2.6	'='	Homo sapiens	COc1ccc(CCNC(=O)c2cnc(C#N)nc2NCC(C)(C)C)cc1OCCn1ccnc1
Cathepsin S	0.21	'='	Homo sapiens	CCCC[C@H](NC(=O)O[C@H](Cn1ccc(-c2ccc(C(F)(F)F)cc2)n1)C(C)(C)C)C(=O)C(=O)Nc1ccn[nH]1
Cathepsin S	0.901	'='	Homo sapiens	CC[C@H](NC(=O)[C@@H]1C[C@@H](S(=O)(=O)c2ccccc2Cl)CN1C(=O)C1(c2ccc(Cl)cc2)CC1)C(=O)C(=O)NCCc1ccccc1
Cathepsin S	90.0	'='	Homo sapiens	N#Cc1nc(Nc2ccc([N+](=O)[O-])cc2)nc(NC2CCCCC2)n1
Cathepsin S	27.0	'='	Homo sapiens	CS(=O)(=O)N1CCc2c(c(-c3ccc(C(F)(F)F)cc3)nn2CC(O)CN2CCC(c3c[nH]c4ncccc34)CC2)C1
Cathepsin S	7500.0	'='	Homo sapiens	CC(C)C[C@H](NC(=O)c1cc2ccccc2[nH]1)C(=O)NCCNc1ccc(OCC2CCCC2)cc1
Cathepsin S	10000.1	'>'	Homo sapiens	CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)NCCNc1ccc(OCCN(C)C)cc1
Cathepsin S	1.4	'='	Homo sapiens	Cn1cnc2c(-c3cnc(OCCC4CCNCC4)c(C(F)(F)F)c3)nc(C#N)nc21
Cathepsin S	2.2	'='	Homo sapiens	CCN1CCC(CCOc2ccc(-c3nc(C#N)nc4c3ncn4CC3CCOC3)cc2C(F)(F)F)CC1
Cathepsin S	3.6	'='	Homo sapiens	CN1CCC[C@H]1C(=O)N1CCCC(COc2ccc(-c3nc(C#N)nc4c3ccn4C)cc2C(F)(F)F)C1
Cathepsin S	62.0	'='	Homo sapiens	CS(=O)(=O)N1CCc2c(c(-c3ccc(C(F)(F)F)c(SCCN4CCCCC4)c3)nn2CC(O)CN2CCC(c3ccccn3)CC2)C1
Cathepsin S	50.0	'='	Homo sapiens	CN1CCN(CCOc2ccc(COc3ccccc3Nc3nc(C#N)nc4c3ncn4C3CCCC3)cc2)CC1
Cathepsin S	5700.0	'='	Homo sapiens	COc1ccc(NCCNC(=O)[C@H](CC(C)C)NC(=O)c2ccc(C(C)C)cc2)cc1
Cathepsin S	0.296	'='	Homo sapiens	CC[C@H](NC(=O)[C@@H]1C[C@@H](S(=O)(=O)c2ccccc2Cl)CN1C(=O)C1(c2ccc(Cl)cc2)CC1)C(=O)C(=O)NC1CC1
Cathepsin S	360.0	'='	Homo sapiens	CC(=O)N1CCc2c(c(-c3ccc(C(F)(F)F)cc3)nn2CC(O)CN2CCC(c3coc4cc(F)ccc34)CC2)C1
Cathepsin S	34.0	'='	Homo sapiens	CS(=O)(=O)N1CCc2c(c(-c3ccc(C(F)(F)F)cc3)nn2CC(O)CN2CCC(c3c[nH]c4c(Cl)cccc34)CC2)C1
Cathepsin S	410.0	'='	Homo sapiens	CCOC(=O)c1ccc2[nH]cc(C3CCN(CC(O)Cn4nc(-c5ccc(C(F)(F)F)cc5)c5c4CCN(S(C)(=O)=O)C5)CC3)c2c1
Cathepsin S	4600.0	'='	Homo sapiens	CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)NCCNc1ccc(OC2CCOCC2)cc1
Cathepsin S	66.0	'='	Homo sapiens	CC(C)N1CC[C@@](C#N)(NC(=O)[C@@H](CC(=O)N2CCOCC2)CC2CCCCC2)C1
Cathepsin S	0.668	'='	Homo sapiens	CC[C@H](NC(=O)[C@@H]1C[C@@H](S(=O)(=O)c2ccccc2Cl)CN1C(=O)C1(c2ccc(Br)cc2F)CC1)C(=O)C(=O)NC1CC1
Cathepsin S	2800.0	'='	Homo sapiens	CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)NCCNc1ccc(OCC2CC2)cc1
Cathepsin S	41.0	'='	Homo sapiens	O=C(CCc1ccccc1)O[C@@H]1NC(=O)[C@H]1NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1
Cathepsin S	50.0	'='	Homo sapiens	N#Cc1ccccc1N1CCN(CC(O)Cn2nc(-c3ccc(I)cc3)c3c2CCN(C(N)=O)C3)CC1
Cathepsin S	1170.0	'='	Homo sapiens	O=C(N[C@@H]1CCCc2ccc(/N=C/N3CCCCCC3)cc21)c1ccc(Br)cc1
Cathepsin S	2.3	'='	Homo sapiens	CCC(NC(=O)c1cccc(C(F)(F)F)c1Cl)C(=O)C(=O)Nc1cc[nH]n1
Cathepsin S	316.0	'='	Homo sapiens	Cn1cnc2c(C#N)nc(-c3ccc(OC4CCNCC4)c(C(F)(F)F)c3)cc21
Cathepsin S	40.0	'='	Homo sapiens	CCOc1ccc(-c2cc3c(ncn3C)c(C#N)n2)cc1C(F)(F)F
Cathepsin S	310.0	'='	Homo sapiens	O=C(C1CCCO1)N1CCc2c(c(-c3ccc(Cl)c(C#Cc4ccc(Cl)cc4)c3)nn2CCCN2CCOCC2)C1
Cathepsin S	66656.0	'='	Homo sapiens	CC(C)C[C@H](N[C@@H](c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)N[C@@H](Cc1ccccc1)C(N)=O
Cathepsin S	200.0	'='	Homo sapiens	CS(=O)(=O)N1CCc2c(c(-c3ccc(Cl)c(C#Cc4ccc(Cl)cc4)c3)nn2CCCN2CCOCC2)C1
Cathepsin S	100000.1	'>'	Homo sapiens	Cc1cccc(O[C@@H]2CCNC[C@H]2O)c1C
Cathepsin S	0.9	'='	Homo sapiens	COc1cccc(CCNC(=O)c2cnc(C#N)nc2NCC(C)(C)C)c1
Cathepsin S	0.492	'='	Homo sapiens	CC(C)(C)OC(=O)N1CCC1(C(=O)N1C[C@H](S(=O)(=O)c2ccc(F)cc2Cl)C[C@H]1C(=O)NC1(C#N)CC1)c1ncc(Br)cc1F
Cathepsin S	2.5	'='	Homo sapiens	CS(=O)(=O)C[C@H](N[C@@H](c1ccccc1)C(F)(F)F)C(=O)NC1(C#N)CC1
Cathepsin S	200.0	'='	Homo sapiens	CS(=O)(=O)N1CCc2c(c(-c3ccc(C(F)(F)F)cc3)nn2CC(O)CN2CCC(c3c[nH]c4cc[n+]([O-])cc34)CC2)C1
Cathepsin S	36.0	'='	Homo sapiens	CCC(C=O)NC(=O)c1cccc(C(F)(F)F)c1F
Cathepsin S	692.0	'='	Homo sapiens	CCC(C=O)NC(=O)c1cccc(C(F)(F)F)c1OC
Cathepsin S	580.0	'='	Homo sapiens	COc1ccc(NCCNC(=O)[C@H](CC(C)C)NC(=O)c2ccc(C)cc2)cc1
Cathepsin S	1200.0	'='	Homo sapiens	CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)NCCNc1ccc(OC2CCCCC2)cc1
Cathepsin S	19.0	'='	Homo sapiens	CCCC[C@H](NC(=O)O[C@H](Cn1ccc(-c2ccc(C(F)(F)F)cc2)n1)C(C)(C)C)C(=O)CNc1cccc(F)n1
Cathepsin S	720.0	'='	Homo sapiens	CCCC[C@H](NC(=O)O[C@H](Cc1nnc(-c2ccccc2)o1)C(C)(C)CC)C(=O)C(=O)N[C@H](C)c1ccccc1
Cathepsin S	37.0	'='	Homo sapiens	C[C@@H]1CC[C@H](NC(=O)[C@@H](CC2(C)CCCCC2)NC(=O)c2ccco2)C(=O)CN1S(=O)(=O)c1ccccn1
Cathepsin S	360.0	'='	Homo sapiens	CS(=O)(=O)N1CCc2c(c(-c3ccc(C(F)(F)F)c(SCCNC(=O)c4ccc(F)cc4)c3)nn2CC(O)CN2CCC(N3CCCC3=O)CC2)C1
Cathepsin S	330.0	'='	Homo sapiens	CC(C)(C)C1CCN(CCSc2cc(-c3nn(CCCN4CCC(N5CCCC5=O)CC4)c4c3CN(S(C)(=O)=O)CC4)ccc2C(F)(F)F)CC1
Cathepsin S	40.0	'='	Homo sapiens	CS(=O)(=O)N1CCc2c(c(-c3ccc(C(F)(F)F)c(SCCN4CCCCC4)c3)nn2CC(O)CN2CCC(N3CCCC3=O)CC2)C1
Cathepsin S	70.0	'='	Homo sapiens	NC(=O)C(=O)N1CCc2c(c(-c3ccc(C(F)(F)F)c(SCCN4CCC(F)CC4)c3)nn2C[C@@H](O)CN2CCCCC2)C1
Cathepsin S	1.299	'='	Homo sapiens	N#CC1(NC(=O)[C@@H]2C[C@@H](S(=O)(=O)c3ccc(F)cc3Cl)CN2C(=O)C2(c3ncc(Cl)cc3F)CCN2)CC1
Cathepsin S	0.403	'='	Homo sapiens	CC[C@H](NC(=O)[C@@H]1C[C@@H](S(=O)(=O)c2ccccc2Cl)CN1C(=O)C1(c2ncc(Cl)cc2F)CC1)C(=O)C(=O)NC1CC1
Cathepsin S	50000.1	'>'	Homo sapiens	[N-]=[N+]=CC(=O)[C@H](Cc1ccc(I)cc1)NC(=O)CN
Cathepsin S	38.0	'='	Homo sapiens	CS(=O)(=O)N1CCc2c(c(-c3ccc(C(F)(F)F)cc3)nn2CC(O)CN2CCC(c3c[nH]c4cnccc34)CC2)C1
Cathepsin S	10000.1	'>'	Homo sapiens	C=CC(=O)Nc1cc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3OC)ccc2N2CCOCC2)ccc1C
Cathepsin S	17.0	'='	Homo sapiens	CC(C)(C#N)NC(=O)[C@H](CC1CCCCC1)NC(=O)N1CCOCC1
Cathepsin S	30.0	'='	Homo sapiens	NC(=O)N1CCc2c(c(-c3ccc(Cl)c(C#Cc4ccc(Cl)c(C(=O)NC[C@@H]5CCCN5)c4)c3)nn2CCCN2CCSCC2)C1
