MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,BertzCT,Ipc,LabuteASA,PEOE_VSA7,SMR_VSA1,SMR_VSA10,SMR_VSA7,SlogP_VSA2,SlogP_VSA3,SlogP_VSA6,TPSA,EState_VSA1,EState_VSA10,VSA_EState1,HeavyAtomCount,MolMR
537.9750000000003,512.7750000000003,537.1466767999999,196,1326.1394481054597,185129647.74833196,223.548463635918,48.38247552539266,28.61741694853104,29.38460463688737,105.38714936634996,41.580755764304406,22.5591037253108,66.73003775307771,128.52,35.684567245996675,24.03591815462877,19.827300070573763,38,138.14819999999992
383.44500000000016,354.21300000000014,383.205635648,152,562.5873848810924,1074079.0177262449,158.34503008481082,25.18037091493942,29.02153908492804,23.69084447600637,0.0,71.07840884731522,23.915011690087333,0.0,128.34,42.07527918044738,24.284676131127995,5.1733566914420095,27,95.71820000000008
370.40200000000016,344.19400000000013,370.1740011719999,146,548.3856189774723,651361.0984684675,151.54377101631306,25.683286491704035,33.758402038728086,23.75297003460671,0.0,71.2026599645159,28.651874643887385,0.0,125.54,48.04458446839924,24.284676131127995,9.870958537047102,26,89.05050000000004
250.342,228.166,250.168127944,100,313.420236873331,10336.152845834924,108.89931688914972,25.683286491704035,9.53140013787187,5.969305287951849,0.0,29.559778641611167,9.53140013787187,0.0,53.33,0.0,4.794537184071822,5.457390400604687,18,67.47000000000004
413.8610000000001,393.70100000000014,413.1142338,150,1099.7139696338352,1775116.0113894537,172.04132250985165,30.034913297707615,14.824375627730198,45.479745095880666,62.66205697667055,20.797061910970523,5.41499046939678,36.39820241076966,105.36,16.456067828466516,20.0153828476781,0.0,29,113.50140000000005
531.5400000000003,505.33200000000033,531.180563772,200,1406.1911146259645,495524839.99864864,223.71785359941063,42.316108456931055,33.354279902331086,23.533176579938768,99.861600475844,41.64288132290475,33.90284864362376,60.6636706846161,137.75,41.31014429629401,24.03591815462877,24.197008003655437,39,138.4141999999999
357.4110000000002,330.19500000000005,357.2012189640001,142,484.1676999572452,307698.8966650972,145.9097830047887,25.18037091493942,24.22700190085622,23.743219315398697,0.0,60.18903312670911,19.120474506015512,4.992404732635669,172.43,30.12625862194792,14.383611552215466,4.794399759083617,25,90.60300000000004
540.5760000000002,512.3520000000003,540.2008846159999,204,1469.8682329127198,717522540.3280709,230.72507085162124,48.38247552539266,29.02153908492804,29.37823075068993,100.11074670325972,59.43551720718357,22.5591037253108,66.73003775307771,148.82999999999998,29.86734640495078,24.44004029102577,5.598079276076904,40,145.76069999999987
537.5800000000003,510.3640000000003,537.2124523440001,202,1503.8910495568148,1640855185.20961,230.2721509915754,52.74287864824079,19.06280027574374,17.563871291986917,100.87461528632728,50.77430357486816,33.90284864362376,73.05735782784225,144.05,12.08368165829592,14.85096592288213,12.40080183907686,40,144.2088999999998
219.24000000000004,206.136,219.089543276,84,376.2846007604962,8954.295789916288,93.75783972807903,12.13273413692322,14.26826309167192,6.093240070938415,30.33183534230805,36.29059538911065,4.736862953800049,30.33183534230805,38.77,0.0,4.794537184071822,11.061976804610731,16,57.31700000000004
541.6040000000003,510.3560000000004,541.2212857119999,206,1436.8552425447087,612394750.720657,232.2822024252776,56.1635828563123,28.963864854656265,23.533176579938768,100.11074670325972,41.64288132290475,32.897017490094534,66.73003775307771,137.75,35.530522774534816,19.645503106953957,11.085359512006146,40,147.77819999999983
511.57800000000026,482.34600000000034,511.210721028,194,1358.7808471350738,342395333.51404256,220.8037150813741,54.300381571554055,24.22700190085622,23.34711623835186,100.11074670325972,41.45682098131784,28.979925348236808,66.73003775307771,128.52,18.05298694624777,19.645503106953957,5.61454322523316,38,141.9881999999999
569.6610000000003,538.4130000000004,569.2314564719999,214,1610.381535331957,3661062207.824661,250.75232060331973,41.81319288016644,19.49013894705617,17.78366474665486,142.575316182491,34.973873799791484,16.00989599106965,109.19460723230902,119.29,29.878072721760667,24.752030501794657,0.0,43,163.9806999999997
574.7470000000003,536.4430000000002,574.261376696,216,1347.725327141109,1423308259.7992394,242.52718123696096,43.14895234884642,18.00687135247258,21.77554737810708,113.60648120780672,75.46628995234288,27.473433566341345,107.37506169993053,98.82,21.920934794713425,18.00687135247258,25.8997761383022,41,160.99719999999965
513.5500000000003,486.33400000000034,513.1899855839999,194,1358.7808471350738,342395333.51404256,219.5523181964844,42.316108456931055,28.963864854656265,23.533176579938768,100.11074670325972,41.64288132290475,33.90284864362376,66.73003775307771,137.75,29.929471963551123,19.645503106953957,10.670038588271762,38,138.4561999999999
521.5200000000003,496.32000000000033,521.17622734,196,1326.1394481054597,185129647.74833196,217.4107328119626,42.316108456931055,33.00783199620586,17.78366474665486,106.1817368936545,41.580755764304406,22.5591037253108,66.73003775307771,128.52,47.065239578739565,28.426333202303592,32.919039182461084,38,133.09619999999998
592.7780000000002,540.3620000000004,592.3836000040001,238,975.5084951819777,403890313.5496023,250.95656990868548,58.538179749071816,33.4464118279592,29.59802420535787,23.98722519215782,90.87431487803087,33.4464118279592,23.98722519215782,134.35,59.86935390969801,23.97268592035911,10.904087968397269,42,160.80239999999972
199.25,182.114,199.120843404,80,214.0782000346155,1967.0704698222175,84.16051397960146,12.338727669087405,14.26826309167192,6.093240070938415,0.0,42.897477353623565,9.473725907600098,0.0,38.77,0.0,4.794537184071822,10.911131897203326,14,51.03700000000004
515.5660000000003,486.33400000000034,515.205635648,196,1295.3636537809984,223987135.9863468,220.5581493500136,48.38247552539266,28.963864854656265,23.533176579938768,100.61366228002431,48.75267886418228,27.295966679110848,72.79640482153933,137.75,29.929471963551123,19.645503106953957,10.375233581054168,38,140.6761999999999
491.9750000000003,465.7670000000003,491.161183992,180,1172.1602297618886,54469153.01784901,208.85646401855143,42.316108456931055,19.4324647167844,29.16481118221943,100.07284410206866,35.6735760349529,22.5591037253108,72.79640482153933,111.45,18.05298694624777,19.95749331772284,5.586618937519912,35,134.3467
553.062,523.8300000000003,552.192818468,202,1434.38073290415,977493208.6708168,238.3389724533659,53.94592701708966,14.325937321943693,23.415299348935527,125.10218095898266,34.985986025694444,22.5591037253108,103.38919317015032,104.11,30.002007504747237,14.85096592288213,5.8542159101546245,40,154.3198999999997
632.6550000000001,603.423,632.1880528879999,232,1609.831471383153,1514457838.1088672,251.78932024539603,60.36674864001567,35.16440940677486,15.744432865769006,89.2376130692146,44.50948589167692,21.05261194341533,71.62552122859549,122.85,57.95305615337395,40.42630096151335,95.37987447537508,44,152.87419999999975
526.5930000000003,496.3530000000004,526.22162006,200,1391.530879030583,482863292.3244087,226.56354875157749,47.87955994862805,24.22700190085622,23.471051021338425,100.11074670325972,53.52833747783207,29.10386013122337,66.73003775307771,131.76,18.05298694624777,19.645503106953957,5.619946742655909,39,145.13419999999988
485.54000000000025,458.3240000000003,485.195070964,184,1218.1480792403906,92509568.51140302,209.0796620061101,42.316108456931055,24.22700190085622,17.78366474665486,106.68002934848596,41.580755764304406,22.5591037253108,78.86277189000094,128.52,29.86734640495078,19.645503106953957,5.555031525746713,36,133.1802
442.5610000000002,404.2570000000002,442.290368316,178,597.5278502336548,1698988.3197372872,183.33816378444584,37.51909858402682,24.284676131127995,29.6503990447502,0.0,59.42720533294735,19.178148736287287,0.0,186.5,35.909187234098745,24.284676131127995,0.0,31,117.16270000000009
465.5500000000002,434.30200000000025,465.226371092,180,996.6935340453914,24072499.71159919,199.4823362576325,36.60419594293384,24.22700190085622,17.78366474665486,70.78474251448087,41.580755764304406,27.35364090938262,48.53093654769288,128.52,23.960166675599275,19.645503106953957,5.53882467610552,34,126.93970000000006
531.6560000000003,498.3920000000004,531.252191916,202,1349.385497230204,1066164084.9630742,235.18100035993436,29.177543166478603,14.325937321943693,11.814359458703011,143.0782317592556,30.50492308151185,27.35364090938262,115.26097430077064,91.22,23.90876743380882,14.85096592288213,5.697798006803099,40,155.18239999999972
344.4150000000002,320.22300000000007,344.1848406280001,134,598.67552318853,392912.657377635,147.67371199403996,24.32300078371041,14.325937321943693,12.00041980028992,35.89528683400505,41.14959848917209,16.13828210238479,30.33183534230805,85.67,12.135080900086376,14.85096592288213,5.200001102292769,25,91.65470000000003
491.6130000000002,462.3810000000003,491.187877408,182,1415.9724799781868,76673965.033925,204.52901029933383,35.421137512172415,18.00687135247258,43.89200476689929,78.49033281638779,37.67879741605313,26.033187144477235,77.82236480020858,108.13,28.01415254105501,18.00687135247258,29.260519457024824,35,137.50989999999993
320.392,300.232,320.15247788,122,804.1852975403986,477347.06350668776,140.44188134838572,23.61409167478161,9.589074368143644,23.09626518456212,71.92105017116157,23.21915960257623,22.43071761399566,60.79414718776757,61.96,6.041840829147961,9.589074368143644,0.0,24,94.76040000000005
322.36400000000003,304.2200000000001,322.131742436,122,804.1852975403986,477347.06350668776,139.190484463496,17.193270051855603,14.325937321943693,23.282325526149027,71.92105017116157,23.40521994416314,22.5591037253108,60.79414718776757,71.19,12.135080900086376,9.589074368143644,5.150318877551021,24,91.61740000000005
435.50500000000017,414.3370000000003,435.125277152,158,1319.5037924244398,13977440.257768871,179.06924184174738,23.082409843085014,18.00687135247258,43.89200476689929,78.49033281638779,38.18171299281774,26.033187144477235,77.82236480020858,108.13,28.517068117819623,18.00687135247258,27.811013599126117,31,119.1339
523.3740000000003,501.1980000000004,523.0756749440001,156,977.406238522322,10441939.81164354,195.1773727022172,51.41395923908226,9.589074368143644,34.405230085771066,105.18967570461896,24.400956693763547,16.00989599106965,84.92913895846256,81.99000000000001,11.959746875309351,9.589074368143644,1.0871174455467596,31,128.1434
525.5680000000002,498.35200000000015,525.170925604,194,1189.419118174364,53820584.546131626,207.1682798014078,55.51220625724747,30.77399435910004,15.744432865769006,54.09438803938988,44.0065703149123,14.631790320489324,53.42642002321065,99.06,51.63291973556344,36.03588591383853,79.86787077444507,36,126.23220000000006
466.6110000000004,436.3710000000002,466.2150952,174,975.4044445995088,41663155.51935676,198.14599357498875,32.02204936545243,9.589074368143644,28.28270381647708,35.20898253600935,67.00862697512412,4.794537184071822,29.645531044312357,101.36,5.538925252383345,9.589074368143644,0.0,33,129.16490000000005
389.5430000000002,358.29500000000013,389.246712612,152,825.0871867469971,3932971.0112940217,173.88073980791623,66.44159573971395,4.794537184071822,5.907179729351506,59.65783953108687,25.541448947089236,4.794537184071822,48.53093654769288,64.92,0.0,4.794537184071822,0.0,29,117.54140000000004
398.4820000000002,371.2660000000001,398.211804324,154,774.3223705019054,7544110.94033853,170.2036722977523,49.94875476555049,13.979489415818463,17.501745733386574,30.08268911489233,48.43222006558713,9.589074368143644,24.26546827384644,76.44,5.538925252383345,19.24138097055695,13.137212256178827,29,106.36170000000004
216.284,200.15599999999995,216.126263132,84,344.0511016928885,8163.994003231562,96.24612534792296,11.984273114623004,4.736862953800049,0.0,35.89528683400505,24.59630450718855,11.343744918312968,30.33183534230805,36.260000000000005,0.0,0.0,5.660368480725624,16,61.39100000000004
407.3890000000002,390.2530000000001,407.09267528400005,148,796.2746658188864,689806.9868366938,153.01635925215396,30.53782887447224,30.77399435910004,15.744432865769006,35.646140606589334,44.090664102913415,14.631790320489324,24.26546827384644,99.06,51.11341274168444,30.77399435910004,76.6714819483912,27,87.55120000000002
464.52500000000026,440.33300000000025,464.184840628,174,1398.6822432050042,150691639.5042417,201.9597042469865,59.86383306325106,14.69560176298435,22.71728439078407,90.12015137654642,33.48563145602223,11.21535880699783,78.99324839315241,118.01,17.487945810882813,19.95749331772284,0.0,35,132.52039999999994
505.5600000000003,474.3120000000001,505.24647349200006,194,992.1835987316664,59816011.1791549,208.21751938782924,42.67056301139545,22.3561973747711,11.594566004035068,54.09438803938988,56.51786092425149,4.794537184071822,48.53093654769288,80.19,36.25674134676259,22.3561973747711,56.315680053457214,36,131.10710000000006
487.5700000000003,455.31400000000014,487.255895304,188,952.6837590410644,47074688.38440791,204.051983984903,41.16181628110161,17.96578232709628,11.594566004035068,54.09438803938988,50.84910110550582,4.794537184071822,48.53093654769288,80.19,24.1671599050909,17.96578232709628,42.02411181516296,35,130.75810000000007
523.6300000000002,486.33400000000034,523.268235904,204,1002.5185434351746,292086373.32454675,223.3625276333504,36.96830353577052,28.96386485465627,17.907599529641427,83.94261388167787,79.01184340674074,31.90444352159576,72.81571089828387,117.2,30.06413306334758,19.49013894705617,10.230413743499366,38,143.33119999999985
464.6100000000003,428.3220000000002,464.278741012,182,962.242721238585,116352668.9857773,201.97056154278675,62.99639154356669,14.325937321943693,17.501745733386574,23.762552697081823,55.03910203010005,9.589074368143644,18.19910120538483,85.67,5.538925252383345,14.85096592288213,5.675696370087438,34,129.52570000000006
409.4770000000001,387.301,409.143567984,150,756.9360704393607,1450614.925772531,165.92871409744583,45.85557475357182,17.96578232709628,17.243965607286242,46.65541237493687,24.67007548185552,4.794537184071822,41.09196088323988,64.92,24.1671599050909,17.96578232709628,41.24400486583522,28,103.55240000000006
379.419,366.3150000000001,379.0296625160001,130,953.3501455343586,593888.7612464718,147.01235163627592,35.711898112773966,22.686060076000857,33.1472450971292,52.72177944339848,30.6826908174503,10.023291153407584,52.74011572521496,113.51,15.992596441359431,13.212334168400758,35.922408015989014,25,91.4947
432.5460000000003,404.3220000000002,432.183126376,162,876.3518556095751,4828502.914837116,177.30442431574528,37.107111519698464,18.00687135247258,27.338998869804072,24.26546827384644,64.11161738695671,19.426327504561144,29.16095174936421,110.58,9.837253136417502,18.00687135247258,23.238542718814585,30,112.41550000000004
322.328,308.216,322.11782368800004,120,1120.9322182656065,581084.105616226,135.35557279307662,0.0,0.0,10.902924932081056,70.02140372484934,28.6837677939756,14.09534396535438,58.772393431593855,79.64,0.0,9.589074368143644,6.002374338624339,24,88.67400000000002
683.9839999999999,654.752,682.066373648,224,1496.7592847641038,2821672199.653877,255.3620618454925,72.65397484089024,31.986360768291043,60.87292105901882,57.53518057938922,71.72668629388471,34.43039234210157,45.896881905271314,142.61,61.90786826955773,31.986360768291043,42.68437711040222,42,153.74419999999975
390.5310000000002,360.2910000000001,390.24196158,152,842.3371867469972,3953880.1856239694,173.27563136372302,29.531997720943004,4.794537184071822,11.594566004035068,54.09438803938988,38.63096175891438,4.794537184071822,48.53093654769288,68.16,0.0,4.794537184071822,0.0,29,117.77940000000008
230.27100000000004,216.159,230.116761068,88,407.4144927689992,11480.723188206131,100.02888447127934,18.55355575984923,4.794537184071822,11.718500787021634,30.33183534230805,30.062377884161663,0.0,30.33183534230805,68.16,0.0,4.794537184071822,0.0,17,64.18740000000003
351.31500000000005,341.23500000000007,351.03251964,124,937.7321286881348,339677.5600964663,134.853365688964,36.39820241076966,26.75676310692897,21.810459219194463,60.30520073479066,23.572893276172767,10.023291153407584,58.04036688744145,117.42,21.809817282405326,17.60274921607558,48.04642160410283,24,79.28970000000001
630.758,590.4380000000001,630.26874782,238,1412.1135475481258,2874216271.7449727,256.96270491926737,60.21828761771545,31.89422884266293,21.65161259512051,100.87923840826043,66.56077402427023,34.01818997225392,66.99099075938064,137.48999999999998,57.22655593000332,31.89422884266293,53.67898707697087,44,164.57919999999967
414.5060000000002,384.2660000000002,414.2267054400001,162,765.7183162233774,6536325.792630731,177.27105850736905,24.97437738277524,19.06280027574374,17.501745733386574,18.19910120538483,63.65764630167143,9.589074368143644,18.19910120538483,94.9,0.0,9.589074368143644,10.695602029685684,30,112.40970000000006
390.4870000000002,364.2790000000001,390.205576072,150,856.5043718350818,6027018.532857995,170.6522683761795,61.90850164085984,9.589074368143644,11.814359458703011,60.160755107851486,29.93988194614689,4.794537184071822,54.59730361615449,108.01,11.580766081531303,14.85096592288213,0.0,29,111.75830000000003
688.5670000000002,655.3030000000001,687.1337869160001,234,1466.6725106574372,1911343321.0256224,255.3458140292271,70.06858976555752,35.972653679568865,49.182664217269824,39.99556727622431,65.71610305618174,30.39716320607644,33.633671265196625,130.47,61.4037107144218,35.972653679568865,71.34359641976775,43,154.11419999999976
472.5420000000003,440.2860000000002,472.232184744,184,1023.4856363526122,36985301.33550804,197.35892468176505,43.37947212032425,29.02153908492804,34.40770906650051,29.959396268694903,65.94040762020632,14.383611552215466,24.26546827384644,149.61999999999998,42.20607407403818,24.284676131127995,5.334717191277055,34,125.31710000000008
468.5750000000002,440.3510000000003,468.171892996,174,1183.0267126290182,18683470.825105835,193.4324190987804,41.48750458063402,23.113398747313283,32.989079834818234,72.29348924477472,37.80134628994662,26.033187144477235,71.62552122859549,112.57,28.01415254105501,23.113398747313283,29.114884883747827,33,127.31800000000004
458.49600000000027,436.3200000000002,458.1260054239999,168,1065.3729428337874,15984196.75250715,184.42897209225933,17.193270051855603,27.53827149034445,27.744852666058925,65.98515960585142,65.96444924969207,37.19089404580012,54.85825662245743,134.76999999999998,45.20240713732359,22.8014085365444,29.550697591978537,32,112.7102
519.4670000000002,500.31500000000017,519.105131788,188,1182.1651173695154,41347452.64585428,196.4045242640704,36.60419594293384,39.55482445444968,15.744432865769006,71.04313498576295,37.83489491940202,20.384643927236112,42.46456947923127,99.06,79.627611013917,44.81671600918816,107.66977860859512,35,111.68920000000006
417.4750000000001,391.26700000000005,417.202797112,160,834.8967032393665,2694454.675674269,174.65329294143095,35.95281934386901,17.96578232709628,5.907179729351506,59.65783953108687,24.67007548185552,4.794537184071822,48.53093654769288,64.92,24.1671599050909,17.96578232709628,41.52102965922366,30,110.41240000000008
382.4600000000001,356.2520000000002,382.189257312,148,736.1224826251436,1640609.190702602,164.83575436638134,23.465630652481394,19.120474506015512,18.286580323419475,71.7905736680101,30.3702619817154,27.35364090938262,60.6636706846161,84.5,24.08410145858584,14.383611552215466,5.186270591965487,28,106.52940000000004
527.6870000000002,490.3910000000004,527.245392284,200,1089.1429891094654,141410548.48380202,219.55368281899365,42.87655654355964,22.74373430627263,21.77554737810708,77.71119437380166,63.64295935601589,25.78947489721538,77.04322635762244,104.81,21.920934794713425,18.00687135247258,30.96012602461901,37,143.62819999999985
512.0720000000002,477.8000000000002,511.190769868,188,833.3492132102907,18679271.29991713,209.8301264578596,57.22694651970551,23.915011690087333,47.55658489239461,29.288101587587768,54.17610253470995,19.120474506015512,29.16095174936421,113.6,28.8311239118034,19.178148736287287,4.989885928181192,34,132.84310000000005
484.5510000000002,454.31100000000026,484.1759094999099,184,877.2258178478947,12109049.711955544,192.57027152461583,30.74382240663642,37.19754875887551,28.025726388674983,35.89528683400505,60.04911021827901,31.050946145490165,30.33183534230805,173.95999999999998,45.55613273534987,32.46068580507547,39.36332636603647,33,116.37410000000006
452.5760000000002,424.35200000000026,452.176978376,168,1139.62728644627,13111218.56631171,188.6381853465844,29.354770443710805,18.00687135247258,32.989079834818234,78.35985631323634,32.69481889510592,26.033187144477235,77.6918882970571,92.34,28.01415254105501,18.00687135247258,29.124013221092945,32,125.65320000000004
251.311,238.207,251.072847656,90,496.7193340915088,9819.231856535183,100.71333396564602,18.55355575984923,8.417796984328938,10.023291153407584,30.33183534230805,32.44906035615253,10.023291153407584,35.227318817825825,73.2,10.023291153407584,8.417796984328938,26.556451247165533,17,62.35450000000003
386.47300000000007,364.29700000000014,386.130028184,142,852.7690343415723,1752609.1002472632,158.7957190335186,36.958650497398246,18.00687135247258,22.216631405888645,66.2271221763131,43.54479129231473,26.033187144477235,65.55915416013387,83.55000000000001,28.01415254105501,18.00687135247258,26.982220735580224,27,101.49650000000004
417.5060000000001,386.2580000000002,417.226371092,164,745.5028064436807,3241688.625767018,176.67386597681954,18.90801031431363,23.915011690087333,23.690844476006365,35.89528683400505,42.38140809881521,19.120474506015512,30.33183534230805,113.6,35.34446243294791,19.178148736287287,5.283635088690103,30,111.51510000000005
449.54200000000014,423.33400000000006,449.174868112,166,850.2397093285911,4687369.550051261,184.7764029667962,47.41758546461301,17.96578232709628,17.66906467874262,54.09438803938988,30.92584466536692,4.794537184071822,53.42642002321065,64.92,24.1671599050909,17.96578232709628,41.63101075718552,31,117.45640000000007
349.3930000000001,338.3050000000001,349.019097832,118,895.8458456449147,241235.0351730793,135.5338642923724,23.579163975850744,17.949197122200808,33.1472450971292,58.78814651186009,23.572893276172767,10.023291153407584,58.80648279367657,104.28,15.992596441359431,13.212334168400758,30.613550065087765,23,84.94270000000002
382.4390000000002,359.25500000000005,382.180504196,146,928.8343929618014,3462332.3290597387,162.24566839063783,31.04074445123685,13.979489415818463,22.717284390784062,35.27370153297618,34.78776052232585,22.554652396982227,18.19910120538483,88.99000000000001,0.0,13.979489415818463,13.71083471644664,28,101.44840000000003
391.4490000000002,370.2810000000002,391.120191772,144,808.1070823519777,873659.2806681985,162.04055631608497,42.549708785354746,24.0539792100409,23.04199533054216,41.45873832570204,44.369839447446296,0.0,35.43324286804778,107.56000000000002,0.0,5.106527394840706,21.209563943652142,27,106.31690000000002
380.4920000000001,352.26800000000014,380.221226136,148,733.9930314393537,5334887.252469193,166.03813689482604,37.81602062862726,9.589074368143644,17.501745733386574,30.33183534230805,48.43222006558713,9.589074368143644,30.33183534230805,76.44,5.538925252383345,14.850965922882128,0.0,28,106.40370000000004
410.5180000000002,380.2780000000001,410.23179082,160,789.4352198454238,13051018.557419654,177.51662423872955,49.94875476555049,14.325937321943693,17.501745733386574,24.26546827384644,55.54201760686467,9.589074368143644,24.26546827384644,85.67,5.538925252383345,14.85096592288213,5.220913548865063,30,112.95570000000004
265.338,250.218,265.08849772,96,510.9067799417111,16824.973007093755,107.0782760800426,24.471461806010623,8.417796984328938,10.023291153407584,30.33183534230805,32.95197593291714,10.023291153407584,35.227318817825825,73.2,10.023291153407584,8.417796984328938,26.498477733686062,18,66.92350000000003
491.6130000000002,462.3810000000003,491.187877408,182,1417.9724799781868,85182814.23689258,204.52901029933383,29.000315889246405,18.00687135247258,43.89200476689929,78.49033281638779,37.67879741605313,26.033187144477235,77.82236480020858,108.13,28.01415254105501,18.00687135247258,29.35764152807547,35,137.50989999999993
602.5060000000002,574.2820000000004,601.118052776,210,1262.0786522954086,459313986.10793287,235.33332992750888,66.34218719604104,26.383579311425223,38.94631264623404,54.09438803938988,43.17408018641669,14.631790320489324,53.42642002321065,99.06,44.379607984141806,31.645470866163706,66.15137387282817,39,142.75319999999988
426.0970000000001,415.0090000000001,423.9380950520001,122,924.6498055663044,235472.8479036119,156.09939216228844,59.25188350840963,9.901064578912528,67.32324260937897,56.479640045781714,15.873750862152852,0.0,40.87092192660207,62.22,0.0,9.901064578912528,0.6587575585789873,24,100.857
597.7250000000001,556.3970000000002,597.268413472,228,1168.044162351823,455084889.1109825,240.5293921905569,48.08555348079223,36.631091796462975,21.65161259512051,70.78936563641405,75.29347500911348,43.54959011012579,42.46456947923127,133.82999999999998,63.83343789451623,31.89422884266293,57.86985216042413,41,152.8946999999998
648.6089999999998,613.329,647.1623621999998,230,1481.264172266267,5001774657.619544,261.35245279824863,68.3538495030995,27.59594572061622,56.54391705130199,64.13965466687253,78.69028948646516,34.43039234210157,53.42642002321065,120.93,50.18346769916033,27.59594572061622,27.516422544281077,43,162.5454999999996
482.5280000000002,457.3280000000001,482.15994632,178,1042.843617820807,8552912.233693838,190.3890174164622,41.16181628110161,26.383579311425216,15.930470882759089,54.09438803938988,33.08787246618445,14.817828337479405,53.42642002321065,125.07999999999998,34.19045105849849,26.383579311425216,64.40059637040298,33,117.04860000000006
437.5690000000002,410.3530000000002,437.18854610400007,162,963.077967427207,24058092.918991607,185.5798126779192,37.81602062862726,9.589074368143644,38.49932445056244,24.26546827384644,53.41619858653434,9.589074368143644,24.26546827384644,89.33,5.538925252383345,14.850965922882128,1.1785826120574707,31,119.58170000000004
409.1030000000002,398.01500000000016,406.893871792,102,593.4157481842028,19995.90353609369,128.44842917692873,40.54986672626019,8.417796984328938,41.88317894930629,27.144540237049657,32.44906035615253,10.023291153407584,32.04002371256743,73.2,10.023291153407584,8.417796984328938,28.425974006886705,19,77.75450000000002
470.2360000000001,460.1560000000001,468.96829974,144,816.0875408792866,452346.4479540101,162.92301744026693,42.549708785354746,26.34249028604892,38.97193922849151,69.19109496185166,10.82412188749546,12.35259703488695,52.038696520803406,50.41,29.042951509977936,26.34249028604892,79.20113858969513,27,96.14810000000004
392.278,378.16600000000005,390.999009788,118,744.1385569005644,118618.55271718622,147.20487235226017,36.483341716893136,9.53140013787187,44.94124451644336,64.13055904691929,16.79342717544731,4.794537184071822,58.10506358926502,76.71,0.0,4.794537184071822,6.0274328126312255,23,97.4531
578.7760000000002,532.4080000000004,578.3138061920001,224,1070.1073099063308,144028639.5481247,238.6064042348285,50.00628727541445,27.595945720616225,33.46597205382352,47.37935903149359,62.4696484018382,35.4362234956308,41.8159075397966,150.54,51.72615564106386,27.595945720616225,23.08733485194608,40,156.72759999999974
