Ligand SMILES	Potency
CC#CCOc1cnc(cn1)C(=O)Nc1ccc(Cl)c(c1)[C@@]1(CF)N=C(N)O[C@@H]2C[C@H]12	0
O[C@H](CNCc1cccc(c1)C(F)(F)F)[C@H](Cc1ccccc1)NC(=O)c1cccc(c1)N1c2ccccc2OS1(=O)=O	0
CCCc1c(COc2ccc(C=C3SC(S)=NC3=O)cc2)ccc(C(C)=O)c1OC	0
COc1ccc(cc1C1CCCC1)C1(N=C(N)N(C)C1=O)c1cccc(c1)-c1cccnc1	0
CC#Cc1cncc(c1)-c1csc(c1)C1(C)CC2(CCOCC2)SC(N)=N1	0
COC(=O)[C@H]1CC[C@H](NC(=O)[C@@H](Cc2ccccc2)NC(=N)NC(=O)Cc2ccc(OC)c(OC)c2)[C@@H](O)C1	0
CC(C)(C)CCNC(=O)CCc1cc2cc(ccc2nc1N)-c1ccccc1CCc1ccc(NC(=O)c2ccc(F)cc2)cn1	0
CCCCc1cc(C[C@@H]2CS(=O)(=O)C[C@H](NCc3cccc(c3)C(C)C)[C@H]2O)ccc1O	0
COc1cccc(CNC(=O)[C@@H](Cc2ccccc2)NC(=N)NC(=O)Cc2cccc(OC)c2)c1	0
COc1ccc(CNC(=O)[C@@H](CC(C)C)NC(=N)NC(=O)CC(C)C)cc1OC	0
COc1ccc(CC(=O)NC(=N)N[C@H](Cc2ccccc2)C(=O)NCc2ccncc2)cc1OC	0
COC(=O)c1ccc(NC(=O)[C@@H](Cc2ccccc2)NC(=N)NC(=O)Cc2ccc(OC)c(OC)c2)o1	0
COc1ccc(CC(=O)NC(=N)NCc2ccc(C)cc2)cc1OC	0
CC(C)c1cccc(CN[C@H]2CS(=O)(=O)C[C@@H](Cc3ccccc3)[C@@H]2O)c1	0
CCCCn1cc(cn1)C1(N=C(N)N(C)C1=O)c1cccc(c1)-c1cccnc1F	0
CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(CC1)c1csc(CC(C)(C)C)n1	0
CCCCCc1ccc(cc1)S(=O)(=O)C1C(NCc2ccc3ccccc3c2)C2CC(CNC3CCCC3)C1N2	0
CC(C)[C@@H]1NC(=O)CC[C@H](Cc2ccccc2)NC(=O)CCCCCCCCCCCNC1=O	0
CC[C@H](C)[C@H](NC(=O)C[C@H](N)[C@H](Cc1ccccc1)NC(=O)[C@H](CC)NC(=O)[C@@H](N)CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)OC	0
CN1C(N)=N[C@@](C1=O)(c1cccc(c1)C#CC1CC1)c1ccc(OC(F)F)c(C)c1	0
CCCOc1cccc(C[C@@H]2CS(=O)(=O)C[C@H](NCc3cccc(c3)C(C)C)[C@H]2O)c1	0
CC[C@H](C)[C@H](NC(=O)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](CCC(N)=O)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@H](C)O)C(=O)N[C@@H](C)C(=O)N(C)[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)OC	0
COc1cccc(CC(=O)NC(=N)N[C@H](CC(C)C)C(=O)NCc2ccc(OC)c(OC)c2)c1	0
COc1cc(CNC(=O)[C@@H](Cc2ccccc2)NC(=N)NC(=O)CC2CCCCC2)ccc1F	0
Clc1ccc(C[C@H](NC(=N)NC(=O)Cc2cccc(Oc3ccccc3)c2)C(=O)NCCN2C(=O)c3ccccc3C2=O)cc1	0
COc1ccc(CC(=O)NC(=N)N[C@H](Cc2ccccc2)C(=O)NCc2cccc(c2)-n2ccnc2C)cc1OC	0
CCc1cc(C[C@@H]2CS(=O)(=O)C[C@H](NCc3cccc(c3)C(C)(C)C)[C@H]2O)cc(F)c1N	0
CC(C)(C)c1cccc(CN[C@H]2CS(=O)(=O)C[C@@H](Cc3cc(F)c(N)c(OCCF)c3)[C@@H]2O)c1	0
COC(=O)N[C@H]1CC[C@@](CN1)(NC[C@@H](O)[C@H](Cc1cc(F)cc(F)c1)NC(C)=O)c1cccc(c1)C(C)(C)C	0
O=C(Cn1c(nc2ccccc12)-c1ccccn1)c1ccc(cc1)-c1ccccc1	0
COc1cc(NC(=O)c2cc(Cl)cc(Cl)c2O)ccc1Sc1nc2ccccc2s1	0
COc1ccc2nc(Sc3ccc(NC(=O)c4cc(Cl)cc(Cl)c4O)cc3)sc2c1	0
CCOc1ccc2nc(Sc3ccc(NC(=O)c4cc(Cl)ccc4NC(=O)c4ccccc4S(O)(=O)=O)cc3)sc2c1	0
Cc1cc(NC(=O)c2cc(Cl)cc(Cl)c2O)ccc1Sc1nc2ccccc2s1	0
CCOc1cc(cc(c1)-c1ccccc1C#N)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNCc1cccc(c1)C(F)(F)F	0
CCCCCCc1ccc(cc1)S(=O)(=O)C1C2CCC(N2)C1NCc1ccc2ccccc2c1	0
COc1ncccc1-c1cccc(c1)C1(N=C(N)N(C)C1=O)c1ccc(OC(F)(F)F)cc1	0
CN1C(N)=NC2(CC(C)(C)Oc3ccc(cc23)-c2cncc(c2)C(F)(F)F)C1=O	0
COc1cccc(c1)C(C)(C)NC[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cc(cc(c1)C(=O)NCC(C)(C)OC)N1CCCCC1	0
COc1cc(CNC(=O)[C@@H](Cc2ccccc2)NC(=N)NC(=O)C[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)ccc1F	0
NC(=N)NC(=O)Cn1c(ccc1-c1ccc(NC(=O)c2cccc(Br)c2)cc1)-c1ccccc1	0
CC(C)c1cccc(CN[C@H]2CS(=O)(=O)C[C@@H](Cc3ccc(O)c(CO)c3)[C@@H]2O)c1	0
CCn1cc2CCS(=O)(=O)N(C)c3cc(cc1c23)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNC1CCOCC1	0
COc1cccc(CNC[C@@H](O)[C@H](Cc2ccccc2)NC(=O)CCS(=O)(=O)NCCC(C)C)c1	0
CCCC#Cc1cc(ccc1F)[C@]1(N=C(N)N(C)C1=O)c1ccc(OC(F)F)c(C)c1	0
Cc1ccc(cc1N(c1ccccc1)S(C)(=O)=O)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNCc1cccc(c1)C(F)(F)F	0
CCc1cn2CCS(=O)(=O)Oc3cc(cc1c23)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNCc1cccc(c1)C(F)(F)F	0
COc1ccc(cc1C)C1(N=C(N)N(C)C1=O)c1ccc(C#N)c(c1)-c1cccnc1	0
CN1C(N)=NC(C1=O)(c1ccsc1)c1ccc(F)c(c1)-c1cccnc1F	0
CCOc1ccc2nc(Sc3ccc(NC(=O)c4cc(Cl)ccc4NS(=O)(=O)c4cccc(c4)C(O)=O)cc3)sc2c1	0
NC1=Nc2cc(ccc2CN1C1Cc2ccccc2C1)-c1ccccc1	0
C[C@H](NC[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cccc(c1)S(=O)(=O)N(C)Cc1ccccc1)C(=O)NC1CCCCC1	0
CCCCc1ccc(cc1)-c1ccc2c(c1)nc(N)n(C[C@@H]1CC[C@@H](O1)c1ccccc1)c2=O	0
COc1ccc(CNC(=O)[C@@H](Cc2ccccc2)NC(=N)NC(=O)Cc2ccc(OC(F)(F)F)cc2)cc1OC	0
CN1C(N)=N[C@](C1=O)(c1ccc(OC(F)F)c(C)c1)c1ccc(F)c(c1)C#CCF	0
NC1=N[C@@]2(CO1)c1cc(ccc1Oc1cnc(cc21)N1CC[C@H](F)C1)-c1cccnc1F	0
CCCOc1cc(C[C@@H]2CS(=O)(=O)C[C@H](NCc3cccc(c3)C(C)(C)C)[C@H]2O)cc(F)c1N	0
CC(C)Oc1cc(C[C@@H]2CS(=O)(=O)C[C@H](NCc3cccc(c3)C(C)(C)C)[C@H]2O)cc(F)c1N	0
CCN1CCN2CCS(=O)(=O)N(C)C3C=C(C=C1C23)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNCc1cccc(c1)C(F)(F)F	0
COc1cccc(c1)C(C)(C)NC[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cc(cc(c1)C(=O)NCCCO)N1CCCCC1	0
CN1C(N)=NC2(CC(C)(C)Oc3ccc(cc23)-c2cccc(F)c2)C1=O	0
COc1ccc(CNC(=O)[C@@H](Cc2ccccc2)NC(=N)NC(=O)Cc2ccccc2)cc1OC	0
NC1=Nc2ccccc2CN1C1Cc2ccccc2C1	0
CCc1cc(C[C@@H]2CS(=O)(=O)C[C@H](NCc3cccc(c3)C(C)(C)C)[C@H]2O)cc(F)c1NC(C)=O	0
CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CN[C@]1(CC[C@@H](NC1)N(O)C(C)=O)c1cccc(c1)C(C)(C)C	0
CC1(COC1)C#Cc1cnc2Oc3ccc(cc3[C@@]3(COC(N)=N3)c2c1)-c1cccnc1F	0
CC(C)c1cccc(CN[C@H]2CS(=O)(=O)C[C@@H](Cc3cccc(Br)c3)[C@@H]2O)c1	0
CN1C(N)=N[C@@]2([C@H]3COCC[C@@H]3Oc3ccc(cc23)-c2cc(F)cc(Cl)c2)C1=O	0
CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CN[C@]1(CC[C@@H](NC1)S(C)(=O)=O)c1cccc(c1)C(C)(C)C	0
CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(CCCNC1)c1cccc(c1)C(C)(C)C	0
CN1C(N)=N[C@](C1=O)(c1ccc(OC(F)(F)F)cc1)c1ccc(F)c(c1)-c1cncnc1	0
CCNc1cc(cc(c1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNC1CCCCC1)N1CCCCS1(=O)=O	0
CN1C(N)=N[C@](C1=O)(c1ccc(OCCF)cc1)c1cccc(c1)-c1cccnc1F	0
CCNc1cc(cc(c1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(OC)c1)N1CCCCS1(=O)=O	0
COc1ccc(CC(=O)NC(=N)N[C@H](Cc2ccccc2)C(=O)NCC2CCOCC2)cc1OC	0
COc1ccc(CC(=O)NC(=N)N[C@H](CC(C)C)C(=O)NCc2cccc(c2)-n2ccnc2C)cc1OC	0
C[C@H](NC[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cccc(c1)N(C1CCCCC1)S(C)(=O)=O)C(=O)NC1CCCCC1	0
CC(C)(C)c1cccc(CN[C@H]2CS(=O)(=O)C[C@@H](Cc3cc(F)c(N)c(OCCC(F)(F)F)c3)[C@@H]2O)c1	0
C[C@@]1(N=C(N)S[C@]2(C[C@@H]12)C(=O)N1CCCC1c1ccccc1)c1cc(\C=C(/F)c2ccc(cn2)C#N)ccc1F	0
CCNc1cc(cc(c1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNC1CCCCCC1)N1CCCC1=O	0
CCCN(CCC)C(=O)c1cc(cc(c1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(OC)c1)C(N)=O	0
Oc1c(Cl)cc(Cl)cc1C(=O)Nc1ccc(Sc2nc3ccccc3s2)cc1C#N	0
COc1ccc(C[C@@H]2CS(=O)(=O)C[C@H](NCc3cccc(c3)C(C)C)[C@H]2O)cc1Br	0
CCc1cc(C[C@@H]2CS(=O)(=O)C[C@H](NCc3cccc(c3)C(C)C)[C@H]2O)ccc1O	0
NC1=NC(C2=NOCCN12)(c1ccc(OC(F)(F)F)cc1)c1cccc(c1)-c1cccnc1F	0
COc1ccc(cc1C)[C@@]1(N=C(N)N(C)C1=O)c1ccc(F)c(c1)-c1cccnc1F	0
CC(C)(C)c1cccc(CN[C@H]2C[S@](=O)C[C@@H](Cc3cc(F)c(N)c(O[C@H](CO)C(F)(F)F)c3)[C@@H]2O)c1	0
COc1ccc(cc1C)C1(N=C(N)N(C)C1=O)c1ccc(C)c(c1)-c1cccnc1	0
CCc1c[nH]c2ccc(C[C@@H]3CS(=O)(=O)C[C@H](NCc4cccc(c4)C(C)(C)C)[C@H]3O)cc12	0
CC(C)C[C@H](NC(=O)CC(C)C)[C@@H](O)CC(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)[C@@H](O)CC(O)=O	0
Oc1c(Cl)cc(Cl)cc1C(=O)Nc1ccc(Sc2nc3ccccc3s2)nc1	0
Oc1c(Cl)cc(Cl)cc1C(=O)Nc1ccc(Sc2ccc3ccccc3n2)cc1	0
CCC(=O)c1cc(cs1)[C@@]1(N=C(N)N(C)C1=O)c1cccc(c1)-c1cccnc1F	0
CO[C@H]1[C@H](Cc2ccccc12)N1Cc2ccc(cc2NC1=N)C(F)(F)F	0
NC1=Nc2cc(ccc2CN1C1Cc2ccccc2C1)C(=O)N1CCOCC1	0
NC1=Nc2cc(ccc2CN1C1CCc2ccccc12)C(F)(F)F	0
CCNc1cc(cc(c1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNC(C)(C)CCCC(C)C)N1CCCC1=O	0
CN1C(N)=NC2(CC(C)(C)Oc3ccc(cc23)C2CCCCC2)C1=O	0
CC(C)(C)c1cccc(CN[C@H]2CS(=O)(=O)C[C@@H](Cc3ccc(N)c(F)c3)[C@@H]2O)c1	0
Nc1c(F)cc(C[C@@H]2CS(=O)(=O)C[C@H](NCc3cccc(OC(F)(F)F)c3)[C@H]2O)cc1OC(C(F)(F)F)C(F)(F)F	0
OC(=O)C(F)(F)F.COc1ccc(CC(=O)NC(=N)N[C@H](CSC)C(=O)Nc2cc(ccc2C)S(N)(=O)=O)cc1OC	0
CCCc1c(O)c(ccc1OCc1ccc(C=C2SC(S)=NC2=O)cc1)C(C)=O	0
CCNc1cc(cc(c1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNCc1cccc(OC(F)(F)F)c1)N1CCCCS1(=O)=O	0
COc1ccc(cc1C)C1(N=C(N)N(C)C1=O)c1cccc(c1)-c1cccnc1F	0
OC(=O)C(F)(F)F.COc1ccc(CC(=O)NC(=N)N[C@H](CN2CCOCC2)C(=O)Nc2cc(ccc2C)S(N)(=O)=O)cc1OC	0
COc1ccc(CC(=O)NC(=N)N[C@@H](Cc2ccc(Cl)cc2)C(=O)NCCN2C(=O)c3ccccc3C2=O)cc1OC	0
CN1C(N)=N[C@@]2(C1=O)c1cc(ccc1O[C@H]1CCOC[C@]21C)-c1cncnc1	0
CN1C(N)=N[C@](C1=O)(c1ccc(OC(F)F)cc1)c1ccc(F)c(OCC(F)F)c1	0
CC1(COCC(N)=N1)c1cccc(Nc2cc(F)cc3cc(Cl)cnc23)c1	0
CCNc1cc(N2CCCCS2(=O)=O)c(F)c(c1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNCc1cccc(c1)C(F)(F)F	0
CCNc1cc(cc(c1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN[C@@H](C)C(=O)NC1CCCCC1)N1CCCC1=O	0
CCCCCCCCc1ccc(cc1)-c1ccc2c(c1)nc(N)n(CC1CCCO1)c2=O	0
COc1ccc(CC(=O)NC(=N)N[C@H](Cc2ccccc2)C(=O)NCC(C)C)cc1	0
CN1C(N)=N[C@@]2([C@H]3COCC[C@@H]3Oc3ccc(cc23)-c2cccc(c2)C#N)C1=O	0
COc1ccc(CNC(=N)NC(=O)Cc2cc(OC)c(OC)cc2[N+]([O-])=O)cc1OC	0
CCOc1ccc2nc(Sc3ccc(NC(=O)c4cc(Cl)ccc4NC(=O)c4ccccc4CC(O)=O)cc3)sc2c1	0
Fc1ccc(F)c(OCCCc2ccc(cc2)C2=C([C@H]3CNC[C@@H](C2)N3)C(=O)N(Cc2cccc(Cl)c2Cl)C2CC2)c1Cl	0
CCCc1c(OC)cccc1OCc1ccc(C=C2SC(S)=NC2=O)cc1	0
Oc1c(Cl)cc(Cl)cc1C(=O)Nc1ccc(Oc2nc3ccccc3s2)cc1	0
CCCN(CCC)C(=O)c1cc(cc(c1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNCc1cccc(OC)c1)C(N)=O	0
CC(C)(C)Cn1cc(CN[C@H]2CS(=O)(=O)C[C@@H](Cc3cc(F)c(N)c(OC(C(F)(F)F)C(F)(F)F)c3)[C@@H]2O)cn1	0
CN1C(N)=NC2(CC(C)(C)Oc3ccc(cc23)-c2ccns2)C1=O	0
CCc1ccc2CS(=O)(=O)C[C@H](NC[C@@H](O)[C@H](Cc3cc(F)cc(F)c3)NC(C)=O)c2c1	0
CCN(CC)C(=O)c1ccc2CN(C3Cc4ccccc4C3)C(N)=Nc2c1	0
CCc1cn2CCCS(=O)(=O)N(C)c3cc(cc1c23)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNC1CC1	0
CCOc1cc(cc(c1)-c1ccccc1C(C)=O)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNCc1cccc(c1)C(F)(F)F	0
CCCc1c(O)cccc1OCc1ccc(C=C2SC(S)=NC2=O)cc1	0
CCc1cn2CCS(=O)(=O)N(C)c3cc(cc1c23)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNCc1cccc(OC)c1	0
CCc1cn2CCS(=O)(=O)N(C(C)C)c3cc(cc1c23)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNC1CCOCC1	0
CCc1cn2CCS(=O)(=O)Oc3cc(cc1c23)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNC1CC1	0
CN1C(N)=N[C@](C1=O)(c1ccc(OC(F)F)cc1)c1ccc(F)c(OCCCF)c1	0
CCCc1c(OCc2ccc(C=C3SC(S)=NC3=O)cc2)ccc(C(C)=O)c1OC(C)=O	0
NC1=Nc2cc(ccc2CN1C1Cc2ccccc2C1)C(=O)N1CCCCC1	0
Oc1c(Cl)cc(Cl)cc1C(=O)Nc1ccc(Sc2nc3ccccc3s2)cc1	0
COc1cc(CC(=O)NC(=N)NCc2ccccc2Cl)c(cc1OC)[N+]([O-])=O	0
CCCCc1cccc(c1)-c1ccc2c(c1)nc(N)n(C[C@@H]1CC[C@@H](O1)c1ccccc1)c2=O	0
Cc1nnc(CNC(=N)NC(=O)Cn2c(ccc2C23CC4CC(CC(C4)C2)C3)-c2ccccc2)o1	0
CC(C)(C)c1ccnc(CN[C@H]2CS(=O)(=O)C[C@@H](Cc3cc(F)c(N)c(OC(C(F)(F)F)C(F)(F)F)c3)[C@@H]2O)c1	0
CN1C(N)=NC2(CC(C)(C)Sc3ccc(cc23)-c2cncnc2)C1=O	0
CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(CC1)c1ccn(CC(C)(C)C)n1	0
CCNc1cc(cc(c1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN[C@H]1CCc2ccccc12)N1CCCCS1(=O)=O	0
CC(C)CNc1cc(cc(c1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN[C@@H](C)C(=O)NC1CCCCC1)N1CCCC1=O	0
CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CN[C@]1(CC[C@H](Nc2cccs2)NC1)c1cccc(c1)C(C)(C)C	0
CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(CC1)c1nc(CC(C)(C)C)cs1	0
CN1C(N)=NC(C1=O)(c1ccc(OC(F)(F)F)cc1)c1cccc(c1)-c1cccnc1F	0
CN1C(N)=N[C@](C1=O)(c1ccc(OC(F)(F)F)cc1)c1cccc(c1)-c1cccnc1F	0
NC1=N[C@@]2(CO1)c1cc(ccc1Oc1cnc(cc21)-c1ccncc1)-c1cccnc1F	0
CCCCCc1ccc(cc1)-c1ccc2c(c1)nc(N)n(CC1CCCO1)c2=O	0
CN1C(N)=N[C@@]2([C@H]3COCC[C@@H]3Oc3ccc(cc23)-c2cncc(Cl)c2)C1=O	0
Nc1nc2cc(ccc2c(=O)n1C[C@@H]1CC[C@@H](O1)c1ccccc1)-c1ccc(CCC2CC2)cc1	0
Oc1c(Cl)cc(Cl)cc1C(=O)Nc1ccc(Sc2nc3ccccc3o2)cc1	0
COC[C@@H](Oc1cc(C[C@@H]2C[S@@](=O)C[C@H](NCc3cccc(c3)C(C)C)[C@H]2O)cc(F)c1N)C(F)(F)F	0
Nc1nc2cc(ccc2c(=O)n1C1Cc2ccccc2C1)C(F)(F)F	0
COc1ccc(CC(=O)NC(=N)N[C@@H](Cc2ccc(Cl)cc2Cl)C(=O)NCCN2C(=O)c3ccccc3C2=O)cc1OC	0
COC[C@@H](Oc1cc(C[C@@H]2C[S@@](=O)C[C@H](NCc3cccc(c3)C(C)(C)CO)[C@H]2O)cc(F)c1N)C(F)(F)F	0
NC1=N[C@@]2(CO1)c1cc(ccc1Oc1cnc(cc21)C1CCOCC1)-c1cccnc1F	0
COc1ccc(C[C@H](NC(=N)NC(=O)Cc2ccc(OC)c(OC)c2)C(=O)NCCN2C(=O)c3ccccc3C2=O)cc1	0
CN1C(N)=N[C@](C1=O)(c1ccc(OC(F)F)c(C)c1)c1ccc(F)c(OCC(F)F)c1	0
COc1ccccc1-c1ccc2OC(C)(C)CC3(N=C(N)N(C)C3=O)c2c1	0
CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(CC1)c1ncc(o1)C(C)(C)C	0
COC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1ccccc1)N(C)C(=O)[C@@H](C)NC(=O)[C@H](CC(C)C)NC(=O)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(N)=O)N(C)C(=O)[C@@H](NC(=O)[C@H](C)O)C(C)C	0
C[C@H](NC[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cccc(OS(=O)(=O)Cc2ccccc2)c1)C(=O)NC1CCCCC1	0
CN1C(N)=N[C@](C1=O)(c1ccc(OC(F)F)cc1)c1cccc(c1)C#CCCCCF	0
COc1ccc(cc1C(F)(F)F)C1(N=C(N)N(C)C1=O)c1cccc(c1)-c1cccnc1	0
CCNc1cc(cc(c1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNCc1cccc(OC(F)(F)F)c1)N1CCCC1=O	0
COC[C@@H](Oc1cc(C[C@@H]2C[S@@](=O)C[C@H](NCc3cc(CC(C)(C)C)on3)[C@H]2O)cc(F)c1N)C(F)(F)F	0
CCNc1cc(cc(c1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNCc1cccc(c1)C(F)(F)F)N1CCCCS1(=O)=O	0
CCCN(CCC)C(=O)c1cc(cc(c1)C(=O)N(CCC)CCC)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNCc1cccc(OC)c1	0
CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]1CSCc2ccc(CSC[C@H](NC(C)=O)C(=O)N[C@@H](C)C(=O)N1)cc2	0
CCCN(CCC)C(=O)c1cc(cc(c1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNCc1cccc(OC)c1)C(O)=O	0
CCCc1c(O)c(ccc1COc1ccc(C=C2SC(S)=NC2=O)cc1)C(=O)CC	0
COc1ccc2Oc3ccc(cc3C3(COC(N)=N3)c2c1)-c1cc(Cl)ccc1F	0
C[C@]12CCOC[C@@H]1[C@]1(COC(N)=N1)c1cc(c(F)cc1O2)-c1cccnc1F	0
CN1C(N)=NC2(CC(C)(C)Oc3ccc(cc23)-c2cccnc2F)C1=O	0
CC(C)(C)O[C@H]1C[C@@H]1CN[C@H]1CS(=O)(=O)C[C@@H](Cc2cc(F)c(N)c(OC(C(F)(F)F)C(F)(F)F)c2)[C@@H]1O	0
CCc1cn(C)c2c(cc(cc12)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNCc1cccc(c1)C(F)(F)F)N1CCCC1=O	0
CCNc1cc(cc(N2CCCC2=O)c1OC)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNCc1cccc(c1)C(F)(F)F	0
CN1C(N)=N[C@](C1=O)(c1ccc(OC(F)F)cc1)c1cccc(c1)C#CC1CC1	0
CC(C)(C)c1cccc(CN[C@H]2CS(=O)(=O)C[C@@H](Cc3ccc4[nH]ncc4c3)[C@@H]2O)c1	0
CCOc1ccc2nc(Sc3ccc(NC(=O)c4cc(Cl)ccc4NC(=O)c4ccccc4C(O)=O)cc3)sc2c1	0
CCCN(CCC)C(=O)c1cc(cc(c1)C(=O)N(C)C)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNCc1cccc(OC)c1	0
CN1C(N)=NC(C1=O)(c1cnn(CCC(C)(C)C)c1)c1cccc(c1)-c1cncnc1	0
COc1cccc(c1)C(C)(C)NC[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cccc(c1)C(=O)NCC(C)(C)C	0
NC1=Nc2cc(ccc2CN1C1CCc2ccccc2C1)C(F)(F)F	0
Cc1cc(ccn1)-c1cc2c(Oc3ccc(cc3[C@@]22COC(N)=N2)-c2cccnc2F)cn1	0
C[C@H]1C[C@H](CCO1)N1C(=O)C[C@](C)(NC1=N)c1cccc(NC(=O)c2cccc(c2)C#N)c1Cl	0
CC#Cc1ccc2sc3cc(Cl)c(cc3c2c1)[C@]1(C)CC(=O)N(C)C(=N)N1	0
CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CN[C@]1(CC[C@H](NO)NC1)c1cccc(c1)C(C)(C)C	0
CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]1CSC\C=C\CSCCC(=O)N[C@@H](C)C(=O)N1	0
COCCOc1cc(C[C@@H]2CS(=O)(=O)C[C@H](NCc3cccc(c3)C(C)(C)C)[C@H]2O)cc(F)c1N	0
CN1C(N)=NC2(CC(C)(C)C(F)(F)c3ccc(cc23)-c2cncnc2)C1=O	0
COc1ccc(OC(F)(F)F)cc1CC(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CCC(=O)NCCc1ccccc1	0
CCn1cc(cn1)C1(N=C(N)N(C)C1=O)c1ccc(F)c(c1)-c1cccnc1F	0
CCc1c[nH]c2c(cc(cc12)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNCc1cccc(c1)C(F)(F)F)N1CCCC1=O	0
NC1=N[C@@]2(CO1)c1cc(ccc1Oc1cnc(cc21)-c1ccccn1)-c1cccnc1F	0
CCNc1cc(cc2N(C)S(=O)(=O)CCCc12)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNC1CCOCC1	0
CCC(=O)c1cc(cs1)C1(N=C(N)N(C)C1=O)c1cccc(c1)-c1cccnc1F	0
CC#Cc1cccc(c1)[C@]1(N=C(N)N(C)C1=O)c1ccc(OC(F)F)cc1	0
CC(F)(F)c1cccc(CN[C@H]2CS(=O)(=O)C[C@@H](Cc3cc(F)c(N)c(Br)c3)[C@@H]2O)c1	0
CC12CC(CC(C)(C)C1)N(C2)C(=O)[C@]12C[C@H]1[C@](C)(N=C(N)S2)c1cc(\C=C(/F)c2ccc(cn2)C#N)ccc1F	0
CCCC#Cc1cccc(c1)[C@]1(N=C(N)N(C)C1=O)c1ccc(OC(F)F)cc1	0
N=C(NCCCC#N)NC(=O)Cn1c(ccc1C12CC3CC(CC(C3)C1)C2)-c1ccccc1	0
CCNc1cc(cc(N2CCCC2=O)c1C)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNCc1cccc(c1)C(F)(F)F	0
CC(C)[C@H](NC(=O)C(c1ccccc1)c1ccccc1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CCC(=O)NCCc1ccccc1	0
CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(CCN(CC1)C(N)=O)c1cccc(c1)C(C)(C)C	0
CN1C(N)=NC2(CC(C)(C)Oc3ccc(cc23)-c2ccccc2)C1=O	0
