Ligand SMILES	Potency
NC(=S)NN=C(CCc1ccccc1)c1cc(cc(c1)C(F)(F)F)C(F)(F)F	0
CS(=O)(=O)N1CCC[C@@H]1C(=O)N[C@@H](Cc1ccccc1)C=O	0
CCCCC(=O)N[C@@H](Cc1cccc(C)c1)C(=O)NCC#N	0
CC(C)[C@H](NC(=O)[C@H](C)NC(=O)[C@@H](N1Cc2ccccc2C1=O)C(C)(C)C)C(=O)C(=O)NCc1ccc(cc1)S(N)(=O)=O	0
COc1ccc(cc1OC)N1CCN(CC1)C(=O)[C@@H]1CCCC[C@H]1C(=O)NC1(CC1)C#N	0
CC(C)C[C@H](NC(=O)[C@@H]1Cc2ccc(Oc3cc(C[C@H](NC(=O)OCc4ccccc4)C(=O)N[C@@H](CC(C)C)C(=O)N1)ccc3[N+]([O-])=O)cc2)C=O	0
CC(C)(C)c1csc(n1)N1CCN(CC1)C(=O)[C@@H]1CCCC[C@H]1C(=O)NC1(CC1)C#N	0
CCc1csc(n1)N1CCN(CC1)C(=O)[C@@H]1CCCC[C@H]1C(=O)NC1(CC1)C#N	0
O=C(NC1(CC1)C#N)[C@@H]1CCCC[C@H]1C(=O)N1CCN(CC1)c1nc2cnccc2s1	0
O=C(NC1(CC1)C#N)[C@@H]1CCCC[C@H]1C(=O)N1CCN(CC1)c1nc2CCOCc2s1	0
Nc1nc(cc2c(C#N)c(nc(N)c12)N1CCCC1)N1CCCC1	0
CC[C@H](NC(=O)[C@@H]1C[C@H](CN1c1ccccc1[N+]([O-])=O)S(=O)(=O)c1ccccc1C(F)(F)F)C(=O)C(=O)NC1CC1	0
CCC(C)[C@H](NS(=O)(=O)c1cccc2ccccc12)C(=O)NCC=O	0
COc1ccc(cc1)S(=O)(=O)n1nc(OC(=O)c2cccs2)cc1NC(=O)c1cccs1	0
CCC(NC(=O)c1ccc(OCc2ccccn2)c(c1Cl)C(F)(F)F)C(=O)C(=O)Nc1ccn(C)n1	0
CC(C)(C)NC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)NC(CC1CCC1)C(=O)C(N)=O)C2(C)C)C(C)(C)C	0
Cc1ccc(cc1)C(=NNC(N)=S)c1cc(cc(c1)C(F)(F)F)C(F)(F)F	0
CC(C)C[C@@H](C(=O)NCC#N)c1cccc(c1)-c1ccc(cc1)-c1ccncc1	0
CC(C)C[C@@H](C(=O)NCC#N)c1cccc(c1)-c1ccc(cc1)N1CCN(CCO)CC1	0
CC(C)C[C@H](NC(c1ccc(Br)cc1)C(F)(F)F)C(=O)NCC#N	0
CC(C)CC(NC(=O)c1cccc(c1)-c1ccc(cc1)S(C)(=O)=O)C(=O)N(C)N(C)C#N	0
CCCC[C@H](NC(=O)OC1(Cc2ccccc2)CCC1)C=O	0
CC(C)[C@H](NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)c1ccnc2ccccc12)C(C)(C)C)C(=O)C(=O)NCc1ccccc1	0
C[C@H]1CN(CCN1C(=O)[C@@H]1CCCC[C@H]1C(=O)NC1(CC1)C#N)c1ccc(cc1)S(C)(=O)=O	0
CN1CCN(CC1)c1ccc(cc1)-c1cccc(c1)C(CC1CC1)C(=O)NCC#N	0
CC(C)C[C@H](N[C@@H](c1ccc(cc1)-c1ccc(cc1)S(C)(=O)=O)C(F)(F)F)C(=O)NC(C#N)c1ccccc1	0
FC(F)(F)[C@@H](N[C@@H](CS(=O)(=O)c1ccc(Br)cc1)C(=O)NC1(CC1)C#N)c1ccccc1	0
COc1ccc(Nc2nc(NC3CCNCC3)nc(n2)C#N)cc1	0
CC1(C)CN(CCN1C(=O)[C@@H]1CCCC[C@H]1C(=O)NC1(CC1)C#N)c1ccc(cc1)S(C)(=O)=O	0
Fc1ccc2[nH]c3CCN(Cc3c2c1)C(=O)[C@@H]1CCCC[C@H]1C(=O)NC1(CC1)C#N	0
CNC(=O)c1ccc(CNC(=O)C(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H](N2Cc3ccccc3C2=O)C(C)(C)C)C(C)C)cc1	0
CCCC[C@H](NC(=O)OCC1(Cc2ccccc2)CCC1)C(=O)C(=O)N[C@H](C)c1ccccc1	0
Cc1ccc(cc1)S(=O)(=O)N1CCC[C@@H]1C(=O)N[C@@H](Cc1ccccc1)C=O	0
FC(F)(F)[C@@H](N[C@@H](CS(=O)(=O)c1nccs1)C(=O)NC1(CC1)C#N)c1ccccc1	0
COc1cc(\C=C\C=C\C(=O)c2ccc(O)cc2)ccc1O	0
CC(C)CC(C(=O)NCC#N)c1cccc(c1)-c1ccc(cc1)N1CCN(C)CC1	0
CS(=O)(=O)C[C@H](N[C@@H](c1cccc(F)c1)C(F)(F)F)C(=O)NC1(CC1)C#N	0
CC(=O)c1c(Nc2ccc(Cl)cc2Cl)nc2c(Cl)ccc(Cl)c2c1O	0
O=C[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1ccccc1)NS(=O)(=O)c1cccc2ccccc12	0
OCCCn1cnc2c(NCc3cccc(c3)-c3cccnc3)nc(nc12)C#N	0
CC(C)C[C@@H](C(=O)NCC#N)c1cccc(c1)-c1ccc(cc1)N1CCNCC1	0
Cc1cccc(C[C@H](NC(=O)c2cc(nn2C)C(C)(C)C)C(=O)NCC#N)c1	0
Clc1cccc(C[C@H](NC(=O)c2cccc(Cl)c2)C(=O)NCC#N)c1	0
O=S(=O)(N[C@H]1CCN(C1)C#N)c1ccccc1	0
O=C(NC1(CC1)C#N)[C@@H]1CCCC[C@H]1C(=O)N1CCN(CC1)c1nc2ncccc2s1	0
O=C(NC1(CC1)C#N)[C@@H]1CCCC[C@H]1C(=O)N1CCN(CC1)c1nc2ccncc2s1	0
O=C(NC1(CC1)C#N)[C@@H]1CCCC[C@H]1C(=O)N1CCN(CC1)c1ncc(s1)C#N	0
O=C(NC1(CC1)C#N)[C@@H]1CCCC[C@H]1C(=O)N1CCN(CC1)c1nc(cs1)-c1ccccc1	0
Fc1ccc(cc1)C(=O)N[C@@H]1CCN(C1)C#N	0
Cn1nc(cc1C(=O)NC(Cc1cccc(c1)-c1nnc(CN)o1)C(=O)NCC#N)C(C)(C)C	0
OCCCn1cnc2c(NCc3cccc(c3)-c3ccsc3)nc(nc12)C#N	0
Fc1ccc(cc1)[C@H](N[C@@H](CS(=O)(=O)Cc1ccccc1-c1ccccc1)C(=O)NC1(CC1)C#N)C(F)(F)F	0
CC(C)C[C@H](N[C@@H](c1ccc(cc1)-c1nc(C)no1)C(F)(F)F)C(=O)NCC#N	0
COc1ccc(CC(NC(=O)c2ccc(cc2)-c2ccccc2)C(=O)NC2(CC2)C#N)cn1	0
CC1=C(C)CS(=O)N(C1)S(=O)(=O)c1ccc(Cl)cc1	0
O=C(NC1(CCCCC1)C(=O)NCC#N)c1ccc(cc1)-c1csc(n1)N1CCOCC1	0
O=C(NC1CCN(C1)C#N)c1ccccc1	0
FC(F)(F)c1cccc(c1)-c1cc(CCCN2CCCCC2)nc(n1)C#N	0
Fc1ccc(Nc2nc(NC3CCNCC3)nc(n2)C#N)cc1	0
CC(C)C[C@@H](O)C(=O)N1CC2(CC2)C[C@H]1C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)COC(F)(F)F	0
Cc1ccc(cc1)C(=NNC(N)=S)c1cccc(F)c1	0
CC(C)C[C@H](NC(=O)[C@H](CCS(=O)(=O)c1ccc2ccccc2c1)CC(C)C)C=O	0
CC(C)C[C@H](N[C@@H](c1ccc(cc1)-c1cccc2[nH]cnc12)C(F)(F)F)C(=O)NCC#N	0
OCCCn1cnc2c(NCc3cccc(c3)-c3ccco3)nc(nc12)C#N	0
CCCN1CCN(CC1)c1ccc(cc1)C(=O)NC1(CCCCC1)C(=O)NCC#N	0
CC(C)C[C@H](N[C@@H](c1ccc(cc1)-c1ccc(cc1)S(C)(=O)=O)C(F)(F)F)C(=O)NCC#N	0
Fc1ccc(cc1)[C@H](N[C@@H](CS(=O)(=O)c1ccc(Cl)c(Cl)c1)C(=O)NC1(CC1)C#N)C(F)(F)F	0
CC(C)C[C@H](N[C@@H](c1ccc(cc1)-c1nccs1)C(F)(F)F)C(=O)NCC#N	0
CN(CCc1cnc[nH]1)c1cnc2[nH]c(=O)[nH]c(=O)c2n1	0
NC(=S)NN=C(CCc1ccccc1)c1cc(Cl)cc(Cl)c1	0
O=C(NC1(CC1)C#N)[C@H](Cc1nc2ccccc2s1)NC(=O)c1ccc(cc1)-c1ccccc1	0
COc1ccc(Nc2nc(nc(n2)N2CCOCC2)C#N)cc1	0
CCCC[C@H](NC(=O)OC1C2CC3CC(C2)CC1C3)C(=O)C(=O)N[C@H](C)c1ccccc1	0
CCCC[C@H](NC(=O)OCC(C)(C)c1ccccc1)C(=O)C(=O)N[C@H](C)c1ccccc1	0
CCCC[C@H](NC(=O)OCC1(Cc2ccccc2)CCCC1)C(=O)C(=O)N[C@H](C)c1ccccc1	0
CCCC[C@H](NC(=O)OCC(C)(C)Cc1ccccc1)C(=O)C(=O)N[C@H](C)c1ccccc1	0
CN(C)S(=O)(=O)NCCCC[C@H](NC(=O)OCC1(Cc2ccc(F)cc2)CCC1)C(=O)C(=O)NCc1cccnc1	0
C[C@@H](NC(=O)C(=O)[C@H](CCCCNC(=O)N1CCOCC1)NC(=O)OCC1(Cc2ccc(F)cc2)CCC1)c1ccccc1	0
O=C(NC1(CC1)C#N)[C@H](Cc1ccncc1)NC(=O)c1ccc(cc1)-c1ccccc1	0
CN1CCN(CC1)C(=O)C[C@H](NC(=O)c1ccc(cc1)-c1ccccc1)C(=O)NC1(CC1)C#N	0
O=C(NC1(CC1)C#N)[C@H](Cc1ccccn1)NC(=O)c1ccc(cc1)-c1ccccc1	0
FC(F)(F)c1cccc(Nc2nc(Nc3cccc(c3)-c3ccsc3)ncc2Cl)c1	0
Nc1ccc(Nc2nc(Nc3ccc(cn3)-c3ccsc3)ncc2Cl)cc1	0
CC(=O)Nc1cccc(Nc2nc(Nc3ccc(cn3)-c3ccsc3)ncc2Cl)c1	0
Clc1ccc(CC(NC(=O)c2ccc(cc2)-c2ccccc2)C(=O)NC2(CC2)C#N)cn1	0
O=C(NCC#N)C(Cc1cccc(c1)-c1cc[nH]n1)NC(=O)c1ccccc1	0
Clc1cccc(C[C@H](NC(=O)c2ccccc2)C(=O)NCC#N)c1	0
N#CN1CCC(CCc2ccccc2)C1	0
FC(F)(F)c1nc(sc1Cl)N1CCN(CC1)C(=O)[C@@H]1CCCC[C@H]1C(=O)NC1(CC1)C#N	0
Cc1sc(nc1C(F)(F)F)N1CCN(CC1)C(=O)[C@@H]1CCCC[C@H]1C(=O)NC1(CC1)C#N	0
O=C(NC1(CC1)C#N)[C@@H]1CCCC[C@H]1C(=O)N1CCN(CC1)c1nc(cs1)C1CC1	0
CC(C)(C#N)c1cnc(s1)N1CCN(CC1)C(=O)[C@@H]1CCCC[C@H]1C(=O)NC1(CC1)C#N	0
Cc1ccc(C)c(c1)C(=O)N[C@@H](Cc1cccc(Cl)c1)C(=O)NCC#N	0
CC(C)c1cc(C(=O)N[C@@H](Cc2cccc(Cl)c2)C(=O)NCC#N)n(C)n1	0
Cc1cccc(c1)C(=O)N[C@@H](Cc1cccc(Cl)c1)C(=O)NCC#N	0
CCCC[C@H](NC(=O)O[C@H](Cc1nnc(o1)-c1ccc(cc1)C(F)(F)F)C(C)(C)C)C(=O)C(=O)NN1CCOC1=O	0
O=C(NCC#N)[C@@H]1CCCC[C@H]1CSc1ccccc1	0
Cc1ccc(cc1)C(=NNC(N)=S)c1cccc(Br)c1	0
CCC(NC(=O)c1cccc(c1Cl)C(F)(F)F)C(=O)C(=O)Nc1ccn[nH]1	0
CC[C@H](C)CC(C(=O)NCC#N)c1cccc(c1)-c1ccc(cc1)N1CCN(C)CC1	0
CC[C@H](C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C=CS(C)(=O)=O	0
CC(C)C[C@H](N[C@@H](c1ccc(cc1)-c1ncccn1)C(F)(F)F)C(=O)NCC#N	0
CC(C)C[C@H](N[C@@H](c1ccc(cc1)-c1ccc(F)cc1)C(F)(F)F)C(=O)NCC#N	0
NC(=S)NN=C(CCc1ccccc1)c1cccc(Cl)c1	0
O=C(N[C@@H](Cc1ccccc1)C(=O)N[C@H]1[C@@H]2N(CCS2(=O)=O)C1=O)OCc1ccccc1	0
CC(C)C[C@H](N[C@@H](c1ccc(cc1)-c1ccccc1F)C(F)(F)F)C(=O)NCC#N	0
CC(C)CNc1nc(nc(N2CCNCC2)c1N)C#N	0
CCCC[C@H](NC(=O)OC(Cc1nnc(o1)-c1ccc(F)cc1)C(C)(C)C)C(=O)C(=O)N[C@H]1CCCNC1=O	0
O=C(NCC#N)C(Cc1cccc(c1)-c1cccnn1)NC(=O)c1ccccc1	0
FC(F)(F)c1csc(n1)N1CCN(CC1)C(=O)[C@@H]1CCCC[C@H]1C(=O)NC1(CC1)C#N	0
Brc1cccc(c1)S(=O)(=O)N[C@@H]1CCN(C1)C#N	0
Cn1nc(cc1C(=O)NC(Cc1cccc(c1)-c1nnc(CCN)o1)C(=O)NCC#N)C(C)(C)C	0
O=C(NCC#N)C(Cc1cccc(c1)-c1ccccn1)NC(=O)c1ccccc1	0
Cn1nc(cc1C(=O)N[C@@H](Cc1cccc(Cl)c1)C(=O)NCC#N)C(C)(C)C	0
Cn1cc(cn1)-c1cccc(CC(NC(=O)c2ccccc2)C(=O)NCC#N)c1	0
Oc1ccc(C(=O)\C=C\c2ccc(O)c3ccccc23)c(O)c1	0
O=C(NCc1cccs1)C(OC(=O)c1cccs1)c1ccccn1	0
CC(C)C[C@@H](C(=O)NCC#N)c1cccc(c1)-c1ccc(cc1)N1CCN(CC(C)(C)O)CC1	0
CC(C)(C)NCCCc1cc(nc(n1)C#N)-c1cccc(c1)C(F)(F)F	0
CN1C(N)=N[C@@]2([C@H]3OCCC[C@]3(C)Oc3ccc(cc23)-c2cccnc2F)C1=O	0
FC(F)(F)[C@@H](N[C@@H](CS(=O)(=O)c1cccc(Br)c1)C(=O)NC1(CC1)C#N)c1ccccc1	0
COC(=O)Sc1nc(N2CCOCC2)c2COC(C)(C)Cc2c1C#N	0
CCCCC#Cc1cc(nc2ccc(OC)cc12)C(=O)OCC	0
CC(C)C[C@H](N[C@@H](c1ccc(cc1)-c1cccc(c1)S(C)(=O)=O)C(F)(F)F)C(=O)NCC#N	0
CCSc1ccccc1C(=O)n1nnc2ccccc12	0
Fc1ccc(cc1)[C@H](N[C@@H](CS(=O)(=O)c1ccc(F)cc1)C(=O)NC1(CC1)C#N)C(F)(F)F	0
CC(C)C[C@H](N[C@@H](c1ccc(cc1)-c1ccc(cc1)C#N)C(F)(F)F)C(=O)NCC#N	0
CN1CCN(CC1)C(=O)[C@@H]1CCCC[C@H]1C(=O)NCC#N	0
CC(C)C[C@H](N[C@@H](c1ccc(cc1)-c1ccc(cc1)S(C)(=O)=O)C(F)(F)F)C(=O)NC1(CC1)C#N	0
Cc1cc(C)cc(c1)C(=O)N[C@@H](Cc1cccc(Cl)c1)C(=O)NCC#N	0
CCc1cc(C(=O)N[C@@H](Cc2cccc(Cl)c2)C(=O)NCC#N)n(C)n1	0
CS(=O)(=O)c1ccc2nc(sc2c1)N1CCN(CC1)C(=O)[C@@H]1CCCC[C@H]1C(=O)NC1(CC1)C#N	0
O=C(NCC#N)C(Cc1cccc(c1)-c1cccnc1)NC(=O)c1ccccc1	0
Cn1nccc1-c1cccc(CC(NC(=O)c2ccccc2)C(=O)NCC#N)c1	0
O=C(NCC#N)C(Cc1cccc(c1)-c1cn[nH]c1)NC(=O)c1ccccc1	0
CS(=O)C[C@H](N[C@@H](c1ccc(Br)cc1)C(F)(F)F)C(=O)NC1(CC1)C#N	0
CN1CCN(CC1)c1ccc(cc1)-c1cccc(c1)C(CC1CCC1)C(=O)NCC#N	0
COc1ccc(cc1C(=O)C(C)(C)c1cc(Cl)cc(Cl)c1)C(=O)NCc1ccnc(n1)C#N	0
OCCCn1cnc2c(NCc3cccc(c3)-c3ccccc3)nc(nc12)C#N	0
CC1(C)CCc2c(O)c(C(=O)CCc3ccc4OC5(C)CCCC(C)(C)C5Cc4c3)c(O)cc2O1	0
FC(F)(F)[C@@H](N[C@@H](CS(=O)(=O)c1ccc(Cl)c(Cl)c1)C(=O)NC1(CC1)C#N)c1ccccc1	0
O=C(CNC(=O)c1ccco1)OCN1C(=O)c2ccccc2C1=O	0
OCCCn1cnc2c(NCc3cccc(c3)-c3ccoc3)nc(nc12)C#N	0
Cc1ccc(cc1)S(=O)(=O)N1C[C@@H](C[C@H]1C(=O)N[C@@H](Cc1ccccc1)C=O)C#N	0
O=C(NCC#N)[C@@H]1CCCC[C@H]1C(=O)N1CCCCC1	0
Cl.O=C1C=C(Nc2ccccc2N2CCNCC2)C2=NS(=O)(=O)c3cccc1c23	0
CC(C)C[C@H](N[C@@H](c1ccc(cc1)-c1ccc(F)c(F)c1)C(F)(F)F)C(=O)NCC#N	0
COc1ccccc1\N=C\c1nc(oc1OC(C)=O)-c1ccccc1	0
FC(F)(F)c1ccc2c(OCCCCOc3ccc(C[C@H](NC2=O)C(=O)NC2(CC2)C#N)cc3Cl)c1	0
O=S(=O)(NS1=CC=CCN1S(=O)(=O)c1ccccc1)c1ccccc1	0
C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1)C(=O)[CH-][N+]#N	0
NC(=S)NN=C(c1cccc(Br)c1)c1ccc(O)c(Br)c1	0
CCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](CC(O)=O)NC(=O)[C@H](CC(O)=O)NC(C)=O)[C@@H](C)CC)C(C)C)C=O	0
COc1ccc(cc1)S(=O)(=O)n1nc(OC(=O)c2ccccc2)cc1N	0
CS(=O)C[C@H](N[C@@H](c1ccc(F)cc1)C(F)(F)F)C(=O)NC1(CC1)C#N	0
CCCC[C@H](NC(=O)O[C@H](Cc1nnc(o1)-c1ccc(F)cc1)C(C)(C)C)C(=O)C(=O)N[C@H](C)c1ccccc1	0
CN(C)C(=O)[C@@H]1CCCC[C@H]1C(=O)NCC#N	0
CS(=O)(=O)c1ccc2c(c1)\C(CCS2(=O)=O)=N\NC(N)=S	0
NC(=S)N\N=C1/CCc2ccccc2C1	0
NC(=S)N\N=C1/CCNc2c1cc(cc2[N+]([O-])=O)[N+]([O-])=O	0
NC(=S)N\N=C1/CCNc2c(Cc3ccccc3)cccc12	0
NC(=S)N\N=C1/CC(Nc2ccccc2)c2ccc(Br)cc12	0
NC(=S)N\N=C1/CCCSc2cc(F)c(F)cc12	0
NC(=S)N\N=C1/CCOc2ccc(Cl)cc12	0
COc1cccc2\C(CCCc12)=N\NC(N)=S	0
NC(=N)N\N=C1/CCS(=O)(=O)c2ccc(cc12)[N+]([O-])=O	0
COc1ccc2CCC\C(=N/NC(N)=S)c2c1	0
NC(=S)N\N=C1/CC[S+]([O-])c2ccc(cc12)[N+]([O-])=O	0
NCCCCC(NC(=O)C1CCCC1)C(=O)COc1c(F)cccc1F	0
NCCCCC(NC(=O)C1CCCC1)C(=O)COc1cccc(F)c1	0
NCCCCC(NC(=O)C1CCCC1)C(=O)COC(C(F)(F)F)C(F)(F)F	0
COC(C)(C)C(=O)NC(CCCCN)C(=O)COc1c(F)ccc(F)c1F	0
NCCCCC(NC(=O)c1ccccn1)C(=O)COc1c(F)ccc(F)c1F	0
NCCCCC(NC(=O)c1ccc(F)nc1)C(=O)COc1ccon1	0
COC(C)(C)C(=O)NC(CCCCN)C(=O)COC(C(F)(F)F)C(F)(F)F	0
CN1CCN(CC1)c1ccc(Nc2ncc(Cl)c(Nc3cccc(c3)C(F)(F)F)n2)nc1	0
FC(F)(F)c1cccc(Nc2nc(Nc3ccc(cn3)N3CCNCC3)ncc2Cl)c1	0
CN(C)C1CCN(CC1)c1ccc(Nc2ncc(Cl)c(Nc3cccc(c3)C(F)(F)F)n2)nc1	0
FC(F)(F)c1cccc(Nc2nc(Nc3ccc(cn3)-c3ccsc3)ncc2Cl)c1	0
Oc1cc2nc(-c3ccccc3)n(-c3ccccc3)c(=O)c2c(O)c1O	0
NC(=S)NN=C1CCS(=O)(=O)c2ccc(cc12)C(F)(F)F	0
NC(=S)NN=C1CCS(=O)(=O)c2ccc(OC(F)(F)F)cc12	0
NC(=S)NN=C1CCS(=O)(=O)c2ccc(O)cc12	0
NC(=S)NN=C1CCS(=O)(=O)c2ccc(cc12)[N+]([O-])=O	0
CC(=O)Nc1ccc2c(c1)C(CCS2(=O)=O)=NNC(N)=S	0
Fc1cccc(c1)N1CNC(=O)C11CCN(CCNC(=O)c2ccc(F)c(F)c2)CC1	0
NC(=S)NN=C1CCSc2ccc(Br)cc12	0
NC(=S)NN=C1CCSc2cc(F)c(F)cc12	0
NC(=S)NN=C1CCSc2c(F)cc(F)cc12	0
NC(=S)NN=C1CCSc2c(Br)cc(F)cc12	0
NC(=S)NN=C1CCSc2c(F)cc(Br)cc12	0
Cc1ccc2SCCC(=NNC(N)=S)c2c1	0
CCc1ccc2SCCC(=NNC(N)=S)c2c1	0
CC(C)c1ccc2SCCC(=NNC(N)=S)c2c1	0
COc1ccc2SCCC(=NNC(N)=S)c2c1	0
CSc1ccc2SCCC(=NNC(N)=S)c2c1	0
NC(=S)NN=C1CCSc2c(OC(F)(F)F)cccc12	0
NC(=S)NN=C1CCSc2ccc(O)cc12	0
NC(=S)NN=C1CCSc2ccc(cc12)[N+]([O-])=O	0
NC(=S)NN=C1CCSc2ccc(N)cc12	0
CC(=O)Nc1ccc2SCCC(=NNC(N)=S)c2c1	0
NC(=S)NN=C1CCSc2ccc3ccccc3c12	0
NC(=S)NN=C1CCS(=O)(=O)c2ccc(F)cc12	0
NC(=S)NN=C1CCS(=O)(=O)c2ccc(Cl)cc12	0
NC(=S)NN=C1CCS(=O)(=O)c2ccc(Br)cc12	0
NC(=S)NN=C1CCS(=O)(=O)c2cc(F)c(F)cc12	0
NC(=S)NN=C1CCS(=O)(=O)c2c(F)cc(F)cc12	0
NC(=S)NN=C1CCS(=O)(=O)c2c(Br)cc(F)cc12	0
NC(=S)NN=C1CCS(=O)(=O)c2c(F)cc(Br)cc12	0
Cc1ccc2c(c1)C(CCS2(=O)=O)=NNC(N)=S	0
CCc1ccc2c(c1)C(CCS2(=O)=O)=NNC(N)=S	0
CC(C)c1ccc2c(c1)C(CCS2(=O)=O)=NNC(N)=S	0
NC(=S)NN=C1CCSc2ccc(F)cc12	0
NC(=S)NN=C1CCSc2ccc(OC(F)(F)F)cc12	0
NC(=S)NN=C1CCSc2ccc(cc12)C(F)(F)F	0
NC(=S)NN=C(c1cc(O)cc(Br)c1)c1cc(O)cc(Br)c1	0
NC(=S)N\N=C(/c1cccc(O)c1)c1cc(Br)cc(Br)c1	0
NC(=S)N\N=C(\c1cccc(Br)c1)c1cc(O)cc(O)c1	0
COc1cc(OC)cc(c1)C(=N/NC(N)=S)\c1cc(Br)cc(Br)c1	0
COc1cc(OC)cc(c1)C(=N/NC(N)=S)\c1cccc(Br)c1	0
NC(=S)N\N=C(/c1cc(O)cc(O)c1)c1cc(Br)cc(Br)c1	0
COc1cccc(Nc2nc(NC3CCNCC3)nc(n2)C#N)c1	0
NC(=S)N\N=C1/CCN(c2ccc(cc12)[N+]([O-])=O)[N+]([O-])=O	0
NC(=S)N\N=C1/CCNc2ccc(cc12)[N+]([O-])=O	0
CC(=O)N1CC\C(=N/NC(N)=S)c2ccccc12	0
CN1CC\C(=N/NC(N)=S)c2cc(Br)ccc12	0
NC(=S)N\N=C1/CCNc2ccc(Br)cc12	0
NC(=S)N\N=C1/CCc2ccc(Br)cc12	0
NC(=S)N\N=C1/CCCS(=O)(=O)c2ccc(cc12)[N+]([O-])=O	0
NC(=S)N\N=C1/CCCSc2ccc(cc12)[N+]([O-])=O	0
NC(=N)N\N=C1/CCSc2ccc(cc12)[N+]([O-])=O	0
NC(=S)N\N=C1/CCS(=O)(=O)c2ccc(N)cc12	0
NC(=S)N\N=C1/CC(Oc2ccccc12)c1ccccc1	0
NC(=S)N\N=C1/CCCCc2ccccc12	0
NC(=S)N\N=C1/CCCc2cc(N)ccc12	0
NC(=S)N\N=C1/CCCc2c(O)cccc12	0
COc1ccc2\C(CCCc2c1)=N\NC(N)=S	0
NC(=S)N\N=C1/CCN(c2ccccc12)[N+]([O-])=O	0
NC(=S)N\N=C1/CCCS(=O)(=O)c2cc(F)c(F)cc12	0
NC(=S)NN=C1c2cc(ccc2-c2ccc(cc12)[N+]([O-])=O)[N+]([O-])=O	0
NC(=S)N\N=C1/CCNc2ccccc12	0
NC(=S)NN=C(c1ccc(Br)s1)c1cccc(Br)c1	0
NC(=S)NN=C(c1ccccc1)c1cccnc1	0
NC(=S)NN=C(c1cccnc1)c1cccc(Br)c1	0
NC(=S)NN=C(c1ccc(Br)nc1)c1cccc(Br)c1	0
NC(=S)NN=C(c1cccc(Br)c1)c1cccnc1Br	0
NC(=S)NN=C(C1CCCCC1)c1cccc(Br)c1	0
NC(=S)NN=C(c1cccc(Br)c1)c1ccc2CCCCc2c1	0
NC(=S)NN=C(c1ccccc1)c1ccccc1	0
NC(=S)NN=C(Cc1ccccc1)c1ccccc1	0
NC(=S)NN=C1c2ccccc2-c2ccccc12	0
NC(=S)NN=C1c2cc(Br)ccc2-c2ccc(Br)cc12	0
Cc1nnc(CN2CCC(CCOc3ccc(cc3C(F)(F)F)-c3cc4n(C)cnc4c(n3)C#N)CC2)o1	0
Cc1noc(CN2CCC(CCOc3ccc(cc3C(F)(F)F)-c3cc4n(C)cnc4c(n3)C#N)CC2)n1	0
CC(=O)N1CCC(CCOc2ccc(cc2C(F)(F)F)-c2cc3n(C)cnc3c(n2)C#N)CC1	0
Cn1cnc2c(nc(cc12)-c1ccc(OCCC2CCN(CC2)S(C)(=O)=O)c(c1)C(F)(F)F)C#N	0
Cc1cc(C)cc(C[C@H](NC(=O)C(c2ccccc2)c2ccccc2)C(=O)NCC#N)c1	2
Cc1ccc(C[C@H](NC(=O)C(c2ccccc2)c2ccccc2)C(=O)NCC#N)cc1C	2
Cc1cccc(C[C@H](Nc2ccccc2)C(=O)N[C@@H](COCc2ccc(F)c(c2)C(O)=O)C#N)c1	2
CC(C)C[C@H](NC(=O)[C@@H]1O[C@H]1C(O)=O)C(=O)NCCCCN=C(N)N	2
Cc1cccc(C[C@H](Nc2cccc(c2)S(C)(=O)=O)C(=O)N[C@@H](COCc2cccc(c2)C(O)=O)C#N)c1	2
CCCC[C@H](NC(=O)O[C@H](Cn1ccc(n1)-c1ccncc1)C(C)(C)C)C(=O)CNS(=O)(=O)c1ccccn1	2
CC(C)C[C@H](NC(=O)c1cc2ccccc2o1)C(=O)N[C@H]1CC[C@@H](C)N(CC1=O)S(=O)(=O)c1ccccn1	2
CC(=O)c1c(Nc2ccc(Cl)cc2)nc2c(Cl)cc(cc2c1O)[N+]([O-])=O	2
CCCC[C@H](NC(=O)[C@H](C)NC(=O)[C@H](Cc1ccccc1)NC(=O)c1ccccc1)C(=O)C(=O)NC1CCCCC1	2
Cc1cccc(C[C@H](NC(=O)c2ccc(Cl)cc2F)C(=O)N[C@@H](COCc2ccccc2)C#N)c1	2
Cc1cccc(C[C@H](Nc2ccccc2)C(=O)N[C@@H](COCc2cccc(c2)-n2cnnn2)C#N)c1	2
CCCC[C@H](NC(=O)O[C@H](Cc1ccccc1)C(C)C)C=NNC(=O)N1CCOCC1	2
