Ligand SMILES	Potency
FC(F)(F)CN1CCC(CC1)N1CCC1C(=O)N1C[C@@H](C[C@H]1C(=O)NC1(CC1)C#N)S(=O)(=O)c1ccccc1Cl	2
CCN1CCC(CCOc2ccc(cc2C(F)(F)F)-c2nc(nc3n(CC4CCOC4)ccc23)C#N)CC1	2
C[C@](NCc1ccccc1)(C1CCCCC1)c1cn(nn1)C1(CC1)C#N	2
FC(F)(F)c1ccccc1S(=O)(=O)[C@H]1C[C@H](CN2CCOCC2)N(C1)c1ccnc(n1)C#N	2
CN(C)C(=O)CN1CCCC(COc2ccc(cc2C(F)(F)F)-c2nc(nc3n(C)ccc23)C#N)C1	2
CNC(=O)c1c(NCC2CCC3(CCC3)CC2)nc(nc1OCCC1CCN(C)CC1)C#N	2
O=C(N[C@@H](CN1CCCC1)Cc1ccccn1)c1cnc(nc1NCC1CCC2(CC2)CC1)C#N	2
FC(F)(F)CNC(=O)c1cnc(nc1N1CC[C@@H](C1)S(=O)(=O)c1ccc(OCC(F)(F)F)cc1Cl)C#N	2
CCOC(=O)N1CCC(CC1)N1CCC1C(=O)N1C[C@@H](C[C@H]1C(=O)NC1(CC1)C#N)S(=O)(=O)c1ccccc1OC(F)(F)F	2
O=C(N[C@@H](C1CCCCC1)c1cn(nn1)C1(CC1)C#N)c1ccoc1	2
Clc1ccccc1S(=O)(=O)[C@@H]1C[C@H](N(C1)C(=O)C1(CC1)N1CCNCC1)C(=O)NC1(CC1)C#N	2
CCOc1ccc(cc1C(F)(F)F)-c1nc(nc2n(CC(=O)N3CCN(C)CC3)ccc12)C#N	2
Fc1cc(Cl)cnc1C1(CC1)C(=O)N1C[C@@H](C[C@H]1C(=O)NC1(CC1)C#N)S(=O)(=O)c1ccccn1	2
Fc1cc(Cl)cnc1C1(CC1)C(=O)N1C[C@@H](C[C@H]1C(=O)NC1(CC1)C#N)S(=O)(=O)c1ccccc1-n1ccnn1	2
CCOC(=O)CNC(=O)C(=O)C(COCc1ccccc1)NC(=O)[C@H](CC1CCCCC1)NC(=O)C1=CC(=O)CC(C)(C)O1	2
CC(C)N1CCC(CCOc2ccc(cc2C#N)-c2nc(nc3n(CC4CCOC4)ccc23)C#N)CC1	2
CN1CCN(CC1)c1ccc(c(Cl)c1)S(=O)(=O)[C@H]1CCN(C1)c1nccc(n1)C#N	2
CCOC(=O)CNC(=O)C(=O)C(COCc1ccccc1)NC(=O)C(CC1CCCCC1)NC(=O)N1CCOCC1	2
CCOC(=O)CNC(=O)C(=O)C(COCc1ccccc1)NC(=O)[C@H](CC1CCCCC1)NC(=O)N1CCOCC1	2
CC(C)(C)OC(=O)N1CCC1(C(=O)N1C[C@@H](C[C@H]1C(=O)NC1(CC1)C#N)S(=O)(=O)c1ccc(F)cc1Cl)c1ncc(Br)cc1F	2
CC(C)C[C@H](NC(=O)[C@@H]1O[C@H]1C(O)=O)C(=O)NCCCCN=C(N)N	2
Cn1ccc2c(nc(nc12)C#N)-c1ccc(OCC2CNC2)c(c1)C(F)(F)F	2
Cn1ccc2c(nc(nc12)C#N)-c1ccc(OCCC2C3CCC2CNC3)c(c1)C(F)(F)F	2
OCCCOc1ccc(cc1C(F)(F)F)-c1ccnc(n1)C#N	2
CCOc1ccc(cc1C(F)(F)F)-c1nc(C#N)c2ncn(CCO)c2n1	2
Cc1cc(ccn1)-c1ccc(c(Cl)c1)S(=O)(=O)[C@@H]1C[C@H](N(C1)C(=O)C1(CCN1C(=O)OC(C)(C)C)c1ncc(Br)cc1F)C(=O)NC1(CC1)C#N	2
O=C(N[C@@H](C1CCCCC1)c1cn(nn1)C1(CC1)C#N)c1cnco1	2
