MaxAbsEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,FpDensityMorgan1,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPLOW,BCUT2D_MRLOW,BalabanJ,HallKierAlpha,Ipc,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA11,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,NHOHCount,NumAliphaticCarbocycles,NumAromaticHeterocycles,NumAtomStereoCenters,NumBridgeheadAtoms,NumSpiroAtoms,NumUnspecifiedAtomStereoCenters,MolLogP,fr_Al_COO,fr_Al_OH,fr_ArN,fr_Ar_COO,fr_Ar_NH,fr_Ar_OH,fr_C_S,fr_Imine,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_allylic_oxid,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitro,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phos_acid,fr_piperdine,fr_piperzine,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
13.56478099052715,0.0912820272723251,-0.848962127205273,0.2090759003595705,19.14,0,0.2570804174508295,-0.4986682774545002,0.94,16.471122052346967,9.944307904334488,2.378792911679702,-2.3014315607042057,-2.5562525654741783,-0.1393802453292856,1.3949356949667036,-4.45,66537612115.10731,30.571117017616725,23.88468735910006,0.0,17.721539188054518,11.814359458703011,28.872595651209583,0.0,0.0,0.0,51.9700701109812,76.2098391383784,47.63237721559725,7.109797541277533,28.709548874159157,40.43882357883859,0.0,30.734163794667158,17.75371813848418,60.01298852931433,0.0,0.0,15.950365812018994,0.0,10.902924932081056,0.0,152.94,0.0,23.660897867835686,25.021629740434204,30.23776759262965,6.923737199690624,65.2049326268992,25.83425406381668,9.75111596382744,1.9007736898222676,-1.444648186486312,8.69015251461371,11.280941164883773,3.50748050757798,0.5526315789473685,4,0,1,4,0,0,0,3.442600000000004,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.482809660016086,0.0008454694155446,-4.89421573525784,0.428786987559326,16.025,0,0.4171700940412198,-0.3544503710600518,1.05,32.228001816775375,10.119743343081463,2.4192924754923406,-2.2088278680103666,-2.314304825777405,-0.1396855776457747,1.5573721096465338,-4.19,528927790.9734529,10.216698334856808,17.450535582324296,9.837253136417502,5.824404497999927,5.907179729351506,4.794537184071822,18.385754026223356,31.604381840787408,0.0,24.26546827384644,36.249741388469445,25.831112789350804,21.27232448889394,39.55482445444968,21.562295643604035,5.261891554738487,15.284745645900747,0.0,82.80599058409388,0.0,6.069221312792274,10.216698334856808,0.0,0.0,0.0,116.04999999999998,0.0,43.26080960819568,11.629818560158606,23.099010936235302,6.069221312792274,0.0,15.284745645900747,10.475003018805692,-1.9443402078736136,-1.1857394236706928,-8.446620459583379,-0.4758121317697497,-4.453252600132523,0.28,1,0,1,1,0,0,0,4.368480000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13.180629409171075,0.0181579048056323,-4.765536904732848,0.561678835132484,16.84375,0,0.4330876686778532,-0.3551039475611351,1.21875,35.49569420049836,10.298174166136018,2.381284213674071,-2.189846124721637,-2.280416829908363,-0.1408081464727168,1.6027773406950003,-3.1699999999999995,17057286.387034655,4.899909730850478,11.8870840906273,15.531181131265964,5.824404497999927,0.0,0.0,23.06755696136854,23.531818506063985,0.0,11.600939890232516,30.686289896772447,31.549567023512918,20.85544109392484,21.5890421273534,27.256055804485044,5.261891554738487,19.74844178534064,0.0,59.26648829212391,0.0,11.756607587475836,4.899909730850478,0.0,5.687386274683562,0.0,104.77,0.0,35.24631400184529,11.753753343145172,27.783668115711155,24.52642128014937,0.0,15.066638850195456,12.140990332830883,-0.6811955337233881,-0.7915844083283579,-1.3541813192469303,0.0464427997247267,-3.8839868092298633,0.2631578947368421,0,0,2,1,0,0,0,3.2587800000000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13.51508620207506,0.0090023935728573,-4.842546782252258,0.4359011214178049,16.512820512820515,0,0.4171700940412198,-0.3544503721011425,1.2307692307692308,35.495692794912024,10.012031027480472,2.4185788261290724,-2.2129107886055928,-2.3255418325900545,-0.1394297651235758,1.5590432171177018,-3.689999999999999,409750023.3129776,10.216698334856808,17.450535582324296,9.837253136417502,5.824404497999927,5.907179729351506,4.794537184071822,18.385754026223356,18.433136697762947,0.0,42.790145363769575,42.16764743463084,30.85374610309213,15.708872997196943,26.383579311425223,33.16323553383655,5.261891554738487,15.284745645900747,0.0,82.2651724061382,0.0,6.069221312792274,10.216698334856808,0.0,0.0,0.0,116.04999999999998,0.0,49.17871565435707,5.022633313741326,17.163120370925164,18.20195544971549,19.056471336613843,15.284745645900747,11.493622067241848,-0.2630519145646601,-0.793690552018895,-3.6490630905229584,2.0544097376645736,-4.3774260256204665,0.3076923076923077,1,0,1,2,0,0,1,4.606580000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13.397445932995176,0.0071898358108677,-4.755649626666665,0.5698420062530469,21.58333333333333,0,0.4330876686778532,-0.3689223002438105,1.0,35.49569441488988,10.211176177026452,2.3857794807647363,-2.3598295863556,-2.4677589038557635,-0.1408087336209653,1.3108747742533764,-2.62,160222118.1326412,9.799819461700956,11.8870840906273,15.531181131265964,5.824404497999927,0.0,4.899909730850478,18.385754026223356,18.433136697762947,0.0,11.600939890232516,37.46156607416286,57.06413260776858,15.168054819241275,21.5890421273534,32.943442079168605,5.261891554738487,14.867866772744897,0.0,40.80643408043615,0.0,6.069221312792274,9.799819461700956,0.0,0.0,0.0,93.42999999999998,0.0,35.24631400184529,6.041840829147961,29.87714135795638,12.13273413692322,0.0,19.76777650359537,8.286178489717893,-0.375834299754514,-0.748990898365969,-2.042212686279417,3.728733648335678,-3.854728508240862,0.5217391304347826,0,1,1,1,0,0,0,3.3574800000000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
13.341979195477329,0.0977041997354493,-4.916619246495914,0.6190273254057111,16.852941176470587,0,0.4171700940412198,-0.354450371962195,1.2058823529411764,32.22800134851944,10.196815122741963,2.419879902727228,-2.209374713270474,-2.355308135382385,-0.1394647180590572,1.922921631301883,-3.4099999999999997,21264307.859757084,10.216698334856808,23.995291988236872,9.837253136417502,5.824404497999927,5.907179729351506,4.794537184071822,18.385754026223356,31.604381840787408,0.0,12.13273413692322,18.55355575984923,19.28635638343823,15.708872997196943,39.55482445444968,21.562295643604035,5.261891554738487,15.284745645900747,0.0,47.41361932685343,0.0,6.069221312792274,10.216698334856808,0.0,0.0,0.0,116.04999999999998,0.0,18.78344080667361,6.06636706846161,4.899909730850478,11.386009916798605,0.0,9.967957041894415,9.339762226288668,-1.7717963144277098,-1.94938372789428,-8.945025493687492,-2.160737075402756,-4.491170141253111,0.3684210526315789,1,0,1,1,0,0,0,2.711780000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12.72244953073822,0.0859211755689928,-0.5904109977324263,0.8893957089288027,22.76,0,0.252373540002793,-0.3407912801831884,1.48,32.13338738993707,9.71197801723162,2.4094246569349504,-2.4009413911906963,-2.497898448154454,0.0813243789514589,1.8906227471886488,-2.2,675932.5850138718,5.316788604006331,12.238684400761036,0.0,0.0,5.907179729351506,4.794537184071822,4.681802935145185,16.598677432673224,5.098681808301038,24.97876554119751,43.04762237679295,5.380062770465915,23.36844162848569,4.794537184071822,17.243965607286242,5.261891554738487,20.31065844310742,11.835812092322788,34.28071566755197,0.0,6.069221312792274,5.316788604006331,0.0,0.0,0.0,83.60000000000001,0.0,12.45193613526408,11.48135753785839,16.018588813079923,6.196843571613076,23.750229809084065,28.62181402044513,24.17889257859812,0.8083870044931556,0.9426603298063434,6.190834881792223,4.47480486034328,0.0,0.5555555555555556,1,1,2,1,0,0,0,3.3346800000000014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13.087132814175565,0.0737797715421131,-0.9477327412446466,0.4266935285127793,17.470588235294116,0,0.4076323407359968,-0.4678613725323629,0.8529411764705882,16.547934736773858,10.032188804073332,2.430848108081573,-2.369397197517665,-2.7202383243542445,-0.1434364190672205,1.3916584488946386,-4.329999999999999,51125581.94067139,25.42409171961909,18.398234626944785,6.041840829147961,12.135080900086376,5.907179729351506,9.589074368143644,4.794537184071822,0.0,0.0,78.86277189000094,23.25963712031721,6.4208216229260096,0.0,23.857337459815565,17.907599529641427,0.0,15.950365812018994,0.0,102.12240901031818,0.0,5.749511833283905,20.687228765819043,5.749511833283905,0.0,0.0,105.76000000000002,0.0,18.934883316790437,5.749511833283905,0.0,12.13273413692322,78.86277189000094,15.950365812018994,7.939094125644554,1.6758411432188702,-0.3086837968359559,-1.206110402359569,0.0737797715421131,0.0,0.1923076923076923,3,0,0,3,0,0,0,2.5438,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.786782092466616,0.0877281483581087,-0.6045776643990928,0.8638927896367425,23.615384615384617,0,0.2523735400097851,-0.3407912781469976,1.4615384615384617,32.13338745520147,9.711913350676896,2.411350446559052,-2.4011059277348408,-2.4979466293099657,0.0813240071885787,1.9143697560385575,-2.1999999999999997,1049143.3324959965,5.316788604006331,11.735768823996422,0.0,0.0,5.907179729351506,4.794537184071822,4.681802935145185,16.598677432673224,5.098681808301038,24.97876554119751,49.97135957648358,5.380062770465915,23.36844162848569,4.794537184071822,17.243965607286242,5.261891554738487,20.31065844310742,11.835812092322788,34.28071566755197,0.0,6.069221312792274,5.316788604006331,0.0,0.0,0.0,83.6,0.0,11.949020558499466,11.48135753785839,11.336785877934735,17.802383706448886,23.750229809084065,28.62181402044513,24.59740427339949,0.7897926114890406,0.927268490972044,6.193393775720165,6.104880568031723,0.0,0.5789473684210527,1,1,2,2,0,0,0,3.895680000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13.18390873015873,0.0303801270278545,-4.764879308360967,0.561678835132484,16.84375,0,0.4330876686778532,-0.3551039475611353,1.21875,35.495694200433455,10.292551225058077,2.381184562139871,-2.190053443722863,-2.280352040147912,-0.1408081562046775,1.6027773406950003,-3.1699999999999995,17057286.387034655,9.467009378641832,11.8870840906273,15.531181131265964,5.824404497999927,0.0,0.0,23.36973254717056,18.433136697762947,0.0,11.600939890232516,24.61992282831084,37.23695329819648,21.49537489400582,21.5890421273534,27.256055804485044,5.261891554738487,19.51903521063298,0.0,59.52744129842684,0.0,11.756607587475836,4.899909730850478,0.0,5.687386274683562,0.0,104.77,0.0,35.24631400184529,11.753753343145172,23.10186518056597,29.354473934243657,0.0,14.951935562841626,8.091335404039002,-0.6317693036652894,-0.7894492710158973,0.1915816409524251,0.0505240159271551,-3.879203645964557,0.2631578947368421,0,0,2,1,0,0,0,3.2587800000000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
