MaxAbsEStateIndex,qed,SPS,NumRadicalElectrons,MinPartialCharge,BCUT2D_MWLOW,Ipc,PEOE_VSA10,PEOE_VSA13,PEOE_VSA5,SMR_VSA4,SMR_VSA8,SlogP_VSA9,EState_VSA11,EState_VSA5,EState_VSA6,NumBridgeheadAtoms,NumSpiroAtoms,NumUnspecifiedAtomStereoCenters,fr_Al_COO,fr_ArN,fr_Ar_COO,fr_Ar_NH,fr_Ar_OH,fr_C_S,fr_Imine,fr_N_O,fr_Ndealkylation1,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_allylic_oxid,fr_amidine,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzodiazepine,fr_diazo,fr_dihydropyridine,fr_furan,fr_hdrzine,fr_hdrzone,fr_imide,fr_isocyan,fr_isothiocyan,fr_lactone,fr_nitro,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phos_acid,fr_piperzine,fr_prisulfonamd,fr_quatN,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_urea
13.56478099052715,0.2090759003595705,19.14,0,-0.4986682774545002,9.944307904334488,66537612115.10731,23.88468735910006,11.814359458703011,0.0,17.75371813848418,0.0,0.0,0.0,30.23776759262965,6.923737199690624,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13.482809660016086,0.428786987559326,16.025,0,-0.3544503710600518,10.119743343081463,528927790.9734529,17.450535582324296,5.907179729351506,0.0,0.0,0.0,0.0,0.0,23.099010936235302,6.069221312792274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.180629409171075,0.561678835132484,16.84375,0,-0.3551039475611351,10.298174166136018,17057286.387034655,11.8870840906273,0.0,0.0,0.0,0.0,0.0,0.0,27.783668115711155,24.52642128014937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.51508620207506,0.4359011214178049,16.512820512820515,0,-0.3544503721011425,10.012031027480472,409750023.3129776,17.450535582324296,5.907179729351506,0.0,0.0,0.0,0.0,0.0,17.163120370925164,18.20195544971549,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.397445932995176,0.5698420062530469,21.58333333333333,0,-0.3689223002438105,10.211176177026452,160222118.1326412,11.8870840906273,0.0,0.0,0.0,0.0,0.0,0.0,29.87714135795638,12.13273413692322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
13.341979195477329,0.6190273254057111,16.852941176470587,0,-0.354450371962195,10.196815122741963,21264307.859757084,23.995291988236872,5.907179729351506,0.0,0.0,0.0,0.0,0.0,4.899909730850478,11.386009916798605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.72244953073822,0.8893957089288027,22.76,0,-0.3407912801831884,9.71197801723162,675932.5850138718,12.238684400761036,5.907179729351506,5.098681808301038,11.835812092322788,0.0,0.0,0.0,16.018588813079923,6.196843571613076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13.087132814175565,0.4266935285127793,17.470588235294116,0,-0.4678613725323629,10.032188804073332,51125581.94067139,18.398234626944785,5.907179729351506,0.0,0.0,0.0,0.0,0.0,0.0,12.13273413692322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12.786782092466616,0.8638927896367425,23.615384615384617,0,-0.3407912781469976,9.711913350676896,1049143.3324959965,11.735768823996422,5.907179729351506,5.098681808301038,11.835812092322788,0.0,0.0,0.0,11.336785877934735,17.802383706448886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13.18390873015873,0.561678835132484,16.84375,0,-0.3551039475611353,10.292551225058077,17057286.387034655,11.8870840906273,0.0,0.0,0.0,0.0,0.0,0.0,23.10186518056597,29.354473934243657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.116096422767146,0.5450815806745892,16.75,0,-0.4911394282640323,10.32198717950862,11038304.268826814,24.243477888424124,0.0,0.0,0.0,0.0,0.0,0.0,36.27802979030511,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.5830007558579,0.836235443164671,14.423076923076923,0,-0.3665363551790352,9.95246789209085,1091722.758176752,17.450535582324296,5.907179729351506,0.0,0.0,0.0,0.0,0.0,31.0227599320881,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.425912416007112,0.557913101000923,19.783783783783782,0,-0.3689219571374229,10.047649115152971,116443290.04872838,11.8870840906273,0.0,0.0,0.0,0.0,0.0,0.0,17.03549811210436,12.13273413692322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
