MaxAbsEStateIndex,MaxEStateIndex,MinEStateIndex,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,BCUT2D_MWHI,BCUT2D_MRHI,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticRings,NumAmideBonds,NumAromaticCarbocycles,NumAromaticRings,NumAtomStereoCenters,NumHAcceptors,NumHDonors,NumHeteroatoms,NumHeterocycles,NumRotatableBonds,Phi,RingCount,MolLogP,MolMR,fr_Ar_N,fr_C_O,fr_C_O_noCOO,fr_NH0,fr_NH1,fr_alkyl_halide,fr_amide,fr_benzene,fr_bicyclic,fr_ether,fr_halogen
13.49547148693594,13.49547148693594,-1.3333912734933244,16.125,685.9040000000002,622.4000000000002,685.4625785960002,278.0,16.36900297340855,5.923621068450848,1008.6385287573656,37.46337265727873,30.754867665491297,30.754867665491297,22.045304526403115,17.126735024840478,17.126735024840478,14.83259381081311,14.83259381081311,7.69014598146508,7.69014598146508,5.155825778380828,5.155825778380828,-3.2600000000000007,2863224052.05028,44.74,21.656997140632672,17.766178333256512,285.8834855778085,41.903525204553766,18.12552248744388,0.0,29.535898646757527,0.0,5.969305287951849,28.76722310443093,0.0,0.0,0.0,69.23737199690622,49.3549106763496,6.4208216229260096,37.133257679644544,44.086805288953045,35.50520393470938,0.0,26.58394302003165,29.589530230806965,150.68235423246333,0.0,0.0,0.0,26.58394302003165,0.0,0.0,0.0,93.24192304046792,28.76722310443093,29.589530230806965,108.26521731122688,0.0,0.0,0.0,223.26,84.8568043724463,38.98027789411234,0.0,41.91753158308448,12.84164324585202,0.0,6.923737199690624,27.694948798762496,41.54242319814374,26.58394302003165,5.106527394840706,0.0,0.0,75.94592886569134,43.86397564547298,0.0,-4.2490851262082,-4.614630225958684,-2.7640367707621163,19.81784761176466,0.0,48.0,8.0,14.0,0.0,5.0,0.0,0.0,7.0,8.0,8.0,14.0,0.0,22.0,20.18612608483137,0.0,1.4672000000000078,182.2518999999996,0.0,6.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0
14.347666934959612,14.347666934959612,-1.5677753462480437,15.986666666666666,1041.2569999999996,964.6489999999994,1040.558269872,408.0,16.548425893635336,5.954989456867724,2309.44626358352,55.35406694652357,44.36176038789803,44.36176038789803,35.6052787167185,25.44296021880525,25.44296021880525,19.821367380178643,19.821367380178643,13.155096726496987,13.155096726496987,8.941475128607035,8.941475128607035,-7.35,6959333174896732.0,60.20655476970743,29.51721885854372,18.518342282942147,439.3364821644288,56.28080438817975,42.85792693940068,0.0,41.35025810546054,0.0,12.062545358890263,33.561760288502754,9.589074368143644,0.0,0.0,118.69045482568669,67.55401188173444,33.48174361711897,25.676426381099805,57.73108795908719,53.4128034643508,0.0,35.96688360857676,17.56947956948497,140.98899313815815,27.74989791254449,107.68586050201516,0.0,27.00082189318751,4.794537184071822,0.0,0.0,149.36581015607146,67.27854859053961,11.835812092322788,89.83397021110017,90.99550602692418,0.0,0.0,276.18,114.14838332522224,48.2573620514871,0.0,44.62889612530436,24.94985114346159,16.026812714244468,37.92869816802349,68.44477801553573,50.2456768101509,21.267154416025324,15.207393384762284,10.325280420950158,0.0,126.08371666669744,22.576865006861727,7.672984824438962,-5.850673087576664,18.98319112427541,-2.295481022222523,8.776144395034411,4.061305004874438,75.0,7.0,20.0,1.0,8.0,3.0,3.0,8.0,12.0,6.0,20.0,1.0,27.0,23.69506738475138,4.0,2.777700000000012,278.5209999999996,0.0,9.0,9.0,3.0,4.0,0.0,8.0,3.0,0.0,2.0,0.0
14.275930495962932,14.275930495962932,-1.5605683543947608,16.47222222222222,1007.2399999999996,928.6159999999996,1006.573919936,398.0,16.567293476986606,5.954896246487421,2087.941860691462,54.03407599021467,43.76790226076337,43.76790226076337,33.734087235920185,24.59417223632615,24.59417223632615,20.2615281942421,20.2615281942421,12.341226186179092,12.341226186179092,8.484248229666001,8.484248229666001,-6.570000000000001,758901253510607.1,59.73747525586593,27.87746123748377,18.55427503370231,423.3742143015546,56.28080438817975,41.85209578587145,0.0,41.35025810546054,0.0,12.062545358890263,33.561760288502754,9.589074368143644,0.0,0.0,88.35861948337859,82.7617719891093,33.48174361711897,25.676426381099805,57.73108795908719,53.4128034643508,0.0,35.96688360857676,17.56947956948497,160.75437358370084,27.74989791254449,71.7905736680101,0.0,27.00082189318751,4.794537184071822,0.0,0.0,154.96686096705514,60.67166662602669,11.835812092322788,105.04173031847505,60.6636706846161,0.0,0.0,276.18,119.74943413620592,48.2573620514871,0.0,38.02201416079144,24.94985114346159,10.463361222547473,37.92869816802349,64.95052134076116,44.179309741689295,21.267154416025324,15.207393384762284,10.330192957303026,0.0,125.56011719662696,22.50830510425682,6.066453361046469,-5.803577683126607,10.095593564702408,-2.237892339471043,13.836569543585115,4.060904961743518,72.0,7.0,20.0,1.0,8.0,2.0,2.0,8.0,12.0,6.0,20.0,1.0,25.0,23.12957153986873,3.0,2.376000000000009,268.1279999999995,0.0,9.0,9.0,3.0,4.0,0.0,8.0,2.0,0.0,2.0,0.0
14.35076784198909,14.35076784198909,-1.5826208984395085,15.93421052631579,1057.2559999999996,980.6479999999992,1056.553184492,414.0,16.54845910552681,5.955106698979978,2357.636687289436,56.22431043452665,44.73162371420836,44.73162371420836,35.99912556683585,25.5772506190782,25.5772506190782,20.00221600073618,20.00221600073618,13.248612369441418,13.248612369441418,8.95941248772008,8.95941248772008,-7.550000000000001,9898020982634190.0,61.00042969264575,29.516988249244758,18.37911034344608,444.13071591662487,61.38733178302045,48.60743877268458,0.0,41.35025810546054,0.0,12.062545358890263,33.561760288502754,9.589074368143644,0.0,0.0,100.49135362030184,79.68674601865767,33.48174361711897,25.676426381099805,62.837615353927895,53.4128034643508,0.0,35.96688360857676,17.56947956948497,140.98899313815815,27.74989791254449,101.61949343355356,5.749511833283905,27.00082189318751,4.794537184071822,5.749511833283905,0.0,154.47233755091216,67.27854859053961,11.835812092322788,89.83397021110017,84.92913895846256,0.0,0.0,296.41,114.14838332522224,53.3638894463278,0.0,56.92316436450084,23.96854622924601,10.463361222547473,50.06143230494671,80.57751215245895,19.913841467842857,21.267154416025324,15.207393384762284,10.307737872141423,0.0,126.04083529060888,32.418510437971854,7.503226129795787,-6.08647236690843,15.726523949434974,-2.560463244546612,8.661197865020988,3.988904066481141,76.0,8.0,21.0,1.0,8.0,3.0,3.0,8.0,13.0,7.0,21.0,1.0,27.0,23.691433768904016,4.0,2.4833000000000105,280.1857999999997,0.0,9.0,9.0,3.0,4.0,0.0,8.0,3.0,0.0,2.0,0.0
12.48280523011674,12.48280523011674,-0.4111324221046437,10.88888888888889,357.4130000000001,338.2610000000001,357.14772684800005,134.0,16.256788801350428,6.089202823192359,1161.4566512185104,18.96589084732138,15.07617817336004,15.07617817336004,13.058550648063802,8.69032867938408,8.69032867938408,6.503853628545012,6.503853628545012,4.82651870938382,4.82651870938382,3.1818379438140774,3.1818379438140774,-3.599999999999999,1771941.4870601618,16.846280991735537,6.6081991290680016,2.9305568130375743,156.19191695285863,5.106527394840706,5.749511833283905,0.0,0.0,5.907179729351506,0.0,15.646119978292592,4.9839785209472085,0.0,0.0,42.46456947923127,43.17347858816007,10.772448428929591,22.284239201613083,9.901064578912528,33.40041586819718,0.0,10.409769918057592,0.0,13.847474399381248,5.425791397110385,77.35402515970709,5.749511833283905,10.85158279422077,5.687386274683562,5.749511833283905,0.0,15.99768564513942,0.0,13.847474399381248,21.48489165916281,60.6636706846161,0.0,21.805849864162116,74.25,5.907179729351506,9.901064578912528,0.0,11.3129633249809,0.0,38.620139122239664,6.06636706846161,18.19910120538483,43.32193961046029,17.775319993911392,4.9839785209472085,0.0,0.0,17.288198272753647,11.72350496825605,10.746177993299655,-0.4734345681441634,18.282508359812653,0.0,4.099711640688823,0.0,27.0,3.0,5.0,0.0,1.0,3.0,4.0,0.0,4.0,3.0,5.0,1.0,3.0,4.123095532504504,4.0,4.467340000000002,107.91870000000004,1.0,1.0,1.0,1.0,2.0,0.0,1.0,3.0,2.0,0.0,0.0
12.959429621838533,12.959429621838533,-1.092220208943694,23.897435897435894,537.7450000000006,490.3690000000004,537.356656984,214.0,16.270576060006135,5.8779148790560125,1036.9392896269976,28.03695865918684,23.71519958340254,23.71519958340254,18.829407595892896,14.854058218476345,14.854058218476345,11.343315602814938,11.343315602814938,7.620343292150178,7.620343292150178,5.250979105625369,5.250979105625369,-2.93,346262152.18753374,30.60919586974597,16.23771259601447,10.628913967775624,233.06434961757975,21.056893206859694,6.041840829147961,0.0,17.721539188054518,0.0,0.0,14.383611552215466,0.0,0.0,0.0,101.2577952390946,41.51627083556602,12.965578028838586,18.566628839822272,19.49013894705617,28.493987616984107,0.0,15.950365812018994,5.917906046161393,109.0849819205376,6.544756405912575,48.02802097092827,0.0,15.950365812018994,0.0,0.0,0.0,47.56047103485202,20.804433175141472,5.917906046161393,90.03996374326438,42.46456947923127,0.0,10.772448428929591,107.53,24.09482777539573,19.49013894705617,0.0,24.15308712779041,19.386399651764595,54.86082965818265,19.26246486877803,0.0,50.2456768101509,22.016732880480603,0.0,0.0,0.0,38.6143768551292,22.14216080283781,0.9753839378091173,-0.7998849112943007,12.856951137527853,9.158683295953324,4.385662215370329,0.0,39.0,4.0,7.0,1.0,3.0,2.0,2.0,3.0,4.0,4.0,7.0,1.0,3.0,12.744187828924318,3.0,4.789700000000003,156.1548999999998,0.0,3.0,3.0,0.0,3.0,0.0,3.0,2.0,1.0,0.0,0.0
13.866605966366029,13.866605966366029,-1.3912018863987723,14.771929824561404,822.0290000000001,760.5409999999997,821.420891352,318.0,32.16636617666191,7.98100973784137,1515.731851137606,42.871303762327656,34.449373859382604,35.26587044031032,26.697505975711007,19.12184624006195,20.51569309017929,15.75624893164968,16.741847491303165,8.744694326886473,9.388644877745852,5.624800121165876,6.0962046419569065,-4.279999999999999,492752698947.6787,48.86753424862597,23.83105557822724,18.241574314673468,339.10424510374907,41.16419632247246,35.36101498051936,0.0,23.628718917406022,0.0,6.093240070938415,19.178148736287287,13.575367279421462,11.761884949391115,0.0,64.95052134076117,80.71692684782208,18.52902952053558,25.359571145922096,47.33376931814955,41.48384393773555,0.0,26.58394302003165,17.75371813848418,117.25555972912632,18.615504754771116,71.29228121317867,0.0,26.58394302003165,13.575367279421462,0.0,11.761884949391115,89.3163716532801,41.80351301431288,29.388159820575964,79.358443826771,48.53093654769288,0.0,0.0,184.19,77.23950750256995,37.86004341054945,0.0,55.90660689416171,5.752853606746789,23.762552697081823,11.761884949391115,55.38989759752498,36.58760452581945,26.58394302003165,9.473725907600098,38.78324556519215,1.4378648454844098,66.44364856769543,25.148718925133352,0.2533346750650858,-4.82368220509323,8.023548385553077,-0.3553654259717886,13.338686666941522,0.0,57.0,6.0,13.0,0.0,5.0,2.0,2.0,6.0,9.0,6.0,16.0,0.0,22.0,20.430963590349624,2.0,4.597700000000005,215.7152999999994,0.0,5.0,5.0,0.0,5.0,0.0,5.0,2.0,0.0,2.0,2.0
14.076032561257476,14.076032561257476,-1.3143404807974612,13.10344827586207,889.6269999999996,849.3069999999998,887.1375827,300.0,79.9187317468693,9.103333421972865,2206.8095733795044,41.345995257015815,31.6229183096864,34.720772740837994,27.947131096472653,18.345439740830656,19.894366956406454,13.483996242127594,15.181969048514702,9.685560963966807,10.92859390973194,6.630551396656292,7.635970898917365,-5.399999999999999,6342585535995.712,42.21241319444445,19.36380233219401,10.176621355159597,354.08770581608746,29.533814591097663,11.49902366656781,11.49902366656781,5.907179729351506,17.721539188054518,0.0,24.078058467137765,0.0,0.0,0.0,71.73281632815792,100.56216081181148,40.5730769839788,43.05575677454232,38.495264992528135,62.7605425958204,0.0,15.116608065707286,0.0,31.40827208567429,33.85386430029279,151.52985083410906,22.99804733313562,19.52737746540648,0.0,22.99804733313562,39.13182367841438,84.53473729113675,17.63618042992384,0.0,48.62169063362645,113.66732674814143,10.045266627482652,0.0,134.71,35.774526134302285,24.28467613112799,0.0,49.16626693868073,43.936855099376686,16.02681271424447,25.185871881867158,54.59730361615449,48.53093654769288,21.24673250195568,37.41246864186518,17.323048324362816,16.099310203263776,56.78240067483687,15.905291359394113,2.2407927185153147,0.0284172026443862,30.32829611993364,-1.0773598028801157,-0.2705838290312348,2.945942584515993,58.0,2.0,11.0,1.0,4.0,5.0,5.0,2.0,8.0,2.0,14.0,1.0,17.0,14.092979742450355,6.0,8.02500000000001,224.34099999999944,0.0,4.0,4.0,2.0,1.0,0.0,4.0,5.0,1.0,3.0,3.0
12.830072149913004,12.830072149913004,-0.7678081695641221,18.87804878048781,559.7950000000003,510.4030000000004,559.377392428,222.0,16.513646970681084,5.758836310493364,1166.7647451916555,29.45960838999721,25.25416488843864,25.25416488843864,19.59339857253211,15.278846907474732,15.278846907474732,13.218101714475374,13.218101714475374,8.222812566891958,8.222812566891958,6.025547462639468,6.025547462639468,-2.959999999999999,684822896.0301373,30.986160072044957,13.802185023611754,8.762978874405327,246.2449131295619,20.476967556653417,5.601050810983688,0.0,11.787168065786876,0.0,0.0,4.794537184071822,4.9839785209472085,0.0,13.157871367196996,57.18872008658607,79.53828499635748,37.18853554422263,12.145807216896262,14.637927532712578,5.907179729351506,0.0,15.617555728959871,5.41499046939678,108.7681266853599,6.544756405912575,84.09239646157387,5.879988336435371,15.37044016181271,0.0,5.879988336435371,0.0,40.28930007893194,24.05700205284985,5.41499046939678,94.01260975548988,61.83859049478588,0.0,0.0,83.47999999999999,12.145807216896262,9.901064578912528,0.0,22.965061838879933,25.266387988199966,62.49347596680208,11.126902983393991,0.0,24.41525085374245,68.82812844812797,9.720841474747257,6.449792972006072,0.0,17.581503713771934,18.296562024443745,4.502471668603177,0.6719492746326335,10.138079007623594,13.199124101055029,14.660517237863822,0.0,41.0,3.0,6.0,2.0,1.0,1.0,2.0,3.0,5.0,3.0,6.0,2.0,14.0,10.431139377697937,4.0,6.179300000000007,165.9991999999997,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0
13.287250411088932,13.287250411088932,-0.7627964642647187,27.975,557.8200000000005,502.3800000000004,557.41925724,226.0,16.503647995561867,5.869288994663589,944.785039102724,29.44901851044681,26.09349907815016,26.09349907815016,18.87471833453097,15.679760332549607,15.679760332549607,13.342592668718789,13.342592668718789,8.871039612133638,8.871039612133638,6.030799096999553,6.030799096999553,-2.12,341573545.5832382,32.39526193424808,14.674949171251049,9.200662708867013,242.36355912035685,25.37687728750389,17.392403473415555,0.0,11.814359458703011,0.0,0.0,9.589074368143644,0.0,0.0,0.0,71.42887547355117,57.07848549740528,38.03936395528674,12.145807216896262,19.4324647167844,11.814359458703011,0.0,15.533486938863138,5.917906046161393,141.49908515974113,13.592428388589765,29.32600418877882,5.749511833283905,15.37044016181271,0.0,5.749511833283905,0.0,59.20192383001187,9.589074368143644,5.917906046161393,128.83728928610722,18.19910120538483,0.0,0.0,90.9,18.187648046044224,14.69560176298435,0.0,23.457251098834657,31.222211744087375,49.83789306253696,18.40509473754901,18.871318913218293,0.0,63.45136441185061,4.736862953800049,6.288348922475109,0.0,27.54571881227136,18.22053735481924,2.0641100759697872,1.467587529508379,5.478951809777836,8.895287554105744,12.913386436295584,1.7094048381102993,40.0,3.0,7.0,2.0,2.0,1.0,1.0,5.0,5.0,3.0,7.0,2.0,5.0,11.884970556861363,3.0,5.855000000000006,161.48519999999968,0.0,2.0,2.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0
